metric,raw_mean,raw_median,closing_mean,closing_median,dual_null_mean,dual_null_median
nucleus_dice,0.8818039699035346,0.9225842734354015,0.8824261228203875,0.9231177900868024,0.8819244871001072,0.9229431642796944
foreground_dice,0.8268071549514608,0.8485207975843019,0.8270869111284308,0.8476131480393181,0.8268518230481358,0.8476131480393181
nc_ae,0.26190457747582085,0.11163064853016919,0.26192107434009254,0.10995090407160246,0.26192107434009254,0.10995090407160246
area_ae,539.7119565217391,325.5,539.445652173913,309.0,539.4510869565217,309.0
raw_invalid_rate,0.003623188405797101,0.0,,,,
closing_invalid_rate,,,0.003623188405797101,0.0,,
dual_null_invalid_rate,,,,,0.003623188405797101,0.0
