cell_id,class,model,seed,closing_fallback_to_raw,target_dA,target_dP,null_dA,null_dP,area_matching_error_abs,perimeter_matching_error_abs,area_matching_error_norm,perimeter_matching_error_norm,joint_matching_error,sum_matching_error,valid_proposal_count,invalid_proposal_count,accepted_edit_count,fallback_to_raw
153916114-153916129-002,severe_dysplastic,baseline,20260803,False,48.0,-26.845672249794006,48.0,-26.84567379951477,0.0,1.5497207641601562e-06,0.0,5.77270239217812e-08,5.77270239217812e-08,5.77270239217812e-08,2048,0,130,False
153916114-153916150-001,carcinoma_in_situ,baseline,20260803,False,5.0,-2.9289320707321167,5.0,-3.1715731620788574,0.0,0.24264109134674072,0.0,0.016793789648856264,0.016793789648856264,0.016793789648856264,2048,0,19,False
153916114-153916167-001,carcinoma_in_situ,baseline,20260803,False,3.0,-1.757359504699707,3.0,-2.000000238418579,0.0,0.24264073371887207,0.0,0.01598155889710683,0.01598155889710683,0.01598155889710683,2048,0,11,False
153916569-153916586-001,carcinoma_in_situ,baseline,20260803,False,4.0,-2.343145728111267,4.0,-2.3431464433670044,0.0,7.152557373046875e-07,0.0,5.088491498344626e-08,5.088491498344626e-08,5.088491498344626e-08,2048,0,16,False
153956040-153956058-001,normal_columnar,baseline,20260803,False,8.0,-4.686291813850403,8.0,-4.928932785987854,0.0,0.24264097213745117,0.0,0.018061923196593534,0.018061923196593534,0.018061923196593534,2048,0,22,False
153956040-153956058-003,normal_columnar,baseline,20260803,False,4.0,-1.1715728044509888,4.0,-0.5857871770858765,0.0,0.5857856273651123,0.0,0.04297710856834629,0.04297710856834629,0.04297710856834629,2048,0,16,False
153956040-153956072-003,normal_columnar,baseline,20260803,False,8.0,-4.100505352020264,8.0,-4.100505828857422,0.0,4.76837158203125e-07,0.0,3.807865298188558e-08,3.807865298188558e-08,3.807865298188558e-08,2048,0,20,False
153956444-153956458-004,normal_columnar,baseline,20260803,False,7.0,-4.100505709648132,7.0,-4.100505828857422,0.0,1.1920928955078125e-07,0.0,9.469766304682226e-09,9.469766304682226e-09,9.469766304682226e-09,2048,0,19,False
153958154-153958211-001,normal_columnar,baseline,20260803,False,2.0,-1.1715729236602783,2.0,-1.1715730428695679,0.0,1.1920928955078125e-07,0.0,9.452311908848964e-09,9.452311908848964e-09,9.452311908848964e-09,2048,0,18,False
153958547-153958572-002,normal_columnar,baseline,20260803,False,2.0,-1.1715726852416992,2.0,-1.171573281288147,0.0,5.960464477539062e-07,0.0,5.155995218594566e-08,5.155995218594566e-08,5.155995218594566e-08,2048,0,12,False
153958547-153958572-006,normal_columnar,baseline,20260803,False,1.0,-0.5857863426208496,1.0,-0.5857870578765869,0.0,7.152557373046875e-07,0.0,5.980143650768303e-08,5.980143650768303e-08,5.980143650768303e-08,2048,0,9,False
153958547-153958572-008,normal_columnar,baseline,20260803,False,1.0,-0.5857865810394287,1.0,-0.5857864618301392,0.0,1.1920928955078125e-07,0.0,9.484299464739506e-09,9.484299464739506e-09,9.484299464739506e-09,2048,0,3,False
153958547-153958572-009,normal_columnar,baseline,20260803,False,2.0,-1.1715729236602783,2.0,-1.4142142534255981,0.0,0.24264132976531982,0.0,0.02066381938549995,0.02066381938549995,0.02066381938549995,2048,0,10,False
153958547-153958590-002,normal_columnar,baseline,20260803,False,75.0,-17.389829397201538,75.0,-17.33095371723175,0.0,0.0588756799697876,0.0,0.0026905603326019406,0.0026905603326019406,0.0026905603326019406,2048,0,115,False
154519964-154519981-001,light_dysplastic,baseline,20260803,False,29.0,-22.30151665210724,29.0,-22.058877110481262,0.0,0.24263954162597656,0.0,0.01087995697382536,0.01087995697382536,0.01087995697382536,2048,0,81,False
157181481-157181497-004,normal_columnar,baseline,20260803,False,1.0,-0.5857862234115601,1.0,-0.5857869386672974,0.0,7.152557373046875e-07,0.0,6.141409906028762e-08,6.141409906028762e-08,6.141409906028762e-08,2048,0,7,False
157181671-157181697-001,normal_superficiel,baseline,20260803,False,9.0,-5.272078156471252,9.0,-5.272078156471252,0.0,0.0,0.0,0.0,0.0,0.0,2048,0,13,False
157183193-157183279-001,normal_superficiel,baseline,20260803,False,12.0,-5.857864618301392,12.0,-5.857864499092102,0.0,1.1920928955078125e-07,0.0,1.1681452853990397e-08,1.1681452853990397e-08,1.1681452853990397e-08,2048,0,28,False
157183828-157183877-001,normal_intermediate,baseline,20260803,False,15.0,-8.786796927452087,15.0,-8.786797523498535,0.0,5.960464477539062e-07,0.0,4.723789802031884e-08,4.723789802031884e-08,4.723789802031884e-08,2048,0,21,False
157183964-157183980-001,normal_superficiel,baseline,20260803,False,13.0,-7.615224242210388,13.0,-7.615224480628967,0.0,2.384185791015625e-07,0.0,2.6592134116223588e-08,2.6592134116223588e-08,2.6592134116223588e-08,2048,0,23,False
157184013-157184031-001,normal_superficiel,baseline,20260803,False,89.0,-19.91673994064331,89.0,-20.159380555152893,0.0,0.24264061450958252,0.0,0.012182747539643038,0.012182747539643038,0.012182747539643038,2048,0,153,False
157184850-157184920-002,normal_columnar,baseline,20260803,False,8.0,-2.9289326667785645,8.0,-2.82842755317688,0.0,0.10050511360168457,0.0,0.006339033353399371,0.006339033353399371,0.006339033353399371,2048,0,16,False
157184850-157184942-001,normal_superficiel,baseline,20260803,True,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0,2048,0,True
157185208-157185238-001,normal_superficiel,baseline,20260803,False,12.0,-5.857864618301392,12.0,-5.857864618301392,0.0,0.0,0.0,0.0,0.0,0.0,2048,0,30,False
157185433-157185479-002,normal_columnar,baseline,20260803,False,1.0,-0.5857864618301392,1.0,-0.585785984992981,0.0,4.76837158203125e-07,0.0,4.173023353420932e-08,4.173023353420932e-08,4.173023353420932e-08,2048,0,7,False
157185433-157185479-003,normal_columnar,baseline,20260803,False,1.0,-0.5857862234115601,1.0,-0.5857863426208496,0.0,1.1920928955078125e-07,0.0,1.0789021062882488e-08,1.0789021062882488e-08,1.0789021062882488e-08,2048,0,3,False
157185433-157185479-004,normal_columnar,baseline,20260803,False,8.0,-5.514718532562256,8.0,-5.5147188901901245,0.0,3.5762786865234375e-07,0.0,2.34414438292192e-08,2.34414438292192e-08,2.34414438292192e-08,2048,0,22,False
157185433-157185479-006,normal_columnar,baseline,20260803,False,4.0,-2.3431460857391357,4.0,-2.343146800994873,0.0,7.152557373046875e-07,0.0,4.201832754668167e-08,4.201832754668167e-08,4.201832754668167e-08,2048,0,18,False
157185433-157185508-001,normal_columnar,baseline,20260803,False,2.0,-1.1715730428695679,2.0,-1.4142135381698608,0.0,0.24264049530029297,0.0,0.0195754469876944,0.0195754469876944,0.0195754469876944,2048,0,6,False
157185730-157185758-001,normal_columnar,baseline,20260803,False,3.0,-1.1715731620788574,3.0,-1.4142135381698608,0.0,0.24264037609100342,0.0,0.015423850822783951,0.015423850822783951,0.015423850822783951,2048,0,7,False
157185781-157185793-003,normal_columnar,baseline,20260803,False,1.0,-0.5857864618301392,1.0,-0.5857870578765869,0.0,5.960464477539062e-07,0.0,4.0331528228713264e-08,4.0331528228713264e-08,4.0331528228713264e-08,2048,0,7,False
157222534-157222607-001,normal_superficiel,baseline,20260803,False,6.0,-3.514718770980835,6.0,-3.514718770980835,0.0,0.0,0.0,0.0,0.0,0.0,2048,0,12,False
157222647-157222687-001,normal_intermediate,baseline,20260803,False,38.0,-12.301515698432922,38.0,-12.301515936851501,0.0,2.384185791015625e-07,0.0,1.7219905185670864e-08,1.7219905185670864e-08,1.7219905185670864e-08,2048,0,78,False
157222801-157222811-001,normal_intermediate,baseline,20260803,False,23.0,-8.20100998878479,23.0,-8.201010704040527,0.0,7.152557373046875e-07,0.0,6.715029350768131e-08,6.715029350768131e-08,6.715029350768131e-08,2048,0,47,False
157223549-157223570-001,normal_intermediate,baseline,20260803,False,23.0,-13.473089098930359,23.0,-13.47308897972107,0.0,1.1920928955078125e-07,0.0,8.847955259217086e-09,8.847955259217086e-09,8.847955259217086e-09,2048,0,37,False
157224412-157224429-001,normal_superficiel,baseline,20260803,False,35.0,-4.686291694641113,35.0,-4.686291694641113,0.0,0.0,0.0,0.0,0.0,0.0,2048,0,49,False
157224458-157224464-001,normal_intermediate,baseline,20260803,False,77.0,-24.017244935035706,77.0,-24.01724600791931,0.0,1.0728836059570312e-06,0.0,4.467138545070745e-08,4.467138545070745e-08,4.467138545070745e-08,2048,0,149,False
157224458-157224483-001,normal_superficiel,baseline,20260803,False,10.0,-5.857864618301392,10.0,-5.857864856719971,0.0,2.384185791015625e-07,0.0,2.4066467225140545e-08,2.4066467225140545e-08,2.4066467225140545e-08,2048,0,14,False
157227058-157227087-001,normal_columnar,baseline,20260803,False,3.0,-1.7573596239089966,3.0,-1.41421377658844,0.0,0.34314584732055664,0.0,0.029737270554810066,0.029737270554810066,0.029737270554810066,2048,0,7,False
157227461-157227503-003,normal_columnar,baseline,20260803,False,1.0,-0.5857862234115601,1.0,-0.5857863426208496,0.0,1.1920928955078125e-07,0.0,8.676887481301522e-09,8.676887481301522e-09,8.676887481301522e-09,2048,0,3,False
157266930-157266947-001,normal_columnar,baseline,20260803,False,4.0,-16.242640733718872,4.0,-16.242640495300293,0.0,2.384185791015625e-07,0.0,1.4678560155961462e-08,1.4678560155961462e-08,1.4678560155961462e-08,2048,0,8,False
157268504-157268544-001,normal_superficiel,baseline,20260803,False,10.0,-2.3431458473205566,10.0,-2.343145966529846,0.0,1.1920928955078125e-07,0.0,1.4556014844202541e-08,1.4556014844202541e-08,1.4556014844202541e-08,2048,0,18,False
158986766-158986776-001,normal_columnar,baseline,20260803,False,3.0,-1.757359266281128,3.0,-1.7573602199554443,0.0,9.5367431640625e-07,0.0,6.836240281309107e-08,6.836240281309107e-08,6.836240281309107e-08,2048,0,19,False
158986813-158986820-001,normal_columnar,baseline,20260803,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,0,0,False
158986920-158986928-004,normal_columnar,baseline,20260803,True,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0,2048,0,True
204870858-204870872-001,light_dysplastic,baseline,20260803,False,7.0,-2.343145251274109,7.0,-2.3431460857391357,0.0,8.344650268554688e-07,0.0,5.666639839473776e-08,5.666639839473776e-08,5.666639839473776e-08,2048,0,15,False
204870951-204870961-002,light_dysplastic,baseline,20260803,False,38.0,-22.25988531112671,38.0,-22.159381985664368,0.0,0.10050332546234131,0.0,0.004514997452035579,0.004514997452035579,0.004514997452035579,2048,0,78,False
204871030-204871038-001,light_dysplastic,baseline,20260803,False,40.0,-24.259885907173157,40.0,-24.259886980056763,0.0,1.0728836059570312e-06,0.0,4.422459405053514e-08,4.422459405053514e-08,4.422459405053514e-08,2048,0,84,False
204871030-204871038-002,light_dysplastic,baseline,20260803,False,58.0,-33.97561502456665,58.0,-34.21825706958771,0.0,0.24264204502105713,0.0,0.007141652766126843,0.007141652766126843,0.007141652766126843,2048,0,110,False
209047342-209047443-001,normal_superficiel,baseline,20260803,False,11.0,-1.7573593854904175,11.0,-1.514718770980835,0.0,0.24264061450958252,0.0,0.022411722177456243,0.022411722177456243,0.022411722177456243,2048,0,17,False
209047526-209047626-001,normal_intermediate,baseline,20260803,False,19.0,-7.615224003791809,19.0,-7.615224361419678,0.0,3.5762786865234375e-07,0.0,2.935869057517844e-08,2.935869057517844e-08,2.935869057517844e-08,2048,0,41,False
209047526-209047798-001,normal_superficiel,baseline,20260803,False,92.0,-28.603031396865845,92.0,-28.36039173603058,0.0,0.2426396608352661,0.0,0.008483005086721443,0.008483005086721443,0.008483005086721443,2048,0,170,False
209307421-209307504-001,normal_intermediate,baseline,20260803,False,56.0,-9.958369731903076,56.0,-9.958370208740234,0.0,4.76837158203125e-07,0.0,3.688632307987253e-08,3.688632307987253e-08,3.688632307987253e-08,2048,0,96,False
209522474-209522522-001,normal_intermediate,baseline,20260803,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,0,0,False
209522940-209522970-001,normal_intermediate,baseline,20260803,False,14.0,-8.201010465621948,14.0,-8.201010823249817,0.0,3.5762786865234375e-07,0.0,2.9286942904548315e-08,2.9286942904548315e-08,2.9286942904548315e-08,2048,0,22,False
209565409-209565503-001,normal_intermediate,baseline,20260803,False,15.0,-8.786796927452087,15.0,-8.786797404289246,0.0,4.76837158203125e-07,0.0,3.984543403737649e-08,3.984543403737649e-08,3.984543403737649e-08,2048,0,27,False
209565409-209565600-001,normal_intermediate,baseline,20260803,False,9.0,-5.272078156471252,9.0,-5.272078275680542,0.0,1.1920928955078125e-07,0.0,9.747823850073169e-09,9.747823850073169e-09,9.747823850073169e-09,2048,0,15,False
209565864-209565890-001,normal_intermediate,baseline,20260803,False,27.0,-15.816234707832336,27.0,-15.230449318885803,0.0,0.5857853889465332,0.0,0.037036968644404804,0.037036968644404804,0.037036968644404804,2048,0,51,False
209565864-209565911-001,normal_intermediate,baseline,20260803,False,13.0,-7.615224003791809,13.0,-7.615224123001099,0.0,1.1920928955078125e-07,0.0,1.0283360568435384e-08,1.0283360568435384e-08,1.0283360568435384e-08,2048,0,23,False
209566047-209566095-001,normal_intermediate,baseline,20260803,False,23.0,-13.47308886051178,23.0,-13.473089098930359,0.0,2.384185791015625e-07,0.0,1.7695910831579426e-08,1.7695910831579426e-08,1.7695910831579426e-08,2048,0,31,False
209566205-209566247-001,normal_intermediate,baseline,20260803,False,19.0,-11.129942774772644,19.0,-11.129943251609802,0.0,4.76837158203125e-07,0.0,3.9616926088038175e-08,3.9616926088038175e-08,3.9616926088038175e-08,2048,0,31,False
209566205-209566289-001,normal_intermediate,baseline,20260803,False,12.0,-7.02943754196167,12.0,-7.029437780380249,0.0,2.384185791015625e-07,0.0,1.8024266556626757e-08,1.8024266556626757e-08,1.8024266556626757e-08,2048,0,20,False
209566399-209566485-001,normal_intermediate,baseline,20260803,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,0,0,False
148495842-148495854-001,light_dysplastic,baseline,20260804,False,3.0,-2.0000001192092896,3.0,-1.7573601007461548,0.0,0.24264001846313477,0.0,0.01635633289279253,0.01635633289279253,0.01635633289279253,2048,0,15,False
148497551-148497588-001,light_dysplastic,baseline,20260804,False,4.0,-2.3431458473205566,4.0,-2.3431462049484253,0.0,3.5762786865234375e-07,0.0,2.5413941031378246e-08,2.5413941031378246e-08,2.5413941031378246e-08,2048,0,12,False
148497788-148497816-002,light_dysplastic,baseline,20260804,False,22.0,-12.88730263710022,22.0,-13.129942893981934,0.0,0.24264025688171387,0.0,0.01748518318156103,0.01748518318156103,0.01748518318156103,2048,0,48,False
148503209-148503222-001,light_dysplastic,baseline,20260804,False,35.0,-26.98780858516693,35.0,-27.12994372844696,0.0,0.1421351432800293,0.0,0.005266642633524153,0.005266642633524153,0.005266642633524153,2048,0,59,False
148503209-148503231-001,light_dysplastic,baseline,20260804,False,45.0,-28.603031516075134,45.0,-28.259886980056763,0.0,0.3431445360183716,0.0,0.011996789075504867,0.011996789075504867,0.011996789075504867,2048,0,81,False
148503400-148503432-001,light_dysplastic,baseline,20260804,False,64.0,-22.502526998519897,64.0,-22.259887099266052,0.0,0.24263989925384521,0.0,0.010782784496594753,0.010782784496594753,0.010782784496594753,2048,0,122,False
148503568-148503580-002,light_dysplastic,baseline,20260804,False,19.0,-5.272078514099121,19.0,-5.514719009399414,0.0,0.24264049530029297,0.0,0.014338855015463507,0.014338855015463507,0.014338855015463507,2048,0,31,False
148718455-148718461-001,light_dysplastic,baseline,20260804,False,53.0,-25.188818097114563,53.0,-25.18881893157959,0.0,8.344650268554688e-07,0.0,3.3128391480625234e-08,3.3128391480625234e-08,3.3128391480625234e-08,2048,0,87,False
148719308-148719348-004,light_dysplastic,baseline,20260804,False,1.0,-0.5857864618301392,1.0,-0.5857864618301392,0.0,0.0,0.0,0.0,0.0,0.0,2048,0,3,False
148719308-148719357-001,light_dysplastic,baseline,20260804,False,10.0,-5.857864737510681,10.0,-5.857864856719971,0.0,1.1920928955078125e-07,0.0,8.20956982749835e-09,8.20956982749835e-09,8.20956982749835e-09,2048,0,24,False
148848523-148848559-002,moderate_dysplastic,baseline,20260804,False,2.0,-1.1715729236602783,2.0,-1.1715736389160156,0.0,7.152557373046875e-07,0.0,4.3109663888825555e-08,4.3109663888825555e-08,4.3109663888825555e-08,2048,0,16,False
148881870-148882178-002,light_dysplastic,baseline,20260804,False,5.0,-2.9289320707321167,5.0,-2.928932785987854,0.0,7.152557373046875e-07,0.0,5.01294583458666e-08,5.01294583458666e-08,5.01294583458666e-08,2048,0,15,False
148882307-148882323-001,light_dysplastic,baseline,20260804,False,54.0,-31.632469654083252,54.0,-31.632469296455383,0.0,3.5762786865234375e-07,0.0,1.1305720753491015e-08,1.1305720753491015e-08,1.1305720753491015e-08,2048,0,98,False
148882535-148882616-001,light_dysplastic,baseline,20260804,False,94.0,-46.51977252960205,94.0,-46.31876313686371,0.0,0.20100939273834229,0.0,0.004320945305793003,0.004320945305793003,0.004320945305793003,2048,0,196,False
148882671-148882687-001,light_dysplastic,baseline,20260804,False,31.0,-18.159380555152893,31.0,-18.40202045440674,0.0,0.24263989925384521,0.0,0.012718388921726493,0.012718388921726493,0.012718388921726493,2048,0,89,False
149011613-149011656-001,light_dysplastic,baseline,20260804,False,38.0,-22.259885549545288,38.0,-22.259887099266052,0.0,1.5497207641601562e-06,0.0,6.961943989832478e-08,6.961943989832478e-08,6.961943989832478e-08,2048,0,70,False
149013033-149013072-001,moderate_dysplastic,baseline,20260804,False,4.0,-1.757359504699707,4.0,-1.7573602199554443,0.0,7.152557373046875e-07,0.0,5.048136365876139e-08,5.048136365876139e-08,5.048136365876139e-08,2048,0,24,False
149014929-149014984-001,moderate_dysplastic,baseline,20260804,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,0,0,False
149014929-149015008-003,moderate_dysplastic,baseline,20260804,False,13.0,-9.27207863330841,13.0,-9.514719605445862,0.0,0.24264097213745117,0.0,0.014458743961625588,0.014458743961625588,0.014458743961625588,2048,0,41,False
149014929-149015022-001,light_dysplastic,baseline,20260804,False,26.0,-8.058875322341919,26.0,-8.100506067276001,0.0,0.04163074493408203,0.0,0.0023091282995792214,0.0023091282995792214,0.0023091282995792214,2048,0,48,False
149014929-149015022-002,light_dysplastic,baseline,20260804,False,20.0,-11.715729117393494,20.0,-11.958370804786682,0.0,0.24264168739318848,0.0,0.014367914480455709,0.014367914480455709,0.014367914480455709,2048,0,46,False
149053341-149053350-001,moderate_dysplastic,baseline,20260804,False,18.0,-9.372584104537964,18.0,-9.372584104537964,0.0,0.0,0.0,0.0,0.0,0.0,2048,0,42,False
149053945-149053969-001,moderate_dysplastic,baseline,20260804,False,6.0,-3.514719009399414,6.0,-3.5147193670272827,0.0,3.5762786865234375e-07,0.0,2.3886140329670144e-08,2.3886140329670144e-08,2.3886140329670144e-08,2048,0,16,False
149053945-149053976-001,moderate_dysplastic,baseline,20260804,False,32.0,-10.544156551361084,32.0,-10.544156908988953,0.0,3.5762786865234375e-07,0.0,2.4216991474046007e-08,2.4216991474046007e-08,2.4216991474046007e-08,2048,0,60,False
149054642-149054677-003,light_dysplastic,baseline,20260804,False,1.0,-0.5857865810394287,1.0,-0.5857864618301392,0.0,1.1920928955078125e-07,0.0,8.893213793367948e-09,8.893213793367948e-09,8.893213793367948e-09,2048,0,3,False
149056321-149056343-001,severe_dysplastic,baseline,20260804,False,19.0,-11.129943013191223,19.0,-11.129943490028381,0.0,4.76837158203125e-07,0.0,2.6653258383214107e-08,2.6653258383214107e-08,2.6653258383214107e-08,2048,0,45,False
149056321-149056360-001,severe_dysplastic,baseline,20260804,False,8.0,-6.3431456089019775,8.0,-6.100506067276001,0.0,0.24263954162597656,0.0,0.015936133731032733,0.015936133731032733,0.015936133731032733,2048,0,40,False
149056410-149056458-001,severe_dysplastic,baseline,20260804,False,1.0,-0.5857864618301392,1.0,-0.585787296295166,0.0,8.344650268554688e-07,0.0,6.897405605030673e-08,6.897405605030673e-08,6.897405605030673e-08,2048,0,9,False
149056873-149056884-001,severe_dysplastic,baseline,20260804,False,6.0,-3.5147182941436768,6.0,-3.5147194862365723,0.0,1.1920928955078125e-06,0.0,9.209838312407979e-08,9.209838312407979e-08,9.209838312407979e-08,2048,0,16,False
149056873-149056884-002,severe_dysplastic,baseline,20260804,False,2.0,-1.1715730428695679,2.0,-1.1715738773345947,0.0,8.344650268554688e-07,0.0,6.700521533772687e-08,6.700521533772687e-08,6.700521533772687e-08,2048,0,18,False
149056933-149056982-002,severe_dysplastic,baseline,20260804,False,1.0,-0.5857864618301392,1.0,-0.5857869386672974,0.0,4.76837158203125e-07,0.0,4.214968801564083e-08,4.214968801564083e-08,4.214968801564083e-08,2048,0,5,False
149057756-149057766-002,moderate_dysplastic,baseline,20260804,False,7.0,-4.100505232810974,7.0,-4.3431442975997925,0.0,0.24263906478881836,0.0,0.014286467469533114,0.014286467469533114,0.014286467469533114,2048,0,45,False
149057756-149057788-002,moderate_dysplastic,baseline,20260804,False,24.0,-12.88730263710022,24.0,-12.887303233146667,0.0,5.960464477539062e-07,0.0,3.467495376554246e-08,3.467495376554246e-08,3.467495376554246e-08,2048,0,68,False
149057812-149057825-003,moderate_dysplastic,baseline,20260804,False,24.0,-14.058875560760498,24.0,-14.058876156806946,0.0,5.960464477539062e-07,0.0,3.473797066600582e-08,3.473797066600582e-08,3.473797066600582e-08,2048,0,50,False
149057812-149057825-005,moderate_dysplastic,baseline,20260804,False,1.0,-0.5857867002487183,1.0,-0.5857869386672974,0.0,2.384185791015625e-07,0.0,1.804285779215232e-08,1.804285779215232e-08,1.804285779215232e-08,2048,0,11,False
149057812-149057847-004,moderate_dysplastic,baseline,20260804,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,0,0,False
149057812-149057847-005,moderate_dysplastic,baseline,20260804,False,6.0,-3.5147173404693604,6.0,-3.514719605445862,0.0,2.2649765014648438e-06,0.0,1.386048171365242e-07,1.386048171365242e-07,1.386048171365242e-07,2048,0,24,False
149058262-149058272-003,moderate_dysplastic,baseline,20260804,False,13.0,-7.6152238845825195,13.0,-7.615225315093994,0.0,1.430511474609375e-06,0.0,8.589225215157541e-08,8.589225215157541e-08,8.589225215157541e-08,2048,0,39,False
149061666-149061699-003,moderate_dysplastic,baseline,20260804,False,11.0,-7.272078275680542,11.0,-7.272078990936279,0.0,7.152557373046875e-07,0.0,4.834875378209231e-08,4.834875378209231e-08,4.834875378209231e-08,2048,0,35,False
149095913-149095926-001,light_dysplastic,baseline,20260804,False,95.0,-39.77460515499115,95.0,-30.60303270816803,0.0,9.17157244682312,0.0,0.23058864848774538,0.23058864848774538,0.23058864848774538,2048,0,151,False
149097324-149097373-001,moderate_dysplastic,baseline,20260804,False,12.0,-7.0294376611709595,12.0,-7.029438138008118,0.0,4.76837158203125e-07,0.0,2.9548943778610708e-08,2.9548943778610708e-08,2.9548943778610708e-08,2048,0,34,False
149097594-149097637-001,moderate_dysplastic,baseline,20260804,False,42.0,-15.816234946250916,42.0,-15.715729713439941,0.0,0.10050523281097412,0.0,0.005500513366740318,0.005500513366740318,0.005500513366740318,2048,0,78,False
149097594-149097637-002,moderate_dysplastic,baseline,20260804,False,7.0,-3.7573589086532593,7.0,-4.000000715255737,0.0,0.24264180660247803,0.0,0.014737313717219546,0.014737313717219546,0.014737313717219546,2048,0,23,False
149098972-149098988-002,severe_dysplastic,baseline,20260804,False,2.0,-1.1715730428695679,2.0,-1.41421377658844,0.0,0.24264073371887207,0.0,0.017408612766791138,0.017408612766791138,0.017408612766791138,2048,0,8,False
149099096-149099104-001,severe_dysplastic,baseline,20260804,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,0,0,False
149099276-149099290-001,light_dysplastic,baseline,20260804,False,56.0,-33.632468938827515,56.0,-34.117751359939575,0.0,0.48528242111206055,0.0,0.014428985930076008,0.014428985930076008,0.014428985930076008,2048,0,94,False
149099276-149099290-002,light_dysplastic,baseline,20260804,False,34.0,-19.9167400598526,34.0,-19.91674041748047,0.0,3.5762786865234375e-07,0.0,1.795614480972397e-08,1.795614480972397e-08,1.795614480972397e-08,2048,0,62,False
149099502-149099525-002,light_dysplastic,baseline,20260804,False,29.0,-16.987807393074036,29.0,-16.402022123336792,0.0,0.5857852697372437,0.0,0.03448268844724891,0.03448268844724891,0.03448268844724891,2048,0,71,False
149100006-149100028-002,severe_dysplastic,baseline,20260804,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,0,0,False
149100064-149100072-001,moderate_dysplastic,baseline,20260804,False,73.0,-45.24769449234009,73.0,-44.80404341220856,0.0,0.44365108013153076,0.0,0.009804943326043623,0.009804943326043623,0.009804943326043623,2048,0,129,False
149101620-149101650-001,moderate_dysplastic,baseline,20260804,False,10.0,-5.85786497592926,10.0,-5.857864618301392,0.0,3.5762786865234375e-07,0.0,2.191243859558846e-08,2.191243859558846e-08,2.191243859558846e-08,2048,0,28,False
149102442-149102451-001,light_dysplastic,baseline,20260804,False,2.0,-1.1715729236602783,2.0,-1.4142142534255981,0.0,0.24264132976531982,0.0,0.01564120537248418,0.01564120537248418,0.01564120537248418,2048,0,10,False
149102510-149102519-001,moderate_dysplastic,baseline,20260804,False,8.0,-4.686291933059692,8.0,-4.686292290687561,0.0,3.5762786865234375e-07,0.0,2.2510171196493382e-08,2.2510171196493382e-08,2.2510171196493382e-08,2048,0,24,False
149105003-149105050-001,light_dysplastic,baseline,20260804,False,6.0,-2.3431460857391357,6.0,-2.5857867002487183,0.0,0.24264061450958252,0.0,0.01670029174364448,0.01670029174364448,0.01670029174364448,2048,0,14,False
149105289-149105300-001,moderate_dysplastic,baseline,20260804,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,0,0,False
149105289-149105300-002,moderate_dysplastic,baseline,20260804,False,8.0,-7.171573042869568,8.0,-7.0710684061050415,0.0,0.10050463676452637,0.0,0.005885395937023679,0.005885395937023679,0.005885395937023679,2048,0,38,False
149105289-149105311-001,moderate_dysplastic,baseline,20260804,False,10.0,3.5563488006591797,10.0,3.656854271888733,0.0,0.10050547122955322,0.0,0.006894461636187696,0.006894461636187696,0.006894461636187696,2048,0,12,False
149105289-149105311-003,moderate_dysplastic,baseline,20260804,False,15.0,-11.757359623908997,15.0,-11.514718890190125,0.0,0.24264073371887207,0.0,0.019672681992210377,0.019672681992210377,0.019672681992210377,2048,0,41,False
149105289-149105311-004,moderate_dysplastic,baseline,20260804,False,20.0,-3.5147188901901245,20.0,-3.171573519706726,0.0,0.34314537048339844,0.0,0.01992497336329515,0.01992497336329515,0.01992497336329515,2048,0,34,False
149140081-149140096-002,moderate_dysplastic,baseline,20260804,False,32.0,-17.573593735694885,32.0,-17.57359528541565,0.0,1.5497207641601562e-06,0.0,8.273041581069649e-08,8.273041581069649e-08,8.273041581069649e-08,2048,0,78,False
149140849-149140856-001,moderate_dysplastic,baseline,20260804,False,48.0,-28.946177005767822,48.0,-28.946179389953613,0.0,2.384185791015625e-06,0.0,8.236617189691584e-08,8.236617189691584e-08,8.236617189691584e-08,2048,0,110,False
149143028-149143108-002,severe_dysplastic,baseline,20260804,False,5.0,-2.9289321899414062,5.0,-2.928932309150696,0.0,1.1920928955078125e-07,0.0,8.44849652568177e-09,8.44849652568177e-09,8.44849652568177e-09,2048,0,17,False
149143469-149143497-003,severe_dysplastic,baseline,20260804,False,3.0,-1.7573593854904175,3.0,-1.757359504699707,0.0,1.1920928955078125e-07,0.0,8.91482377350345e-09,8.91482377350345e-09,8.91482377350345e-09,2048,0,9,False
