cell_id,class,model,seed,closing_fallback_to_raw,target_dA,target_dP,null_dA,null_dP,area_matching_error_abs,perimeter_matching_error_abs,area_matching_error_norm,perimeter_matching_error_norm,joint_matching_error,sum_matching_error,valid_proposal_count,invalid_proposal_count,accepted_edit_count,fallback_to_raw
149185698-149185709-002,carcinoma_in_situ,baseline,20260803,False,13.0,-2.3431458473205566,13.0,-2.2426408529281616,0.0,0.10050499439239502,0.0,0.006643088226083983,0.006643088226083983,0.006643088226083983,2048,0,21,False
149185788-149185824-001,carcinoma_in_situ,baseline,20260803,False,4.0,-2.343145966529846,4.0,-2.343145966529846,0.0,0.0,0.0,0.0,0.0,0.0,2048,0,10,False
149190861-149190868-001,moderate_dysplastic,baseline,20260803,False,66.0,-28.11775040626526,66.0,-28.117751121520996,0.0,7.152557373046875e-07,0.0,2.543787205484663e-08,2.543787205484663e-08,2.543787205484663e-08,2048,0,150,False
149314453-149314465-001,carcinoma_in_situ,baseline,20260803,False,3.0,-1.7573597431182861,3.0,-1.7573598623275757,0.0,1.1920928955078125e-07,0.0,8.795847667214995e-09,8.795847667214995e-09,8.795847667214995e-09,2048,0,27,False
149314453-149314507-001,carcinoma_in_situ,baseline,20260803,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,0,0,False
149314453-149314507-002,carcinoma_in_situ,baseline,20260803,False,1.0,-0.5857865810394287,1.0,-0.5857864618301392,0.0,1.1920928955078125e-07,0.0,1.0012988342455275e-08,1.0012988342455275e-08,1.0012988342455275e-08,2048,0,3,False
149314679-149314698-001,carcinoma_in_situ,baseline,20260803,False,6.0,-3.5147186517715454,6.0,-3.514719843864441,0.0,1.1920928955078125e-06,0.0,7.959523770716882e-08,7.959523770716882e-08,7.959523770716882e-08,2048,0,24,False
149315229-149315310-001,severe_dysplastic,baseline,20260803,False,18.0,67.74011409282684,18.0,67.3380936384201,0.0,0.4020204544067383,0.0,0.0059347472290323345,0.0059347472290323345,0.0059347472290323345,2048,0,62,False
149315671-149315731-001,carcinoma_in_situ,baseline,20260803,False,5.0,-2.9289318323135376,5.0,-2.928931951522827,0.0,1.1920928955078125e-07,0.0,7.989084106419173e-09,7.989084106419173e-09,7.989084106419173e-09,2048,0,15,False
149315671-149315740-001,carcinoma_in_situ,baseline,20260803,False,1.0,-0.5857867002487183,1.0,-0.5857868194580078,0.0,1.1920928955078125e-07,0.0,8.112594375484841e-09,8.112594375484841e-09,8.112594375484841e-09,2048,0,7,False
149316426-149316462-004,carcinoma_in_situ,baseline,20260803,False,3.0,-1.7573596239089966,3.0,-1.7573593854904175,0.0,2.384185791015625e-07,0.0,1.8671301982460213e-08,1.8671301982460213e-08,1.8671301982460213e-08,2048,0,7,False
149316754-149316779-002,moderate_dysplastic,baseline,20260803,False,20.0,-18.10050594806671,20.0,-18.10050666332245,0.0,7.152557373046875e-07,0.0,3.9515786981693894e-08,3.9515786981693894e-08,3.9515786981693894e-08,2048,0,52,False
149317002-149317010-002,severe_dysplastic,baseline,20260803,False,3.0,-1.757359504699707,3.0,-2.0000009536743164,0.0,0.24264144897460938,0.0,0.019410258409637414,0.019410258409637414,0.019410258409637414,2048,0,19,False
149317204-149317230-002,severe_dysplastic,baseline,20260803,False,1.0,-0.5857864618301392,1.0,-0.5857865810394287,0.0,1.1920928955078125e-07,0.0,8.905247524137705e-09,8.905247524137705e-09,8.905247524137705e-09,2048,0,7,False
149788987-149788996-003,light_dysplastic,baseline,20260803,False,29.0,-17.816235303878784,29.0,-17.573596477508545,0.0,0.24263882637023926,0.0,0.013056052200489457,0.013056052200489457,0.013056052200489457,2048,0,87,False
153268807-153268826-001,light_dysplastic,baseline,20260803,False,43.0,-25.188817858695984,43.0,-25.18881893157959,0.0,1.0728836059570312e-06,0.0,4.259364659253501e-08,4.259364659253501e-08,4.259364659253501e-08,2048,0,67,False
153276386-153276405-001,moderate_dysplastic,baseline,20260803,False,1.0,-0.585785984992981,1.0,-0.5857868194580078,0.0,8.344650268554688e-07,0.0,5.3398377700365676e-08,5.3398377700365676e-08,5.3398377700365676e-08,2048,0,7,False
153276386-153276405-002,moderate_dysplastic,baseline,20260803,False,21.0,-5.272078275680542,21.0,-5.272078037261963,0.0,2.384185791015625e-07,0.0,1.451061950298068e-08,1.451061950298068e-08,1.451061950298068e-08,2048,0,37,False
153276386-153276414-001,moderate_dysplastic,baseline,20260803,False,3.0,-2.5857865810394287,3.0,-2.8284279108047485,0.0,0.24264132976531982,0.0,0.013970213358716496,0.013970213358716496,0.013970213358716496,2048,0,11,False
153314466-153314473-003,light_dysplastic,baseline,20260803,False,57.0,-16.98780858516693,57.0,-16.987807512283325,0.0,1.0728836059570312e-06,0.0,6.315609223980955e-08,6.315609223980955e-08,6.315609223980955e-08,2048,0,103,False
153654869-153654880-001,severe_dysplastic,baseline,20260803,False,7.0,-6.000000238418579,7.0,-6.242641925811768,0.0,0.24264168739318848,0.0,0.013803901378688161,0.013803901378688161,0.013803901378688161,2048,0,31,False
153655016-153655039-005,severe_dysplastic,baseline,20260803,False,1.0,-0.5857864618301392,1.0,-0.5857865810394287,0.0,1.1920928955078125e-07,0.0,9.427791628003692e-09,9.427791628003692e-09,9.427791628003692e-09,2048,0,5,False
153655087-153655101-002,severe_dysplastic,baseline,20260803,False,14.0,-2.9289320707321167,14.0,-2.585787057876587,0.0,0.3431450128555298,0.0,0.025491972351212155,0.025491972351212155,0.025491972351212155,2048,0,30,False
153656862-153656873-001,light_dysplastic,baseline,20260803,False,17.0,-11.372583746910095,17.0,-11.372584223747253,0.0,4.76837158203125e-07,0.0,2.963764196705039e-08,2.963764196705039e-08,2.963764196705039e-08,2048,0,43,False
153657121-153657160-001,severe_dysplastic,baseline,20260803,False,3.0,-1.757359266281128,3.0,-1.7573596239089966,0.0,3.5762786865234375e-07,0.0,2.2841617136290447e-08,2.2841617136290447e-08,2.2841617136290447e-08,2048,0,13,False
153659229-153659264-001,severe_dysplastic,baseline,20260803,False,1.0,-0.5857864618301392,1.0,-0.5857868194580078,0.0,3.5762786865234375e-07,0.0,2.30981193566162e-08,2.30981193566162e-08,2.30981193566162e-08,2048,0,7,False
153697342-153697375-001,moderate_dysplastic,baseline,20260803,False,3.0,-1.7573591470718384,3.0,-1.7573596239089966,0.0,4.76837158203125e-07,0.0,3.400690437822823e-08,3.400690437822823e-08,3.400690437822823e-08,2048,0,11,False
153697342-153697384-001,moderate_dysplastic,baseline,20260803,False,1.0,-0.5857865810394287,1.0,-0.5857870578765869,0.0,4.76837158203125e-07,0.0,3.4336585296435904e-08,3.4336585296435904e-08,3.4336585296435904e-08,2048,0,9,False
153697726-153697736-001,light_dysplastic,baseline,20260803,False,44.0,-25.774604320526123,44.0,-25.77460503578186,0.0,7.152557373046875e-07,0.0,2.7750406113318265e-08,2.7750406113318265e-08,2.7750406113318265e-08,2048,0,82,False
153701009-153701019-002,light_dysplastic,baseline,20260803,False,13.0,-7.6152249574661255,13.0,-7.41421365737915,0.0,0.2010113000869751,0.0,0.011292848671007,0.011292848671007,0.011292848671007,2048,0,15,False
153701622-153701650-001,moderate_dysplastic,baseline,20260803,False,1.0,-0.5857865810394287,1.0,-0.5857863426208496,0.0,2.384185791015625e-07,0.0,1.5005543428705945e-08,1.5005543428705945e-08,1.5005543428705945e-08,2048,0,3,False
153701949-153701958-001,light_dysplastic,baseline,20260803,False,17.0,-9.372583270072937,17.0,-9.372584342956543,0.0,1.0728836059570312e-06,0.0,5.775904985303841e-08,5.775904985303841e-08,5.775904985303841e-08,2048,0,47,False
153702037-153702051-003,light_dysplastic,baseline,20260803,False,14.0,-8.201010942459106,14.0,-8.201011061668396,0.0,1.1920928955078125e-07,0.0,6.692513969342133e-09,6.692513969342133e-09,6.692513969342133e-09,2048,0,62,False
153826963-153826970-001,severe_dysplastic,baseline,20260803,False,24.0,-9.02943754196167,24.0,-8.928932428359985,0.0,0.10050511360168457,0.0,0.006281992792800757,0.006281992792800757,0.006281992792800757,2048,0,48,False
153826963-153826982-003,severe_dysplastic,baseline,20260803,False,8.0,-3.5147188901901245,8.0,-3.757360339164734,0.0,0.24264144897460938,0.0,0.012945327128318947,0.012945327128318947,0.012945327128318947,2048,0,26,False
153827595-153827657-002,carcinoma_in_situ,baseline,20260803,False,1.0,-0.5857867002487183,1.0,-0.5857865810394287,0.0,1.1920928955078125e-07,0.0,8.565768297865021e-09,8.565768297865021e-09,8.565768297865021e-09,2048,0,3,False
153828877-153828902-002,severe_dysplastic,baseline,20260803,False,3.0,-1.7573596239089966,3.0,-2.000001549720764,0.0,0.24264192581176758,0.0,0.015404434862728383,0.015404434862728383,0.015404434862728383,2048,0,27,False
153828952-153828970-001,severe_dysplastic,baseline,20260803,False,6.0,-3.5147188901901245,6.0,-3.5147180557250977,0.0,8.344650268554688e-07,0.0,5.336090112688483e-08,5.336090112688483e-08,5.336090112688483e-08,2048,0,18,False
153828952-153829005-001,severe_dysplastic,baseline,20260803,False,14.0,-5.514719128608704,14.0,-5.51472008228302,0.0,9.5367431640625e-07,0.0,5.970535619336159e-08,5.970535619336159e-08,5.970535619336159e-08,2048,0,28,False
153828952-153829005-002,severe_dysplastic,baseline,20260803,False,1.0,-0.5857865810394287,1.0,-0.5857863426208496,0.0,2.384185791015625e-07,0.0,1.6273194933768994e-08,1.6273194933768994e-08,1.6273194933768994e-08,2048,0,5,False
153829664-153829672-001,light_dysplastic,baseline,20260803,False,66.0,-31.046682953834534,66.0,-30.703537464141846,0.0,0.343145489692688,0.0,0.011052565267694936,0.011052565267694936,0.011052565267694936,2048,0,154,False
153829745-153829768-001,severe_dysplastic,baseline,20260803,False,14.0,-14.686291933059692,14.0,-13.85786497592926,0.0,0.8284269571304321,0.0,0.056408177156385894,0.056408177156385894,0.056408177156385894,2048,0,30,False
153829745-153829768-003,severe_dysplastic,baseline,20260803,False,5.0,-2.928932547569275,5.0,-2.8284270763397217,0.0,0.10050547122955322,0.0,0.005892382332096921,0.005892382332096921,0.005892382332096921,2048,0,13,False
153830680-153830827-002,severe_dysplastic,baseline,20260803,False,5.0,-2.9289321899414062,5.0,-2.928933620452881,0.0,1.430511474609375e-06,0.0,9.898540901941582e-08,9.898540901941582e-08,9.898540901941582e-08,2048,0,25,False
153831352-153831372-004,severe_dysplastic,baseline,20260803,False,27.0,-0.20101046562194824,27.0,-0.44365131855010986,0.0,0.24264085292816162,0.0,0.012960585105536278,0.012960585105536278,0.012960585105536278,2048,0,39,False
153915432-153915441-002,severe_dysplastic,baseline,20260803,False,5.0,-2.928932547569275,5.0,-2.928933262825012,0.0,7.152557373046875e-07,0.0,3.998356519596039e-08,3.998356519596039e-08,3.998356519596039e-08,2048,0,21,False
153915432-153915472-001,severe_dysplastic,baseline,20260803,False,17.0,-10.786796808242798,17.0,-10.786797642707825,0.0,8.344650268554688e-07,0.0,4.687603054696346e-08,4.687603054696346e-08,4.687603054696346e-08,2048,0,57,False
153915726-153915736-001,severe_dysplastic,baseline,20260803,False,5.0,-2.928932547569275,5.0,-2.9289329051971436,0.0,3.5762786865234375e-07,0.0,2.3954203488337505e-08,2.3954203488337505e-08,2.3954203488337505e-08,2048,0,17,False
