cell_id,class,model,seed,raw_circularity_ae,closing_circularity_ae,dual_null_circularity_ae,benefit_closing,benefit_null,specific_advantage,raw_nucleus_dice,closing_nucleus_dice,dual_null_nucleus_dice,raw_foreground_dice,closing_foreground_dice,dual_null_foreground_dice,raw_nc_ae,closing_nc_ae,dual_null_nc_ae,raw_area_ae,closing_area_ae,dual_null_area_ae,raw_invalid,closing_invalid,dual_null_invalid,raw_pred_circularity,gt_circularity,roundness_group
148881870-148882178-002,light_dysplastic,baseline,20260803,0.06695753989555286,0.08421280275599263,0.08458096479608712,-0.01725526286043977,-0.017623424900534257,0.0003681620400944885,0.9232536764705882,0.9226176808266361,0.9226176808266361,0.8692701503372049,0.8686089562881731,0.8686089562881731,0.26153264771776397,0.2640277762762926,0.2640277762762926,328,331,331,False,False,False,0.8160624685508615,0.7491049286553086,over_circular
148882307-148882323-001,light_dysplastic,baseline,20260803,0.003477067784279808,0.15011863816999316,0.1436170991396829,-0.14664157038571335,-0.1401400313554031,-0.006501539030310255,0.930310262529833,0.9346327549322557,0.9344742888836067,0.8809710950946432,0.8837362430544637,0.8836285329826394,0.08060777234248256,0.076932169726464,0.076932169726464,866,815,815,False,False,False,0.6732905581318978,0.6767676259161776,under_circular
148882535-148882616-001,light_dysplastic,baseline,20260803,0.21135245867360303,0.18883264588277493,0.19704081811946444,0.022519812790828098,0.014311640554138583,0.008208172236689515,0.7733954822517031,0.7670697012802276,0.7670697012802276,0.8085949637207798,0.8040013182375636,0.8040013182375636,0.1520326018288436,0.1590592287502648,0.1590592287502648,2528,2620,2620,False,False,False,0.2951180311439508,0.5064704898175538,under_circular
148882671-148882687-001,light_dysplastic,baseline,20260803,0.26379122626624807,0.1849953283092176,0.18861005283619026,0.07879589795703046,0.07518117343005781,0.003614724526972646,0.6444660508831632,0.6411930673115679,0.6411930673115679,0.5993877983794871,0.5961460991156529,0.5957743000730354,0.327323029709047,0.3367749030486101,0.3367749030486101,4388,4451,4451,False,False,False,0.4586856422386657,0.7224768685049138,under_circular
149011613-149011656-001,light_dysplastic,baseline,20260803,0.1400873382430079,0.012088788205120937,0.000394663253016847,0.12799855003788696,0.13969267498999105,-0.01169412495210409,0.9552513516622569,0.9589103811376903,0.9513563007897448,0.7921592185508615,0.7941095164060248,0.7905043312845905,0.05310725326207405,0.052143170917692314,0.052143170917692314,175,131,131,False,False,False,0.6873954789109377,0.8274828171539456,under_circular
149013033-149013072-001,moderate_dysplastic,baseline,20260803,0.01588084529235312,0.0071362015457354655,0.007806885974651179,0.008744643746617653,0.00807395931770194,0.0006706844289157132,0.9780965303353363,0.978690430065866,0.9779155366137157,0.9078143320057144,0.9082189614973197,0.9076600910976352,0.033033730974907416,0.03231443602639161,0.03231443602639161,91,88,88,False,False,False,0.7997400998852214,0.8156209451775746,under_circular
149014929-149014984-001,moderate_dysplastic,baseline,20260803,0.057041793078858816,0.065210230357172,0.06501396906310641,-0.008168437278313179,-0.007972175984247598,-0.00019626129406558057,0.96345116836429,0.9632203186773691,0.9632203186773691,0.9000280972215001,0.899897174419781,0.8997074750932137,0.09798558380031519,0.09738094542779097,0.09738094542779097,293,295,295,False,False,False,0.8166359771208245,0.7595941840419657,over_circular
149014929-149015008-003,moderate_dysplastic,baseline,20260803,0.11035347524362071,0.0814748416389125,0.08073558731352704,0.028878633604708215,0.029617887930093678,-0.0007392543253854633,0.7890535917901939,0.7882671223124021,0.7882671223124021,0.7297614063126604,0.7288670021901267,0.7288670021901267,0.3153046974373571,0.31818415494179775,0.31818415494179775,1480,1487,1487,False,False,False,0.7162098271262527,0.8265633023698734,under_circular
149014929-149015022-001,light_dysplastic,baseline,20260803,0.3308516153060646,0.31286657561265047,0.3141160938306901,0.01798503969341414,0.016735521475374493,0.001249518218039647,0.8026224982746721,0.7990040353739161,0.798832317334936,0.8110708761169968,0.8079941419265746,0.8078679976877314,0.21823281573414216,0.22551390805736576,0.22551390805736576,2286,2341,2341,False,False,False,0.3144289473817617,0.6452805626878263,under_circular
149014929-149015022-002,light_dysplastic,baseline,20260803,0.09397313003379543,0.026065344559315973,0.02830894116406557,0.06790778547447945,0.06566418886972986,0.002243596604749598,0.8462780269058297,0.8427538173051166,0.8425752299312439,0.8067755682956954,0.8034740144567651,0.8038591790965725,0.13391249357888735,0.14214747664211747,0.14214747664211747,1696,1745,1745,False,False,False,0.48015976457353365,0.5741328946073291,under_circular
149053341-149053350-001,moderate_dysplastic,baseline,20260803,0.07129201439509047,0.009366277898598674,0.010614360377263377,0.0619257364964918,0.0606776540178271,0.0012480824786647027,0.9457939721097616,0.9446627006398024,0.9437647322931867,0.8653076024181183,0.8643396932585916,0.8636711580671159,0.026742832853094978,0.029488406489890928,0.029488406489890928,430,447,447,False,False,False,0.75075472911147,0.8220467435065605,under_circular
149053945-149053969-001,moderate_dysplastic,baseline,20260803,0.19468799343748955,0.15370983434216845,0.15180040871260414,0.0409781590953211,0.04288758472488541,-0.0019094256295643097,0.9065032615141332,0.9050720347345569,0.9054667456088416,0.8511763905198964,0.8502144792204182,0.8504629698590331,0.08917608683165812,0.09034000160967542,0.09034000160967542,457,465,465,False,False,False,0.6491755331184517,0.8438635265559412,under_circular
149053945-149053976-001,moderate_dysplastic,baseline,20260803,0.1849574651845236,0.10321200356639604,0.10321200356639604,0.08174546161812757,0.08174546161812757,0.0,0.0,0.0,0.0,0.39828363012229134,0.3982707202471626,0.3982707202471626,0.16833421063007242,0.16828641419724485,0.16828641419724485,4326,4325,4325,False,False,False,0.6713850868895057,0.8563425520740293,under_circular
149054642-149054677-003,light_dysplastic,baseline,20260803,0.03248921526655668,0.04962837840182055,0.05038490297001996,-0.01713916313526387,-0.01789568770346328,0.0007565245681994126,0.9560723514211886,0.9567462879276953,0.9571766731224446,0.8909058196454163,0.8913362466575774,0.8916268938690017,0.13217567382597467,0.13166369267389394,0.13166369267389394,188,185,185,False,False,False,0.7966932873618441,0.7642040720952874,over_circular
149056321-149056343-001,severe_dysplastic,baseline,20260803,0.06361032119535603,0.009814598788652651,0.009814595788868785,0.05379572240670338,0.05379572540648725,-2.9997838657536136e-09,0.986052764241304,0.9854026845637583,0.9848993288590604,0.9513873584117236,0.9508963739020182,0.9505398779091431,0.006673699434358804,0.004927232502258794,0.004927232502258794,116,134,134,False,False,False,0.7230007554120054,0.7866110766073614,under_circular
149056321-149056360-001,severe_dysplastic,baseline,20260803,0.08996678077585618,0.051994714634588934,0.051465002362869106,0.03797206614126725,0.038501778412987075,-0.0005297122717198288,0.814530078800692,0.8134357005758157,0.8134357005758157,0.7570743452737251,0.7558320836416037,0.7558320836416037,0.4695701805303547,0.4744932866140068,0.4744932866140068,965,972,972,False,False,False,0.7217622650078769,0.6317954842320207,over_circular
149056410-149056458-001,severe_dysplastic,baseline,20260803,0.0640445448403767,0.07182811956605173,0.07440274361820609,-0.007783574725675035,-0.010358198777829397,0.0025746240521543617,0.9294245385450597,0.9290882778581766,0.9298118668596237,0.8799056394382757,0.8795759156629928,0.8802140295889718,0.2900631024200818,0.2912702739539321,0.2912702739539321,191,192,192,False,False,False,0.8459729880811533,0.7819284432407766,over_circular
149056873-149056884-001,severe_dysplastic,baseline,20260803,0.01420486003495458,0.039544472388556406,0.041727595118574046,-0.025339612353601826,-0.027522735083619465,0.0021831227300176392,0.9672959319329966,0.9673306772908367,0.9662682602921647,0.915355283039669,0.9153213656825945,0.9144146408482979,0.07874537796467318,0.07641242841714546,0.07641242841714546,75,79,79,False,False,False,0.8036575361814137,0.7894526761464591,over_circular
149056873-149056884-002,severe_dysplastic,baseline,20260803,0.00941011107405565,0.003682753486436874,0.0036827664894404366,0.0057273575876187754,0.005727344584615213,1.300300356277262e-08,0.9401431359791802,0.9408322496749024,0.9408322496749024,0.8348132093269761,0.8353426326935081,0.8353426326935081,0.4889850369177079,0.4876796080502279,0.4876796080502279,184,182,182,False,False,False,0.7401533194672939,0.7495634305413496,under_circular
149056933-149056982-002,severe_dysplastic,baseline,20260803,0.0308958036464827,0.0390368611505868,0.039036865488983996,-0.008141057504104099,-0.008141061842501296,4.338397197045651e-09,0.9722703639514731,0.9727154612386314,0.9718492854049372,0.8913106516673353,0.8916050271979366,0.8909946657480279,0.10271253829066274,0.10228144440866083,0.10228144440866083,4,3,3,False,False,False,0.7888497115564868,0.757953907910004,over_circular
149057756-149057766-002,moderate_dysplastic,baseline,20260803,0.013018275580916394,0.027432647323539006,0.028051774501012927,-0.014414371742622611,-0.015033498920096533,0.0006191271774739215,0.9619615886630617,0.961789375582479,0.9614165890027959,0.8810193027712973,0.8808433300201668,0.8805285423026434,0.09273779491056844,0.09196219026426222,0.09196219026426222,252,256,256,False,False,False,0.8165997419842561,0.8035814664033397,over_circular
149057756-149057788-002,moderate_dysplastic,baseline,20260803,0.36344651365440883,0.30770236379225724,0.3072523794555019,0.05574414986215159,0.05619413419890695,-0.0004499843367553602,0.9212004493660728,0.9226705091258406,0.9221902017291066,0.8066245835304471,0.8078247428612146,0.8072870881711777,0.3394402432617858,0.3359601605403584,0.3359601605403584,312,342,342,False,False,False,0.48542721623616303,0.8488737298905719,under_circular
149057812-149057825-003,moderate_dysplastic,baseline,20260803,0.054007002718621355,0.01813785756972419,0.018443122225670017,0.035869145148897164,0.03556388049295134,0.00030526465594582497,0.9146447559207347,0.9127918194096083,0.9127918194096083,0.8504337442060619,0.8490889244106865,0.8490889244106865,0.026657194898250802,0.025027864215904194,0.025027864215904194,883,904,904,False,False,False,0.7688457858039993,0.8228527885226207,under_circular
149057812-149057825-005,moderate_dysplastic,baseline,20260803,0.03444915387699887,0.046614088911198226,0.046614091168473815,-0.012164935034199353,-0.012164937291474942,2.257275588668506e-09,0.9515799045237554,0.9520563508293569,0.9516019086571234,0.7896784213566337,0.7899640883530098,0.7896612929017177,0.25131583124182727,0.2510318055018975,0.2510318055018975,39,37,37,False,False,False,0.827802787126382,0.7933536332493831,over_circular
149057812-149057847-004,moderate_dysplastic,baseline,20260803,0.0124435409346777,0.0124435409346777,0.0124435409346777,0.0,0.0,0.0,0.9098280895231917,0.9098280895231917,0.9098280895231917,0.8945567110210446,0.8945567110210446,0.8945567110210446,0.11837347787836183,0.11837347787836183,0.11837347787836183,522,522,522,False,False,False,0.8039142801208282,0.7914707391861505,over_circular
149057812-149057847-005,moderate_dysplastic,baseline,20260803,0.0034130935336995627,0.02213437204046409,0.02213437853414757,-0.018721278506764527,-0.018721285000448007,6.493683479824597e-09,0.9676954732510288,0.967814910025707,0.9680205655526992,0.9456555501415966,0.9457307313062588,0.9458835940942721,0.016408848141613752,0.017184193995887054,0.017184193995887054,178,173,173,False,False,False,0.7936848620981767,0.7902717685644771,over_circular
149058262-149058272-003,moderate_dysplastic,baseline,20260803,0.18199388714043363,0.15762313623553803,0.15720224494780888,0.0243707509048956,0.024791642192624752,-0.00042089128772915263,0.8867203219315896,0.8880627009646302,0.8880627009646302,0.8665215488922016,0.8674406966417956,0.8674406966417956,0.23207401564239377,0.23062899008224363,0.23062899008224363,1126,1114,1114,False,False,False,0.5684312206808383,0.7504251078212719,under_circular
149061666-149061699-003,moderate_dysplastic,baseline,20260803,0.044019922829767744,0.012696137648270156,0.012431287085041265,0.03132378518149759,0.03158863574472648,-0.0002648505632288911,0.9594808483697372,0.9606324110671937,0.9596837944664032,0.9254374272093393,0.9261357874917926,0.9255436102616472,0.06123138270059303,0.06061290732287067,0.06061290732287067,234,227,227,False,False,False,0.7510447785965999,0.7950647014263676,under_circular
149095913-149095926-001,light_dysplastic,baseline,20260803,0.5979213339767578,0.5082120045928096,0.5138587285050442,0.08970932938394827,0.08406260547171363,0.005646723912234641,0.8482844150475403,0.8609975470155355,0.8609975470155355,0.7780820377526312,0.7855889001967028,0.7855889001967028,0.19948050476174453,0.192812492978976,0.192812492978976,1468,1360,1360,False,False,False,0.26840462650863306,0.8663259604853909,under_circular
149097324-149097373-001,moderate_dysplastic,baseline,20260803,0.04349750743181846,0.09169307031067686,0.09169307347173783,-0.0481955628788584,-0.04819556603991937,3.1610609685372992e-09,0.907239263803681,0.9071306052438128,0.9068855672629258,0.8879198313699257,0.887791146626563,0.8876270510520516,0.04766334933395844,0.04642960859048756,0.04642960859048756,40,28,28,False,False,False,0.7693596131974838,0.7258621057656653,over_circular
149097594-149097637-001,moderate_dysplastic,baseline,20260803,0.15128383283115399,0.10584003173813239,0.10957447130335007,0.045443801093021596,0.04170936152780391,0.0037344395652176843,0.8476439790575916,0.8461839530332681,0.8448793215916504,0.7764634483649449,0.7751327928431646,0.7745341828151593,0.007005209762709463,0.01033470533264963,0.01033470533264963,1138,1163,1163,False,False,False,0.5517901294189843,0.7030739622501383,under_circular
149097594-149097637-002,moderate_dysplastic,baseline,20260803,0.07067190620635122,0.07492757147055429,0.06938196588076484,-0.004255665264203068,0.0012899403255863806,-0.0055456055897894485,0.9460923394377095,0.9462421039061493,0.9459842722702075,0.8608648892456712,0.8609528396089748,0.8606640261255099,0.050763646492269277,0.051567691879593425,0.051567691879593425,178,181,181,False,False,False,0.8083745745943602,0.737702668388009,over_circular
149098972-149098988-002,severe_dysplastic,baseline,20260803,0.23306311004329044,0.24897022516796635,0.24865343470180828,-0.015907115124675908,-0.01559032465851784,-0.00031679046615806783,0.9389497123770644,0.9380793474230626,0.9384501297738228,0.8069230094573452,0.8061605115734027,0.8064447072147446,0.2650580539995672,0.26393199016070723,0.26393199016070723,141,146,146,False,False,False,0.6494066459786169,0.4163435359353264,over_circular
149099096-149099104-001,severe_dysplastic,baseline,20260803,0.05346777391157764,0.05346777391157764,0.05346777391157764,0.0,0.0,0.0,0.9388532000951701,0.9388532000951701,0.9388532000951701,0.8688364712922203,0.8688364712922203,0.8688364712922203,0.10138000588339713,0.10138000588339713,0.10138000588339713,257,257,257,False,False,False,0.7369517023957076,0.68348392848413,over_circular
149099276-149099290-001,light_dysplastic,baseline,20260803,0.2256236779431796,0.10958205725331527,0.10886309003888484,0.11604162068986434,0.11676058790429478,-0.0007189672144304327,0.8849198687005213,0.8904899135446686,0.8904899135446686,0.8872328669280714,0.8904932303665467,0.8904932303665467,0.06176061822234599,0.05930470112489328,0.05930470112489328,1188,1136,1136,False,False,False,0.5318859756007287,0.7575096535439083,under_circular
149099276-149099290-002,light_dysplastic,baseline,20260803,0.0822814303806545,0.03731084121132067,0.038183763215421496,0.04497058916933383,0.044097667165233,0.000872922004100829,0.96667649660867,0.9669942790083614,0.9661141264485844,0.8896867678073331,0.889802707515561,0.8893162440261724,0.014345023398440002,0.013233834851591283,0.013233834851591283,14,49,49,False,False,False,0.6068916533571539,0.6891730837378084,under_circular
149099502-149099525-002,light_dysplastic,baseline,20260803,0.08526038201127895,0.02598273140974372,0.025982735544690994,0.059277650601535226,0.05927764646658795,4.134947273470857e-09,0.9637568749118601,0.9616519174041298,0.9616519174041298,0.91166118206362,0.9104138858269378,0.9104138858269378,0.02367147282417631,0.02256446869056386,0.02256446869056386,225,253,253,False,False,False,0.7038709685408749,0.7891313505521539,under_circular
149100006-149100028-002,severe_dysplastic,baseline,20260803,0.08771611810206253,0.03608254574728553,0.034906913097182524,0.051633572354777,0.05280920500488001,-0.001175632650103009,0.6181708421370359,0.6260504201680672,0.6260504201680672,0.6375373039137062,0.642131173819491,0.642131173819491,0.43126407227002256,0.4273933352462725,0.4273933352462725,1265,1246,1246,False,False,False,0.48668151154175515,0.5743976296438177,under_circular
149100064-149100072-001,moderate_dysplastic,baseline,20260803,0.3314107473185701,0.23567239000981022,0.23759606504961983,0.0957383573087599,0.09381468226895029,0.0019236750398096136,0.6901753955599166,0.6869315754135384,0.6869315754135384,0.7030828123985227,0.7006036027141811,0.7015918612614411,0.19573991773802774,0.20081568940976896,0.20081568940976896,5052,5129,5129,False,False,False,0.46684170060134444,0.7982524479199146,under_circular
149101620-149101650-001,moderate_dysplastic,baseline,20260803,0.01629360735769625,0.025317120303807727,0.02548823438388459,-0.009023512946111478,-0.00919462702618834,0.0001711140800768618,0.9768290066509333,0.9768587958003,0.9762159845725306,0.8631678577058929,0.8631085686800117,0.8626884463830076,0.20912774975501136,0.20778113749430893,0.20778113749430893,46,34,34,False,False,False,0.7331969142001113,0.7494905215578076,under_circular
149102442-149102451-001,light_dysplastic,baseline,20260803,0.017397487482107343,0.022322851941495303,0.02283204704386188,-0.00492536445938796,-0.005434559561754537,0.0005091951023665775,0.9875660997570387,0.9875696528075439,0.9869981425917989,0.9209667491361406,0.920957022296347,0.9205132893053781,0.011930095718775569,0.011446073908717547,0.011446073908717547,7,5,5,False,False,False,0.8604485535778681,0.8430510660957607,over_circular
149102510-149102519-001,moderate_dysplastic,baseline,20260803,0.04484799416785501,0.08911406610342065,0.08911406925362986,-0.04426607193556564,-0.04426607508577485,3.150209204605403e-09,0.9227941176470589,0.9237547423815934,0.9232652062171093,0.8704649529547147,0.871060386756791,0.8708156186745489,0.14472839581323277,0.14355765741069104,0.14355765741069104,426,415,415,False,False,False,0.7585405332482325,0.7136925390803774,over_circular
149105003-149105050-001,light_dysplastic,baseline,20260803,0.08838330280527618,0.09754576541783133,0.10000248902094522,-0.009162462612555156,-0.011619186215669042,0.002456723603113886,0.9716376944190301,0.9720139015913664,0.9709164075361258,0.9288459537960476,0.9290884032000011,0.9283556522469638,0.07093646222144495,0.07064443011081833,0.07064443011081833,55,53,53,False,False,False,0.7402613820863803,0.6518780792811041,over_circular
149105289-149105300-001,moderate_dysplastic,baseline,20260803,0.09209343090820354,0.05963619542034826,0.05894017058662959,0.032457235487855285,0.03315326032157395,-0.000696024833718667,0.8771842236645032,0.8765278124220504,0.8765278124220504,0.7975803439437084,0.796991917036465,0.796991917036465,0.024409539346800457,0.02332316392388345,0.02332316392388345,492,495,495,False,False,False,0.7220275216880286,0.8141209525962322,under_circular
149105289-149105300-002,moderate_dysplastic,baseline,20260803,0.22215918340519053,0.20805365926537545,0.2069135283338266,0.014105524139815084,0.01524565507136394,-0.001140130931548855,0.9275566514030762,0.9266862170087976,0.9271554252199413,0.8877239437119174,0.8870248169809585,0.8873325579255561,0.03629235678468323,0.03814232858389355,0.03814232858389355,571,579,579,False,False,False,0.4532566594733907,0.6754158428785813,under_circular
149105289-149105311-001,moderate_dysplastic,baseline,20260803,0.06417208385640139,0.051160275805446465,0.049023277694285716,0.01301180805095492,0.015148806162115669,-0.0021369981111607483,0.9214605580434033,0.9240810717966335,0.923394022672621,0.883555819494301,0.8854467198040474,0.8849017650879472,0.23177270651813586,0.22754129964764197,0.22754129964764197,372,356,356,False,False,False,0.7094252310850037,0.773597314941405,under_circular
149105289-149105311-003,moderate_dysplastic,baseline,20260803,0.6169580392313998,0.5739265687118033,0.5756612743539398,0.04303147051959655,0.041296764877460035,0.0017347056421365137,0.8030799942963068,0.8076704545454545,0.8082386363636364,0.768990268395893,0.7724854449795487,0.7730114323569512,0.6659634317862165,0.6573503570971925,0.6573503570971925,1249,1222,1222,False,False,False,0.18640134701774005,0.8033593862491398,under_circular
149105289-149105311-004,moderate_dysplastic,baseline,20260803,0.2852616375082306,0.27869292260223194,0.27942491656817,0.0065687149059986405,0.005836720940060602,0.0007319939659380381,0.7892283790781979,0.7909502262443439,0.7904330963154492,0.7714356060080925,0.7726480122996501,0.7723046512697402,0.5827760150401295,0.5805974685481301,0.5805974685481301,1540,1529,1529,False,False,False,0.4695401150563105,0.7548017525645411,under_circular
149140081-149140096-002,moderate_dysplastic,baseline,20260803,0.1681273566998568,0.10045854846230196,0.10296316160404329,0.06766880823755483,0.0651641950958135,0.0025046131417413298,0.9019492025989368,0.9007753459613308,0.8997938953773678,0.9029989352621284,0.9022024940191463,0.9014177005033368,0.05168508291496665,0.05537754353154167,0.05537754353154167,870,901,901,False,False,False,0.5920104888592027,0.7601378455590595,under_circular
149140849-149140856-001,moderate_dysplastic,baseline,20260803,0.009402096687252781,0.05183990560386842,0.05215987992197735,-0.04243780891661564,-0.04275778323472457,0.00031997431810892873,0.9328978622327792,0.9320457373067125,0.9322827181705078,0.8324035372579116,0.8310586761628938,0.8313110264435297,0.3721841165671663,0.38600314883574505,0.38600314883574505,794,833,833,False,False,False,0.5259456886229499,0.5353477853102027,under_circular
149143028-149143108-002,severe_dysplastic,baseline,20260803,0.019566613033062286,0.004151445464271486,0.004151452636537933,0.0154151675687908,0.015415160396524352,7.1722664474194175e-09,0.96057078482914,0.9604201838304258,0.9607953479647345,0.8671914576652817,0.8669994445277663,0.8672965676180338,0.1909838845270383,0.18958473526784103,0.18958473526784103,106,111,111,False,False,False,0.7524491681628588,0.7720157811959211,under_circular
149143469-149143497-003,severe_dysplastic,baseline,20260803,0.04550515159099089,0.07198055669045278,0.07198055571139717,-0.02647540509946189,-0.026475404120406276,-9.79055614358515e-10,0.925238600212089,0.9250728091077575,0.926131850675139,0.6183981945784063,0.6180725287204543,0.6188206526301698,1.1192882700653433,1.1184859990086222,1.1184859990086222,190,185,185,False,False,False,0.6875645658886499,0.642059414297659,over_circular
149146837-149146854-001,carcinoma_in_situ,baseline,20260803,0.0065378358433484385,0.027308898595709286,0.027714941861911813,-0.020771062752360847,-0.021177106018563374,0.00040604326620252706,0.9058511919094631,0.905655836341757,0.9063778580024068,0.7611673541964898,0.7607458067339283,0.7620232398516433,1.024243501684124,1.0217581244698257,1.0217581244698257,386,382,382,False,False,False,0.7620586479218969,0.7555208120785485,over_circular
149181904-149181927-001,carcinoma_in_situ,baseline,20260803,0.0027633869971107616,0.021093245983711317,0.021093256277214145,-0.018329858986600556,-0.018329869280103384,1.0293502827884993e-08,0.9850162866449511,0.9848090277777778,0.9852430555555556,0.9379855789219332,0.9377533510981912,0.9381641634366925,0.08903004862465758,0.08697652764820563,0.08697652764820563,9,6,6,False,False,False,0.8447865663467757,0.842023179349665,over_circular
149181904-149181951-001,carcinoma_in_situ,baseline,20260803,0.02109938582460069,0.027045224982869764,0.027410663939897884,-0.005945839158269073,-0.006311278115297192,0.0003654389570281191,0.9821573398215734,0.9823636732211636,0.9819582404216501,0.9207136362892689,0.9209200061998204,0.9204770784140439,0.2472233384680642,0.24630941280042595,0.24630941280042595,70,69,69,False,False,False,0.853008041746524,0.8319086559219233,over_circular
149182125-149182135-002,carcinoma_in_situ,baseline,20260803,0.1402110970061785,0.14448689668095438,0.14448689828734196,-0.004275799674775871,-0.004275801281163449,1.6063875785121695e-09,0.9096515572001234,0.9095113303530137,0.9098196392785571,0.7622310035067598,0.7620248203827937,0.7623754384997894,0.18556626176686652,0.18481992639826217,0.18481992639826217,552,553,553,False,False,False,0.7826200463647331,0.6424089493585546,over_circular
149182657-149182667-001,carcinoma_in_situ,baseline,20260803,0.07005865507070785,0.11844633751104683,0.12073127734306832,-0.048387682440338975,-0.05067262227236047,0.002284939832021493,0.8966491723859508,0.8958291356034657,0.8966350997380617,0.7892192226144297,0.7879740410387761,0.788801831942098,0.10252121358575672,0.11066889615204412,0.11066889615204412,184,193,193,False,False,False,0.7919912232876608,0.721932568216953,over_circular
