cell_id,class,model,raw_circularity_ae,closing_circularity_ae,dual_null_circularity_ae,benefit_closing,benefit_null,specific_advantage,raw_nucleus_dice,closing_nucleus_dice,dual_null_nucleus_dice,raw_foreground_dice,closing_foreground_dice,dual_null_foreground_dice,raw_nc_ae,closing_nc_ae,dual_null_nc_ae,raw_area_ae,closing_area_ae,dual_null_area_ae,raw_invalid,closing_invalid,dual_null_invalid,raw_pred_circularity,gt_circularity,roundness_group
148848523-148848559-002,moderate_dysplastic,baseline,0.018142761533494478,0.025969067754698982,0.026136322812818413,-0.004136178916987809,-0.004136180493930608,1.5769427985645734e-09,0.9467814517706906,0.9465962441314554,0.94679186228482,0.8444270519696607,0.8443031044451177,0.8442793920732643,0.08508191262683384,0.08458841081599089,0.08458841081599089,266.0,265.0,265.0,0.0,0.0,0.0,0.8550193030645109,0.8368765415310164,over_circular
148881870-148882178-002,light_dysplastic,baseline,0.02331315536584022,0.03806558428276885,0.038689832970534854,-0.01725526286043977,-0.017623424900534257,0.0003681620400944885,0.8756544502617801,0.8743193204094969,0.8743193204094969,0.8223789926469212,0.8212897453388498,0.8212897453388498,0.47553372192467,0.4805846495585371,0.4805846495585371,560.0,567.0,567.0,0.0,0.0,0.0,0.7624092410682318,0.7491049286553086,over_circular
148882307-148882323-001,light_dysplastic,baseline,0.003477067784279808,0.1478287785458705,0.1450364560389481,-0.14647439000226492,-0.1401400313554031,-1.9288888264412662e-09,0.9529064345663661,0.9566630552546046,0.9560439560439561,0.8932667158646375,0.8956986419822424,0.8952694429497396,0.03055212850600536,0.026102943387107058,0.026102943387107058,568.0,514.0,514.0,0.0,0.0,0.0,0.6732905581318978,0.6767676259161776,under_circular
148882535-148882616-001,light_dysplastic,baseline,0.21135245867360303,0.18883264588277493,0.19704081811946444,0.050777732457435165,0.04315995902276232,0.007617773434672848,0.7733954822517031,0.7670697012802276,0.7670697012802276,0.8085949637207798,0.8040013182375636,0.8040013182375636,0.1520326018288436,0.1590592287502648,0.1590592287502648,2528.0,2620.0,2620.0,0.0,0.0,0.0,0.2951180311439508,0.5064704898175538,under_circular
148882671-148882687-001,light_dysplastic,baseline,0.26379122626624807,0.1849953283092176,0.18861005283619026,0.06744021920600285,0.06892904086755669,0.0006118201810376145,0.7009164610504054,0.6983318700614575,0.6983318700614575,0.6994853501945242,0.6969634698862551,0.6972160461642911,0.327323029709047,0.3367749030486101,0.3367749030486101,3394.0,3436.0,3436.0,0.0,0.0,0.0,0.4586856422386657,0.7224768685049138,under_circular
149011613-149011656-001,light_dysplastic,baseline,0.11850756543607155,0.020181470545502456,0.020371022160084906,0.0983260948905691,0.09813654327598664,0.0001895516145824505,0.9706249291142112,0.9718802936194241,0.9723320158102767,0.846330614698594,0.8460414911579243,0.8455317334690472,0.020804435971118362,0.022354773895424424,0.022354773895424424,114.0,131.0,131.0,0.0,0.0,0.0,0.708975251717874,0.8274828171539456,under_circular
149013033-149013072-001,moderate_dysplastic,baseline,0.01588084529235312,0.008377260035161482,0.008062542257559757,0.008744643746617653,0.00807395931770194,-0.00031471777760172515,0.9780965303353363,0.978690430065866,0.9779155366137157,0.8920257477499574,0.8918711289450696,0.8915801097848144,0.07523185411577299,0.07657201392187202,0.07657201392187202,91.0,88.0,88.0,0.0,0.0,0.0,0.7997400998852214,0.8156209451775746,under_circular
149014929-149014984-001,moderate_dysplastic,baseline,0.057041793078858816,0.065210230357172,0.06501396906310641,0.0,0.0,-0.00019626129406558057,0.96345116836429,0.9632203186773691,0.9632203186773691,0.9000280972215001,0.899897174419781,0.8997074750932137,0.09798558380031519,0.09738094542779097,0.09738094542779097,126.0,126.0,126.0,0.0,0.0,0.0,0.8140739111924375,0.7595941840419657,over_circular
149014929-149015008-003,moderate_dysplastic,baseline,0.2453909969731244,0.2018421329407184,0.20267925571449075,0.0315976775144895,0.030165273067503717,0.0008371227737723475,0.7890535917901939,0.7882671223124021,0.7882671223124021,0.7297614063126604,0.7288670021901267,0.7288670021901267,0.35604289140069045,0.3624304187626506,0.3624304187626506,1480.0,1487.0,1487.0,0.0,0.0,0.0,0.581172305396749,0.8265633023698734,under_circular
149014929-149015022-001,light_dysplastic,baseline,0.07940076754244074,0.045883570363149495,0.04854090363550134,0.03351719717929125,0.0308598639069394,0.0017460363659995704,0.8988308049086868,0.8966181713074477,0.8964254745158493,0.9056913318450536,0.9040021952806989,0.9038651236400717,0.12637485166787837,0.13020097048855178,0.13020097048855178,1043.0,1073.0,1073.0,0.0,0.0,0.0,0.5658797951453856,0.6452805626878263,under_circular
149014929-149015022-002,light_dysplastic,baseline,0.09397313003379543,0.11337842593098246,0.11245034146450128,-0.061283871639180254,-0.06035578717269907,0.0012688346375623327,0.9361108342469849,0.9342615614122327,0.9340626553953257,0.9163896607062341,0.9148560650455739,0.9147566120371204,0.06228653243103488,0.06608693674110155,0.06608693674110155,579.0,601.0,601.0,0.0,0.0,0.0,0.6262274488991313,0.5741328946073291,over_circular
