cell_id,cf_severity,shape_perturbation,shape_severity,cf_dice,shape_dice,absolute_dice_difference,cf_abs_circ_change,shape_abs_circ_change,circ_change_diff,cf_abs_nc_change,shape_abs_nc_change,cf_perimeter_change
153916114-153916167-001,high,dilation,r1,0.9763593380614656,0.9562923888470234,0.020066949214442187,0.060441252145555,0.1042113526970545,-0.043770100551499505,0.0,0.2672544097377132,-20.242640376091003
153916569-153916586-001,high,dilation,r1,0.9634369287020108,0.9502026635784596,0.013234265123551192,0.0102370191481164,0.1724541487435836,-0.16221712959546722,0.0,0.1498237021165995,-2.343145489692688
153956040-153956058-001,high,dilation,r1,0.9721706864564008,0.9655172413793104,0.006653445077090425,0.0270188468470513,0.0060736235914569,0.0209452232555944,0.0,0.0440579372383409,2.8284270763397217
153956040-153956058-002,high,dilation,r1,0.9748743718592964,0.9644588045234248,0.010415567335871567,0.0106330279247958,0.0122862580663563,-0.0016532301415604998,0.0,0.0491009666936501,1.4142135381698608
153956040-153956058-003,high,dilation,r1,0.9724391364262748,0.9643410852713178,0.008098051154956987,0.0175646905576843,0.0095024339643914,0.0080622565932929,0.0,0.0643587522211753,1.9999996423721316
153956040-153956058-005,high,dilation,r1,0.9629629629629628,0.9591474245115452,0.003815538451417577,0.0226465484988027,0.0311905258262604,-0.008543977327457701,0.0,0.0418198117436127,2.2426403760910034
153956040-153956058-006,medium,dilation,r1,0.974597798475868,0.9528035498184751,0.02179424865739288,0.018351862218259,0.0122095626595695,0.006142299558689501,0.0,0.0493099369932319,1.656854510307312
153956040-153956072-001,high,dilation,r1,0.9744354495100128,0.9646526921496096,0.009782757360403238,0.0111108994965564,0.011365292645397,-0.0002543931488405999,0.0,0.0612391897292141,1.414214015007019
153956040-153956072-003,high,dilation,r1,0.9677938808373592,0.9571024916516824,0.010691389185676803,0.001389135872731,0.0227996284930472,-0.021410492620316197,0.0,0.0444256487051673,0.2426404953002929
153956279-153956296-001,medium,dilation,r1,0.9773242630385488,0.9528267915016204,0.024497471536928384,0.013622516118233,0.0304064687664806,-0.0167839526482476,0.0,0.0084734268656336,1.4142131805419922
153956444-153956458-002,medium,dilation,r1,0.9768339768339768,0.9578402366863904,0.01899374014758637,0.0613121497771752,0.0854970300426073,-0.024184880265432092,0.0,0.0577907549688604,-6.82842743396759
153956444-153956458-004,high,dilation,r1,0.9668141592920354,0.9681392235609104,0.0013250642688750203,0.0086330096878989,0.0050501190970132,0.0035828905908856998,0.0,0.0573730264541652,0.8284261226654053
153958154-153958194-001,medium,dilation,r1,0.979381443298969,0.9613478691774032,0.01803357412156581,0.0173851297525129,0.0009858231007476,0.016399306651765297,0.0,0.0976240707253365,1.4142134189605713
153958154-153958194-001,high,erosion,r1,0.9587628865979382,0.9562410329985652,0.0025218535993729585,0.0246134930308727,0.007541127795255,0.0170723652356177,0.0,0.0910070136374551,1.999999403953552
153958154-153958211-001,medium,dilation,r1,0.9709864603481624,0.9547553093259464,0.01623115102221595,0.0288595630316047,0.003176864227136,0.0256826988044687,0.0,0.0421536619688255,2.242640733718872
153958547-153958572-008,medium,dilation,r1,0.9733570159857904,0.9694360740421868,0.003920941943603595,0.020271487814511,0.0341059973783854,-0.013834509563874397,0.0,0.4414189773256201,4.485281109809876
