cell_id,model,seed,severity_corr,degradation_corr,raw_direct_circularity_clean,raw_direct_circularity_corr,delta_log_circularity,area_contribution,perimeter_contribution,abs_area_contribution,abs_perimeter_contribution,dominant_component,identity_residual
148719308-148719348-004,baseline,20260803,20,gaussian_noise,0.8318865439639348,0.7704525649706041,-0.07671797718728758,-0.17594785997793527,0.09922988279064761,0.17594785997793527,0.09922988279064761,area,8.326672684688674e-17
148719308-148719348-004,baseline,20260803,30,gaussian_noise,0.8318865439639348,0.3330607239189743,-0.9153712386276474,-0.5995281900645051,-0.31584304856314266,0.5995281900645051,0.31584304856314266,area,4.440892098500626e-16
148719308-148719357-001,baseline,20260803,10,gaussian_noise,0.7795524317030184,0.7533026879191078,-0.03425282646792113,-0.03655566711022728,0.0023028406423061427,0.03655566711022728,0.0023028406423061427,area,0.0
148719308-148719357-001,baseline,20260803,20,gaussian_noise,0.7795524317030184,0.7159759680666525,-0.08507334724066587,-0.09621704483428198,0.011143697593616157,0.09621704483428198,0.011143697593616157,area,-5.551115123125783e-17
148719308-148719357-001,baseline,20260803,30,gaussian_noise,0.7795524317030184,0.3512228546048204,-0.7972990140876318,-0.36165989558469047,-0.43563911850294124,0.36165989558469047,0.43563911850294124,perimeter,-1.1102230246251565e-16
148848523-148848559-002,baseline,20260803,10,gaussian_noise,0.8506587548736387,0.5006686200365446,-0.5300666098701211,-0.19444604428553489,-0.33562056558458625,0.19444604428553489,0.33562056558458625,perimeter,0.0
148848523-148848559-002,baseline,20260803,20,gaussian_noise,0.8506587548736387,0.2463442596988647,-1.2392810677427508,-1.5021561665983802,0.2628750988556292,1.5021561665983802,0.2628750988556292,area,2.220446049250313e-16
148881870-148882178-002,baseline,20260803,10,gaussian_noise,0.8453236726024861,0.7035337548132885,-0.18360374185539832,-0.12890231869878996,-0.05470142315660829,0.12890231869878996,0.05470142315660829,area,-8.326672684688674e-17
148881870-148882178-002,baseline,20260803,20,gaussian_noise,0.8453236726024861,0.2200734526274061,-1.3457582323069095,-0.42031846481315127,-0.9254397674937581,0.42031846481315127,0.9254397674937581,perimeter,-2.220446049250313e-16
148881870-148882178-002,baseline,20260803,30,gaussian_noise,0.8453236726024861,0.1871698620390096,-1.507703040813034,-2.2404533118870393,0.7327502710740055,2.2404533118870393,0.7327502710740055,area,-2.220446049250313e-16
148882307-148882323-001,baseline,20260803,10,gaussian_noise,0.6914269274700124,0.6841014883888195,-0.01065119157297416,-0.01065119157297405,-0.0,0.01065119157297405,0.0,area,-1.1102230246251565e-16
148882307-148882323-001,baseline,20260803,20,gaussian_noise,0.6914269274700124,0.6440595636984497,-0.07096626098414104,-0.08688710707521613,0.015920846091075143,0.08688710707521613,0.015920846091075143,area,-4.163336342344337e-17
148882307-148882323-001,baseline,20260803,30,gaussian_noise,0.6914269274700124,0.509612600873895,-0.3051066420846859,-0.194839775151358,-0.11026686693332809,0.194839775151358,0.11026686693332809,area,1.6653345369377348e-16
148882535-148882616-001,baseline,20260803,10,gaussian_noise,0.3161170362562679,0.32777944870610565,0.03622845681485997,-0.02801220579566251,0.06424066261052236,0.02801220579566251,0.06424066261052236,perimeter,1.1796119636642288e-16
148882535-148882616-001,baseline,20260803,20,gaussian_noise,0.3161170362562679,0.33339650029561513,0.053219960330614095,-0.0884207830121371,0.14164074334275112,0.0884207830121371,0.14164074334275112,perimeter,7.632783294297951e-17
148882535-148882616-001,baseline,20260803,30,gaussian_noise,0.3161170362562679,0.3479121208622504,0.09583740870921512,-0.24804171703736372,0.3438791257465787,0.24804171703736372,0.3438791257465787,perimeter,1.3877787807814457e-16
148882671-148882687-001,baseline,20260803,10,gaussian_noise,0.4791340406251796,0.30322864564908497,-0.4574932655152403,-0.022364183824131627,-0.4351290816911084,0.022364183824131627,0.4351290816911084,perimeter,-2.220446049250313e-16
148882671-148882687-001,baseline,20260803,20,gaussian_noise,0.4791340406251796,0.3911172008625099,-0.20297313103336045,-0.12514720365087198,-0.07782592738248854,0.12514720365087198,0.07782592738248854,area,5.551115123125783e-17
148882671-148882687-001,baseline,20260803,30,gaussian_noise,0.4791340406251796,0.443356168276415,-0.0776069539435264,-0.2873234995680011,0.20971654562447478,0.2873234995680011,0.20971654562447478,area,-1.1102230246251565e-16
149011613-149011656-001,baseline,20260803,10,gaussian_noise,0.723493721656168,0.722415786031831,-0.0014910142277980403,-0.013711798753831472,0.012220784526033276,0.013711798753831472,0.012220784526033276,area,1.5547459153442134e-16
149011613-149011656-001,baseline,20260803,20,gaussian_noise,0.723493721656168,0.7262900419013862,0.0038575734990936436,-0.017049903904070168,0.020907477403164027,0.017049903904070168,0.020907477403164027,perimeter,-2.1597307275911248e-16
149011613-149011656-001,baseline,20260803,30,gaussian_noise,0.723493721656168,0.7322315872646985,0.012004971674284912,-0.03003085541148111,0.04203582708576608,0.03003085541148111,0.04203582708576608,perimeter,-5.551115123125783e-17
149013033-149013072-001,baseline,20260803,10,gaussian_noise,0.8274975145402822,0.7495230266622566,-0.09896906390114814,-0.024771542303503005,-0.07419752159764542,0.024771542303503005,0.07419752159764542,perimeter,2.914335439641036e-16
149013033-149013072-001,baseline,20260803,20,gaussian_noise,0.8274975145402822,0.7283533173279625,-0.12761984720594674,-0.09168613108881624,-0.035933716117130456,0.09168613108881624,0.035933716117130456,area,-5.551115123125783e-17
149013033-149013072-001,baseline,20260803,30,gaussian_noise,0.8274975145402822,0.42489538691177176,-0.6665631134879823,-0.3070743656355478,-0.3594887478524344,0.3070743656355478,0.3594887478524344,perimeter,-1.1102230246251565e-16
149014929-149014984-001,baseline,20260803,10,gaussian_noise,0.8398739814703755,0.7927046734366089,-0.057801123105068936,-0.06975391912224824,0.011952796017179242,0.06975391912224824,0.011952796017179242,area,5.551115123125783e-17
149014929-149014984-001,baseline,20260803,20,gaussian_noise,0.8398739814703755,0.3799695432597709,-0.7931607583319369,-0.28436889763691786,-0.508791860695019,0.28436889763691786,0.508791860695019,perimeter,0.0
149014929-149014984-001,baseline,20260803,30,gaussian_noise,0.8398739814703755,0.25856024447383114,-1.1781231376708683,-0.7683778372948828,-0.40974530037598544,0.7683778372948828,0.40974530037598544,area,0.0
149014929-149015008-003,baseline,20260803,10,gaussian_noise,0.737744749183395,0.7161825755011187,-0.029662768287129014,-0.09267711452530716,0.06301434623817803,0.09267711452530716,0.06301434623817803,area,1.1796119636642288e-16
149014929-149015008-003,baseline,20260803,20,gaussian_noise,0.737744749183395,0.6668661006736271,-0.10100861931137725,-0.20489071928643046,0.10388209997505327,0.20489071928643046,0.10388209997505327,area,-5.551115123125783e-17
149014929-149015008-003,baseline,20260803,30,gaussian_noise,0.737744749183395,0.6722755595989559,-0.09292958106006691,-0.31763015321446214,0.22470057215439518,0.31763015321446214,0.22470057215439518,area,5.551115123125783e-17
149014929-149015022-001,baseline,20260803,10,gaussian_noise,0.3235205317144193,0.3261604408132864,0.008126830675254501,-0.03729146136350538,0.04541829203875983,0.03729146136350538,0.04541829203875983,perimeter,5.0306980803327406e-17
149014929-149015022-001,baseline,20260803,20,gaussian_noise,0.3235205317144193,0.3340108335083318,0.03191084874486382,-0.13842258895293155,0.17033343769779535,0.13842258895293155,0.17033343769779535,perimeter,2.0816681711721685e-17
149014929-149015022-001,baseline,20260803,30,gaussian_noise,0.3235205317144193,0.6217030252352586,0.6531999479732118,-0.3148035342167651,0.968003482189977,0.3148035342167651,0.968003482189977,perimeter,-1.1102230246251565e-16
149014929-149015022-002,baseline,20260803,10,gaussian_noise,0.4937665974793156,0.45859718767683505,-0.07389069280320229,-0.03921448555318042,-0.03467620725002204,0.03921448555318042,0.03467620725002204,area,1.6653345369377348e-16
149014929-149015022-002,baseline,20260803,20,gaussian_noise,0.4937665974793156,0.46133449718159675,-0.06793956049953476,-0.109642509250534,0.04170294875099942,0.109642509250534,0.04170294875099942,area,-1.8041124150158794e-16
149014929-149015022-002,baseline,20260803,30,gaussian_noise,0.4937665974793156,0.41615639908727575,-0.17100178184766593,-0.22283221880858176,0.05183043696091579,0.22283221880858176,0.05183043696091579,area,2.7755575615628914e-17
149053341-149053350-001,baseline,20260803,10,gaussian_noise,0.7720392261199254,0.7929008479975813,0.026662819996358063,-0.038491521879844504,0.06515434187620259,0.038491521879844504,0.06515434187620259,perimeter,-2.0816681711721685e-17
149053341-149053350-001,baseline,20260803,20,gaussian_noise,0.7720392261199254,0.7643038564444169,-0.010069931813190778,-0.09655532283460562,0.08648539102141496,0.09655532283460562,0.08648539102141496,area,-1.196959198423997e-16
149053341-149053350-001,baseline,20260803,30,gaussian_noise,0.7720392261199254,0.4111056083620657,-0.6301852236288419,-0.28048497721768845,-0.34970024641115355,0.28048497721768845,0.34970024641115355,perimeter,1.1102230246251565e-16
149053945-149053969-001,baseline,20260803,10,gaussian_noise,0.6732190713820979,0.8210175437932058,0.19847368667438722,-0.11556468583206807,0.3140383725064552,0.11556468583206807,0.3140383725064552,perimeter,8.326672684688674e-17
149053945-149053969-001,baseline,20260803,20,gaussian_noise,0.6732190713820979,0.4808159613571967,-0.33658621119166743,-0.6470887389004757,0.3105025277088083,0.6470887389004757,0.3105025277088083,area,-5.551115123125783e-17
149053945-149053969-001,baseline,20260803,30,gaussian_noise,0.6732190713820979,0.8001649174144166,0.17274706183065325,-3.0022801325251223,3.1750271943557755,3.0022801325251223,3.1750271943557755,perimeter,0.0
149053945-149053976-001,baseline,20260803,10,gaussian_noise,0.9865250256335595,0.994519663904186,0.008071177508477818,-0.40546510810816444,0.41353628561664224,0.40546510810816444,0.41353628561664224,perimeter,1.734723475976807e-17
149054642-149054677-003,baseline,20260803,10,gaussian_noise,0.8267501836246803,0.7174938749182269,-0.1417381630681143,-0.004498433136862257,-0.13723972993125202,0.004498433136862257,0.13723972993125202,perimeter,0.0
149054642-149054677-003,baseline,20260803,20,gaussian_noise,0.8267501836246803,0.5796197218819387,-0.3551303373870662,-0.028683960610584452,-0.3264463767764816,0.028683960610584452,0.3264463767764816,perimeter,-1.6653345369377348e-16
149054642-149054677-003,baseline,20260803,30,gaussian_noise,0.8267501836246803,0.46290025046946126,-0.5799909848414148,-0.1291807779567189,-0.45081020688469586,0.1291807779567189,0.45081020688469586,perimeter,0.0
149056321-149056343-001,baseline,20260803,10,gaussian_noise,0.7409416797596555,0.7322825348229419,-0.011755501395305993,-0.01542878165723387,0.0036732802619281746,0.01542878165723387,0.0036732802619281746,area,-2.96637714392034e-16
149056321-149056343-001,baseline,20260803,20,gaussian_noise,0.7409416797596555,0.7238718975020448,-0.02330747784229048,-0.04110633071851533,0.017798852876224746,0.04110633071851533,0.017798852876224746,area,1.0061396160665481e-16
149056321-149056343-001,baseline,20260803,30,gaussian_noise,0.7409416797596555,0.7143388357297313,-0.03656450780367552,-0.07013466851387405,0.03357016071019872,0.07013466851387405,0.03357016071019872,area,-1.8735013540549517e-16
149056321-149056360-001,baseline,20260803,10,gaussian_noise,0.7473274551902946,0.7021189390579621,-0.06240063091096417,-0.06843716155322849,0.006036530642264241,0.06843716155322849,0.006036530642264241,area,7.632783294297951e-17
149056321-149056360-001,baseline,20260803,20,gaussian_noise,0.7473274551902946,0.6445799301764618,-0.14790461586040743,-0.22606610575681155,0.07816148989640412,0.22606610575681155,0.07816148989640412,area,0.0
149056321-149056360-001,baseline,20260803,30,gaussian_noise,0.7473274551902946,0.48876248002453465,-0.4246268038921965,-0.398195873287636,-0.026430930604560445,0.398195873287636,0.026430930604560445,area,-5.551115123125783e-17
149056410-149056458-001,baseline,20260803,10,gaussian_noise,0.8833524944474113,0.6427460398488013,-0.3179746370392087,-0.15890128258585606,-0.1590733544533527,0.15890128258585606,0.1590733544533527,perimeter,5.551115123125783e-17
149056410-149056458-001,baseline,20260803,20,gaussian_noise,0.8833524944474113,0.2560833767704958,-1.2382212399404815,-0.6069260051128165,-0.631295234827665,0.6069260051128165,0.631295234827665,perimeter,0.0
149056410-149056458-001,baseline,20260803,30,gaussian_noise,0.8833524944474113,0.7212536311938019,-0.20273346951038862,-2.953962860677696,2.751229391167307,2.953962860677696,2.751229391167307,area,4.440892098500626e-16
149056873-149056884-001,baseline,20260803,10,gaussian_noise,0.8361351529134535,0.7457276633805983,-0.11442979512282195,-0.015764908737937514,-0.09866488638488417,0.015764908737937514,0.09866488638488417,perimeter,-2.636779683484747e-16
149056873-149056884-001,baseline,20260803,20,gaussian_noise,0.8361351529134535,0.49782835973550443,-0.5185349077321755,-0.195124754037564,-0.32341015369461135,0.195124754037564,0.32341015369461135,perimeter,-1.1102230246251565e-16
149056873-149056884-001,baseline,20260803,30,gaussian_noise,0.8361351529134535,0.25219234023153664,-1.1985982149149628,-0.4908662550553417,-0.707731959859621,0.4908662550553417,0.707731959859621,perimeter,0.0
149056873-149056884-002,baseline,20260803,10,gaussian_noise,0.7747349124449401,0.7404516214788652,-0.04526062304618716,-0.060624621816434854,0.015363998770247607,0.060624621816434854,0.015363998770247607,area,9.020562075079397e-17
149056873-149056884-002,baseline,20260803,20,gaussian_noise,0.7747349124449401,0.47439049391405524,-0.49049011302436807,-0.15947045645306748,-0.3310196565713008,0.15947045645306748,0.3310196565713008,perimeter,2.220446049250313e-16
149056873-149056884-002,baseline,20260803,30,gaussian_noise,0.7747349124449401,0.2957428469572613,-0.9630306059296688,-0.4396053232694655,-0.5234252826602034,0.4396053232694655,0.5234252826602034,perimeter,1.1102230246251565e-16
149056933-149056982-002,baseline,20260803,10,gaussian_noise,0.8310515479772042,0.8086105244272332,-0.02737445145362672,-0.04892038098060633,0.021545929526979608,0.04892038098060633,0.021545929526979608,area,3.469446951953614e-18
149056933-149056982-002,baseline,20260803,20,gaussian_noise,0.8310515479772042,0.5977076710829493,-0.3295900341073746,-0.1535721435079688,-0.17601789059940603,0.1535721435079688,0.17601789059940603,perimeter,2.7755575615628914e-16
149056933-149056982-002,baseline,20260803,30,gaussian_noise,0.8310515479772042,0.24797353083089793,-1.2093698142434606,-0.4493843420429998,-0.7599854722004608,0.4493843420429998,0.7599854722004608,perimeter,0.0
149057756-149057766-002,baseline,20260803,10,gaussian_noise,0.8357851918239012,0.8005725656480823,-0.043044453757080596,-0.008048333182828372,-0.03499612057425244,0.008048333182828372,0.03499612057425244,perimeter,2.1510571102112408e-16
149057756-149057766-002,baseline,20260803,20,gaussian_noise,0.8357851918239012,0.7419587328698588,-0.1190780069465594,-0.02135967782106778,-0.09771832912549196,0.02135967782106778,0.09771832912549196,perimeter,3.3306690738754696e-16
149057756-149057766-002,baseline,20260803,30,gaussian_noise,0.8357851918239012,0.5499748273138209,-0.4184991238301708,-0.06666624618723065,-0.35183287764294024,0.06666624618723065,0.35183287764294024,perimeter,1.1102230246251565e-16
149057756-149057788-002,baseline,20260803,10,gaussian_noise,0.49954461131078265,0.4941985772774721,-0.010759491323263055,-0.011970531977349624,0.001211040654086741,0.011970531977349624,0.001211040654086741,area,-1.717376241217039e-16
149057756-149057788-002,baseline,20260803,20,gaussian_noise,0.49954461131078265,0.8482664455192436,0.5294978850276841,-0.060673550522427115,0.5901714355501111,0.060673550522427115,0.5901714355501111,perimeter,1.1102230246251565e-16
149057756-149057788-002,baseline,20260803,30,gaussian_noise,0.49954461131078265,0.7555985643445643,0.41381332957108735,-0.10350082605491685,0.5173141556260041,0.10350082605491685,0.5173141556260041,perimeter,5.551115123125783e-17
149057812-149057825-003,baseline,20260803,10,gaussian_noise,0.7878616850421926,0.7777965443963105,-0.012857568935395644,-0.00894620387849429,-0.003911365056901479,0.00894620387849429,0.003911365056901479,area,1.231653667943533e-16
149057812-149057825-003,baseline,20260803,20,gaussian_noise,0.7878616850421926,0.7293774860066802,-0.0771311364133097,-0.028181055653543986,-0.04895008075976575,0.028181055653543986,0.04895008075976575,perimeter,4.163336342344337e-17
149057812-149057825-003,baseline,20260803,30,gaussian_noise,0.7878616850421926,0.6730660772849646,-0.15747903984283793,-0.05022510842164161,-0.1072539314211966,0.05022510842164161,0.1072539314211966,perimeter,2.7755575615628914e-16
149057812-149057825-005,baseline,20260803,10,gaussian_noise,0.8587247565717404,0.8626425959625076,0.004552016337567948,0.0018331810816609117,0.0027188352559069915,0.0018331810816609117,0.0027188352559069915,perimeter,4.5102810375396984e-17
149057812-149057825-005,baseline,20260803,20,gaussian_noise,0.8587247565717404,0.6970460870331825,-0.20859691698146615,-0.017584904775440644,-0.19101201220602546,0.017584904775440644,0.19101201220602546,perimeter,-5.551115123125783e-17
149057812-149057825-005,baseline,20260803,30,gaussian_noise,0.8587247565717404,0.551206088213052,-0.4433396825371382,-0.016185324421017305,-0.42715435811612085,0.016185324421017305,0.42715435811612085,perimeter,0.0
149057812-149057847-004,baseline,20260803,10,gaussian_noise,0.8283128493988753,0.8070105426949246,-0.026054188218163386,-0.026054185042601756,-3.1755615889408804e-09,0.026054185042601756,3.1755615889408804e-09,area,-4.163336342344337e-17
149057812-149057847-004,baseline,20260803,20,gaussian_noise,0.8283128493988753,0.7653364983476422,-0.07907531622647092,-0.0799679497024329,0.0008926334759622995,0.0799679497024329,0.0008926334759622995,area,-3.191891195797325e-16
149057812-149057847-004,baseline,20260803,30,gaussian_noise,0.8283128493988753,0.5742353568615917,-0.36635157880483626,-0.2683329989134057,-0.0980185798914305,0.2683329989134057,0.0980185798914305,area,-1.1102230246251565e-16
149057812-149057847-005,baseline,20260803,10,gaussian_noise,0.8140751321230573,0.7978579213804073,-0.02012212343338594,-0.02697986269832492,0.006857739264939099,0.02697986269832492,0.006857739264939099,area,-1.214306433183765e-16
149057812-149057847-005,baseline,20260803,20,gaussian_noise,0.8140751321230573,0.6827739036978445,-0.17588889099909816,-0.07528564807407709,-0.10060324292502115,0.07528564807407709,0.10060324292502115,perimeter,8.326672684688674e-17
149057812-149057847-005,baseline,20260803,30,gaussian_noise,0.8140751321230573,0.5645851118326956,-0.3659615155841307,-0.1787646956321978,-0.1871968199519328,0.1787646956321978,0.1871968199519328,perimeter,-1.1102230246251565e-16
149058262-149058272-003,baseline,20260803,10,gaussian_noise,0.5859827811790537,0.4604891962502302,-0.24100101098321478,0.029292200497799993,-0.2702932114810148,0.029292200497799993,0.2702932114810148,perimeter,5.551115123125783e-17
149058262-149058272-003,baseline,20260803,20,gaussian_noise,0.5859827811790537,0.4378900600626987,-0.2913225310453113,0.02796915730591002,-0.3192916883512214,0.02796915730591002,0.3192916883512214,perimeter,5.551115123125783e-17
149058262-149058272-003,baseline,20260803,30,gaussian_noise,0.5859827811790537,0.4305692367100204,-0.3081822659608543,-0.03651052472717544,-0.2716717412336786,0.03651052472717544,0.2716717412336786,perimeter,-2.7755575615628914e-16
149061666-149061699-003,baseline,20260803,10,gaussian_noise,0.7761774134502654,0.7834882212398282,0.009374908533966265,0.0009857073247591282,0.00838920120920683,0.0009857073247591282,0.00838920120920683,perimeter,3.0704605524789486e-16
149061666-149061699-003,baseline,20260803,20,gaussian_noise,0.7761774134502654,0.7210773657985772,-0.07363468463883537,-0.01390290516899138,-0.05973177946984401,0.01390290516899138,0.05973177946984401,perimeter,2.7755575615628914e-17
149061666-149061699-003,baseline,20260803,30,gaussian_noise,0.7761774134502654,0.6786922807008419,-0.1342132896418577,-0.09330692795625972,-0.04090636168559806,0.09330692795625972,0.04090636168559806,area,8.326672684688674e-17
149095913-149095926-001,baseline,20260803,10,gaussian_noise,0.26684413449404804,0.33251299664381406,0.22001422497989834,-0.021675725479040394,0.2416899504589387,0.021675725479040394,0.2416899504589387,perimeter,2.7755575615628914e-17
149095913-149095926-001,baseline,20260803,20,gaussian_noise,0.26684413449404804,0.22812616713983014,-0.1567658814496163,-0.04332268198729852,-0.1134431994623176,0.04332268198729852,0.1134431994623176,perimeter,-1.942890293094024e-16
149095913-149095926-001,baseline,20260803,30,gaussian_noise,0.26684413449404804,0.24883886322862706,-0.06985917064861412,-0.13297459973708672,0.0631154290884728,0.13297459973708672,0.0631154290884728,area,-1.942890293094024e-16
149097324-149097373-001,baseline,20260803,10,gaussian_noise,0.7918155409938571,0.7112882603595712,-0.10725068478490643,-0.06127218038914888,-0.04597850439575761,0.06127218038914888,0.04597850439575761,area,5.551115123125783e-17
149097324-149097373-001,baseline,20260803,20,gaussian_noise,0.7918155409938571,0.5181715799887024,-0.4240220389902846,-0.20360691040593132,-0.22041512858435336,0.20360691040593132,0.22041512858435336,perimeter,5.551115123125783e-17
149097324-149097373-001,baseline,20260803,30,gaussian_noise,0.7918155409938571,0.3827737115944524,-0.7268844786778772,-0.5527956945280834,-0.1740887841497937,0.5527956945280834,0.1740887841497937,area,-1.1102230246251565e-16
149097594-149097637-001,baseline,20260803,10,gaussian_noise,0.5645895507681367,0.5743851278268286,0.01720111740252178,-0.04330285468311727,0.06050397208563911,0.04330285468311727,0.06050397208563911,perimeter,-5.551115123125783e-17
149097594-149097637-001,baseline,20260803,20,gaussian_noise,0.5645895507681367,0.46652155178599974,-0.19079479021147333,-0.16753059578214283,-0.02326419442933038,0.16753059578214283,0.02326419442933038,area,-1.1102230246251565e-16
149097594-149097637-001,baseline,20260803,30,gaussian_noise,0.5645895507681367,0.4491664627649004,-0.22870544817066824,-0.4381182348746236,0.2094127867039553,0.4381182348746236,0.2094127867039553,area,5.551115123125783e-17
149097594-149097637-002,baseline,20260803,10,gaussian_noise,0.8526631816067108,0.7760901310389893,-0.09409594452987372,-0.11476188532220717,0.020665940792333495,0.11476188532220717,0.020665940792333495,area,-4.163336342344337e-17
149097594-149097637-002,baseline,20260803,20,gaussian_noise,0.8526631816067108,0.34896461852541627,-0.8933940687346921,-0.8530295011626221,-0.0403645675720696,0.8530295011626221,0.0403645675720696,area,-3.3306690738754696e-16
149097594-149097637-002,baseline,20260803,30,gaussian_noise,0.8526631816067108,1.557146043829194,0.602245359441113,-2.9479752293784234,3.550220588819536,2.9479752293784234,3.550220588819536,perimeter,2.220446049250313e-16
149098972-149098988-002,baseline,20260803,10,gaussian_noise,0.6728909035528859,0.6346875541961751,-0.05845037466306778,-0.08566426568210214,0.027213891019034427,0.08566426568210214,0.027213891019034427,area,-6.938893903907228e-17
149098972-149098988-002,baseline,20260803,20,gaussian_noise,0.6728909035528859,0.5590974227656501,-0.18525947341862467,-0.28515362609842226,0.09989415267979777,0.28515362609842226,0.09989415267979777,area,-1.942890293094024e-16
