cell_id,benefit_area,benefit_perimeter,benefit_full,benefit_perimeter_minus_area
157222647-157222687-001,0.01168911836933495,0.08932196874207354,0.10186083751594044,0.07855029825222815
157222801-157222811-001,0.020756185788481263,0.058118598896664486,0.03322194971323833,0.03736241310818322
157223549-157223570-001,0.019714490203095902,0.10832189028305583,0.10830243079131852,0.08860740007995993
157224412-157224429-001,0.011200759411559735,0.046476800038184884,0.05850422190101667,0.03527604062662515
157224458-157224464-001,0.010535579248256988,0.07592125798738258,0.08803472152911196,0.06504949726320397
157224458-157224483-001,0.019569968056784792,0.07023294987691653,0.09203268668928222,0.05056148427294227
157227058-157227087-001,0.0006201782602889838,0.0030225450423860822,0.003648659561350742,0.0024023667820970984
157227461-157227503-003,-0.001127529281597317,-0.01473653532453767,-0.01624778458786902,-0.013252375280552897
157266930-157266947-001,-0.001311075926543337,-0.010222712514123544,-0.011556261428607106,-0.008911636587580207
157268504-157268544-001,0.012619491497839141,0.054383824392085556,0.07163440209010963,0.043459168374006985
158986766-158986776-001,0.001493108290180234,0.014411986137146116,0.015932430122844732,0.012918877846965882
158986813-158986820-001,0.0,0.0,0.0,0.0
158986920-158986928-004,0.13093501930320992,-0.11692266637425627,-0.018258486393048834,-0.2478576856774662
204870858-204870872-001,-0.0012765860099923643,-0.012446915590056729,-0.013745090006352934,-0.011170329580064364
204870951-204870961-002,0.005338049025605196,0.06834126515786842,0.07452637708214205,0.06300321613226323
204871030-204871038-001,0.004475016029007461,0.0740940711416912,0.07906359710045419,0.06961905511268374
204871030-204871038-002,0.005529539994662103,0.11597561387090727,0.12245792803051447,0.11044607387624517
209047342-209047443-001,0.01805180150058061,0.11067776678190966,0.13188427313599982,0.09244913756096507
209047526-209047626-001,0.012044811232690855,0.07856280915850533,0.09211779826908295,0.06651799792581448
209047526-209047798-001,0.01322125188987644,0.057306909779058834,0.07168420884027071,0.044085657889182395
209307421-209307504-001,0.015113287524499253,0.11750779420058777,0.13532477774385576,0.10230393844928476
209522474-209522522-001,0.013968158360370353,0.10610773086263914,0.12230348329290397,0.09213957250226879
209522940-209522970-001,0.015502787467240098,0.11899090425014358,0.13711463674491986,0.10348811678290348
209565409-209565503-001,0.013861971760479985,0.09866608928542375,0.11505385719373518,0.08404491253577961
209565409-209565600-001,0.00885150874306917,0.06694926462310224,0.07667024433530256,0.058097755880033075
209565864-209565890-001,0.016430218897376947,0.14425245644373696,0.16386872553815646,0.12782223754636002
209565864-209565911-001,0.013568890317964044,0.09341983502555729,0.1083178318733049,0.08040417813727996
209566047-209566095-001,0.014049546853803885,0.12089383723368485,0.136807779729734,0.10729124823420655
209566205-209566247-001,0.01615995002625792,0.11544110993925127,0.13405311589074098,0.09960356666711478
209566205-209566289-001,0.007169838056784172,0.0467246354377987,0.05444202781611951,0.03955479738101453
209566399-209566485-001,0.01112799135121878,0.08455124081193233,0.09704646988635546,0.07339714879656345
