cell_id,delta_closing_circularity_ae,delta_null_circularity_ae,delta_specific_circularity_ae,closing_benefit_circularity_ae,null_benefit_circularity_ae
153697342-153697384-001,0.005414439200907339,0.0022710074876641784,0.003143431713243161,-0.005414439200907339,-0.0022710074876641784
153697726-153697736-001,-0.06490694218077131,0.003785806048079987,-0.0686927482288513,0.06490694218077131,-0.003785806048079987
153701009-153701019-002,-0.031839379568536774,-0.0035775589000540675,-0.028261820668482707,0.031839379568536774,0.0035775589000540675
153701622-153701650-001,0.003848030377896161,0.0005355172356654725,0.0033125131422306886,-0.003848030377896161,-0.0005355172356654725
153701949-153701958-001,0.04383798000743988,-0.0012832697292889383,0.04512124973672882,-0.04383798000743988,0.0012832697292889383
153702037-153702051-003,-0.028112528297706607,-0.003967378882051564,-0.024145149415655043,0.028112528297706607,0.003967378882051564
153826963-153826970-001,0.03423552441222888,0.0017293347816311755,0.032506189630597704,-0.03423552441222888,-0.0017293347816311755
153826963-153826982-003,0.008688479159232765,0.004090266371542417,0.004598212787690348,-0.008688479159232765,-0.004090266371542417
153827595-153827657-002,0.00516297336479532,0.0044889167377389905,0.0006740566270563297,-0.00516297336479532,-0.0044889167377389905
153828877-153828902-002,0.0072900760909374585,0.007597072594118126,-0.0003069965031806676,-0.0072900760909374585,-0.007597072594118126
153828952-153828970-001,-0.02113054013417137,0.0030297035762618663,-0.024160243710433238,0.02113054013417137,-0.0030297035762618663
153828952-153829005-001,0.03405250310882757,0.004052400685079172,0.030000102423748398,-0.03405250310882757,-0.004052400685079172
153828952-153829005-002,-0.005555443406104477,0.0029460468971993503,-0.008501490303303827,0.005555443406104477,-0.0029460468971993503
153829664-153829672-001,0.005680335217120858,-0.005416535859614546,0.011096871076735404,-0.005680335217120858,0.005416535859614546
153829745-153829768-001,-0.06366449968544052,-0.008755602196712564,-0.05490889748872796,0.06366449968544052,0.008755602196712564
153829745-153829768-003,-0.02905614531140277,0.004622075531849457,-0.03367822084325223,0.02905614531140277,-0.004622075531849457
153830680-153830827-002,-0.01822879591854032,-0.012132663823313683,-0.006096132095226636,0.01822879591854032,0.012132663823313683
153831352-153831372-004,-0.02418414500277244,0.0,-0.02418414500277244,0.02418414500277244,0.0
153915432-153915441-002,-0.016580551230961804,0.00611166871075175,-0.022692219941713554,0.016580551230961804,-0.00611166871075175
153915432-153915472-001,-0.04398991766986671,0.0005141206940022514,-0.04450403836386896,0.04398991766986671,-0.0005141206940022514
153915726-153915736-001,-0.018447237430712526,0.0059869624547251865,-0.024434199885437713,0.018447237430712526,-0.0059869624547251865
153916114-153916129-002,-0.04806038645795874,0.00678094371618343,-0.05484133017414217,0.04806038645795874,-0.00678094371618343
153916114-153916150-001,0.024874415951824158,-0.00463376150343664,0.029508177455260798,-0.024874415951824158,0.00463376150343664
153916114-153916167-001,0.012786336863893077,0.0049816274289326,0.007804709434960477,-0.012786336863893077,-0.0049816274289326
153916569-153916586-001,0.03670837015860817,-0.004160399282201244,0.040868769440809416,-0.03670837015860817,0.004160399282201244
153956040-153956058-001,-0.04454152039134884,-0.003458524199527413,-0.04108299619182143,0.04454152039134884,0.003458524199527413
153956040-153956058-003,-0.005400192450109587,0.001991094430918605,-0.007391286881028192,0.005400192450109587,-0.001991094430918605
153956040-153956072-003,0.034401810102137276,-0.008489940187200173,0.04289175028933745,-0.034401810102137276,0.008489940187200173
