cell_id,class,model,seed,raw_perimeter,closing_perimeter,null_perimeter,delta_perimeter_closing,delta_perimeter_null,delta_area_closing,delta_area_null,abs_delta_area_closing_minus_null,closing_fallback_to_raw,null_target_reduction,null_achieved_reduction,null_matching_error_abs,null_matching_error_pct,null_raw_fallback,null_within_tolerance
153656862-153656873-001,light_dysplastic,baseline,20260804,256.2670257091522,246.3086552619934,250.93607199192047,-9.958370447158813,-5.3309537172317505,17,-144,161,False,9.958370447158813,5.3309537172317505,4.627416729927063,0.4646760988136663,False,False
153657121-153657160-001,severe_dysplastic,baseline,20260804,245.13708245754242,243.379723072052,243.8650039434433,-1.7573593854904175,-1.272078514099121,3,-80,83,False,1.7573593854904175,1.272078514099121,0.4852808713912964,0.2761420773678979,False,False
153659229-153659264-001,severe_dysplastic,baseline,20260804,235.9655101299286,234.79393708705902,234.7939374446869,-1.1715730428695679,-1.1715726852416992,2,-49,51,False,1.1715730428695679,1.1715726852416992,3.5762786865234375e-07,3.052544361864075e-07,False,True
153697342-153697375-001,moderate_dysplastic,baseline,20260804,193.43859839439392,192.8528116941452,192.85281205177307,-0.5857867002487183,-0.5857863426208496,1,-1,2,False,0.5857867002487183,0.5857863426208496,3.5762786865234375e-07,6.105086860123302e-07,False,True
153697342-153697384-001,moderate_dysplastic,baseline,20260804,190.26702570915222,189.6812391281128,189.68123948574066,-0.5857865810394287,-0.5857862234115601,1,-8,9,False,0.5857865810394287,0.5857862234115601,3.5762786865234375e-07,6.105088102526407e-07,False,True
153697726-153697736-001,light_dysplastic,baseline,20260804,370.1248904466629,340.2497808933258,362.61731112003326,-29.875109553337097,-7.507579326629639,51,-192,243,False,29.875109553337097,7.507579326629639,22.36753022670746,0.7487011951127379,False,False
153701009-153701019-002,light_dysplastic,baseline,20260804,316.49242174625397,309.8061295747757,312.29141068458557,-6.6862921714782715,-4.201011061668396,10,-168,178,False,6.6862921714782715,4.201011061668396,2.4852811098098755,0.3716979524782575,False,False
153701622-153701650-001,moderate_dysplastic,baseline,20260804,254.35028648376465,252.59292709827423,252.5929273366928,-1.7573593854904175,-1.7573591470718384,3,-43,46,False,1.7573593854904175,1.7573591470718384,2.384185791015625e-07,1.3566865210955596e-07,False,True
153701949-153701958-001,light_dysplastic,baseline,20260804,343.37972354888916,330.2497799396515,340.19090461730957,-13.129943609237671,-3.18881893157959,21,-138,159,False,13.129943609237671,3.18881893157959,9.941124677658081,0.7571338440984566,False,False
153702037-153702051-003,light_dysplastic,baseline,20260804,327.17871284484863,319.56348872184753,323.4213536977768,-7.615224123001099,-3.7573591470718384,18,-49,67,False,7.615224123001099,3.7573591470718384,3.8578649759292603,0.5065990066237087,False,False
153826963-153826970-001,severe_dysplastic,baseline,20260804,220.79393696784973,215.5218586921692,217.42135417461395,-5.272078275680542,-3.372582793235779,16,-104,120,False,5.272078275680542,3.372582793235779,1.8994954824447632,0.36029349017955703,False,False
153826963-153826982-003,severe_dysplastic,baseline,20260804,314.5929263830185,311.6639941930771,312.24978029727936,-2.9289321899414062,-2.3431460857391357,5,-121,126,False,2.9289321899414062,2.3431460857391357,0.5857861042022705,0.19999988603832758,False,False
153827595-153827657-002,carcinoma_in_situ,baseline,20260804,184.36753058433533,183.7817441225052,183.7817440032959,-0.5857864618301392,-0.5857865810394287,1,-1,2,False,0.5857864618301392,0.5857865810394287,1.1920928955078125e-07,2.0350297816433394e-07,False,True
153828877-153828902-002,severe_dysplastic,baseline,20260804,252.93607223033905,251.76449918746948,251.52185940742493,-1.1715730428695679,-1.4142128229141235,2,-3,5,False,1.1715730428695679,1.4142128229141235,0.24263978004455566,0.2071059773193919,False,False
153828952-153828970-001,severe_dysplastic,baseline,20260804,241.58073377609253,238.65180206298828,238.55129659175873,-2.928931713104248,-3.0294371843338013,5,-109,114,False,2.928931713104248,3.0294371843338013,0.10050547122955322,0.03431471986181331,False,True
153828952-153829005-001,severe_dysplastic,baseline,20260804,273.86500453948975,268.3502856492996,269.7644987106323,-5.5147188901901245,-4.100505828857422,12,-110,122,False,5.5147188901901245,4.100505828857422,1.4142130613327026,0.25644336356806513,False,False
153828952-153829005-002,severe_dysplastic,baseline,20260804,229.33809351921082,226.99494743347168,227.13708233833313,-2.3431460857391357,-2.2010111808776855,5,-79,84,False,2.3431460857391357,2.2010111808776855,0.1421349048614502,0.06065985630452671,False,True
153829664-153829672-001,light_dysplastic,baseline,20260804,341.8822498321533,313.76449966430664,335.26197278499603,-28.11775016784668,-6.620277047157288,48,-195,243,False,28.11775016784668,6.620277047157288,21.497473120689392,0.7645516797169735,False,False
153829745-153829768-001,severe_dysplastic,baseline,20260804,68.14213538169861,64.62741661071777,66.97056233882904,-3.514718770980835,-1.1715730428695679,6,-2,8,False,3.514718770980835,1.1715730428695679,2.343145728111267,0.6666666327495037,False,False
153829745-153829768-003,severe_dysplastic,baseline,20260804,285.2792179584503,278.00713980197906,282.4924215078354,-7.272078156471252,-2.786796450614929,11,-125,136,False,7.272078156471252,2.786796450614929,4.485281705856323,0.6167812844344881,False,False
153830680-153830827-002,severe_dysplastic,baseline,20260804,216.2670258283615,213.92387986183167,214.7523066997528,-2.343145966529846,-1.5147191286087036,4,-68,72,False,2.343145966529846,1.5147191286087036,0.8284268379211426,0.3535532355878053,False,False
153831352-153831372-004,severe_dysplastic,baseline,20260804,314.8355664014816,304.73506104946136,305.94826424121857,-10.100505352020264,-8.887302160263062,20,-190,210,False,10.100505352020264,8.887302160263062,1.2132031917572021,0.12011311805448843,False,False
153915432-153915441-002,severe_dysplastic,baseline,20260804,224.75230741500854,222.99494791030884,223.23758840560913,-1.757359504699707,-1.514719009399414,3,-59,62,False,1.757359504699707,1.514719009399414,0.24264049530029297,0.13807106323515445,False,False
153915432-153915472-001,severe_dysplastic,baseline,20260804,227.6812391281128,221.82337415218353,223.48022842407227,-5.85786497592926,-4.201010704040527,10,-89,99,False,5.85786497592926,4.201010704040527,1.656854271888733,0.2828426873437619,False,False
153915726-153915736-001,severe_dysplastic,baseline,20260804,256.7939363718033,248.93607211112976,254.45079135894775,-7.857864260673523,-2.34314501285553,16,-93,109,False,7.857864260673523,2.34314501285553,5.514719247817993,0.7018089222306455,False,False
153916114-153916129-002,severe_dysplastic,baseline,20260804,304.7523070573807,287.7644991874695,299.4629831314087,-16.987807869911194,-5.289323925971985,29,-205,234,False,16.987807869911194,5.289323925971985,11.698483943939209,0.6886399960208853,False,False
153916114-153916150-001,carcinoma_in_situ,baseline,20260804,221.2375876903534,217.72286891937256,218.20815014839172,-3.514718770980835,-3.02943754196167,6,-107,113,False,3.514718770980835,3.02943754196167,0.48528122901916504,0.13807114043543803,False,False
153916114-153916167-001,carcinoma_in_situ,baseline,20260804,224.1665199995041,222.4091603755951,222.50966608524323,-1.7573596239089966,-1.6568539142608643,3,-53,56,False,1.7573596239089966,1.6568539142608643,0.10050570964813232,0.05719131604069272,False,True
153916569-153916586-001,carcinoma_in_situ,baseline,20260804,204.16652023792267,198.89444160461426,202.06601548194885,-5.272078633308411,-2.100504755973816,9,-57,66,False,5.272078633308411,2.100504755973816,3.1715738773345947,0.6015793955152605,False,False
153956040-153956058-001,normal_columnar,baseline,20260804,177.29646289348602,172.61017155647278,174.7523066997528,-4.686291337013245,-2.5441561937332153,8,-61,69,False,4.686291337013245,2.5441561937332153,2.1421351432800293,0.45710669466087767,False,False
153956040-153956058-003,normal_columnar,baseline,20260804,199.19595777988434,198.6101711988449,198.6101711988449,-0.5857865810394287,-0.5857865810394287,2,-1,3,False,0.5857865810394287,0.5857865810394287,0.0,0.0,False,True
153956040-153956072-003,normal_columnar,baseline,20260804,161.88224959373474,158.36753118038177,160.02438485622406,-3.5147184133529663,-1.8578647375106812,6,-59,65,False,3.5147184133529663,1.8578647375106812,1.6568536758422852,0.4714043860662175,False,False
153956444-153956458-004,normal_columnar,baseline,20260804,163.63960909843445,161.2964631319046,161.43859827518463,-2.343145966529846,-2.201010823249817,4,-52,56,False,2.343145966529846,2.201010823249817,0.1421351432800293,0.06065996114212581,False,True
153958154-153958211-001,normal_columnar,baseline,20260804,169.53910374641418,167.78174436092377,167.88224983215332,-1.7573593854904175,-1.6568539142608643,3,-26,29,False,1.7573593854904175,1.6568539142608643,0.10050547122955322,0.05719118813110937,False,True
153958547-153958572-002,normal_columnar,baseline,20260804,136.71067667007446,135.53910374641418,135.53910422325134,-1.1715729236602783,-1.1715724468231201,2,-15,17,False,1.1715729236602783,1.1715724468231201,4.76837158203125e-07,4.070059563286679e-07,False,True
153958547-153958572-006,normal_columnar,baseline,20260804,143.05382239818573,143.05382239818573,143.05382239818573,0.0,0.0,0,0,0,False,0.0,0.0,0.0,0.0,False,True
153958547-153958572-008,normal_columnar,baseline,20260804,139.15432798862457,138.56854152679443,138.56854152679443,-0.5857864618301392,-0.5857864618301392,1,-11,12,False,0.5857864618301392,0.5857864618301392,0.0,0.0,False,True
153958547-153958572-009,normal_columnar,baseline,20260804,137.982754945755,137.982754945755,137.982754945755,0.0,0.0,0,0,0,False,0.0,0.0,0.0,0.0,False,True
153958547-153958590-002,normal_columnar,baseline,20260804,205.0538227558136,195.68123877048492,202.89444196224213,-9.372583985328674,-2.159380793571472,34,-159,193,False,9.372583985328674,2.159380793571472,7.213203191757202,0.7696066744292025,False,False
154519964-154519981-001,light_dysplastic,baseline,20260804,331.92387998104095,317.8650048971176,326.4335457086563,-14.05887508392334,-5.4903342723846436,24,-164,188,False,14.05887508392334,5.4903342723846436,8.568540811538696,0.6094755633284649,False,False
157181481-157181497-004,normal_columnar,baseline,20260804,134.56854140758514,132.81118178367615,133.2964632511139,-1.7573596239089966,-1.2720781564712524,3,-25,28,False,1.7573596239089966,1.2720781564712524,0.48528146743774414,0.2761423790756638,False,False
157181671-157181697-001,normal_superficiel,baseline,20260804,101.31370830535889,96.62741661071777,99.01219236850739,-4.686291694641113,-2.3015159368515015,8,-27,35,False,4.686291694641113,2.3015159368515015,2.384775757789612,0.5088833374407018,False,False
157183193-157183279-001,normal_superficiel,baseline,20260804,96.97056245803833,89.94112491607666,90.66904640197754,-7.02943754196167,-6.301516056060791,12,-44,56,False,7.02943754196167,6.301516056060791,0.7279214859008789,0.10355330445083398,False,False
157183828-157183877-001,normal_intermediate,baseline,20260804,139.2132030725479,130.42640614509583,136.36753070354462,-8.786796927452087,-2.845672369003296,15,-58,73,False,8.786796927452087,2.845672369003296,5.9411245584487915,0.6761422401702805,False,False
157183964-157183980-001,normal_superficiel,baseline,20260804,96.97056245803833,89.94112467765808,93.69848418235779,-7.029437780380249,-3.272078275680542,12,-12,24,False,7.029437780380249,3.272078275680542,3.757359504699707,0.5345177839381142,False,False
157184013-157184031-001,normal_superficiel,baseline,20260804,96.38477599620819,88.7695517539978,94.42640614509583,-7.615224242210388,-1.9583698511123657,30,-85,115,False,7.615224242210388,1.9583698511123657,5.6568543910980225,0.7428349069148447,False,False
157184850-157184920-002,normal_columnar,baseline,20260804,175.9238796234131,172.9949473142624,171.09545254707336,-2.928932309150696,-4.828427076339722,5,-1,6,False,2.928932309150696,4.828427076339722,1.8994947671890259,0.6485280527837884,False,False
157184850-157184942-001,normal_superficiel,baseline,20260804,93.89949476718903,89.79898953437805,91.25483298301697,-4.100505232810974,-2.644661784172058,7,-56,63,False,4.100505232810974,2.644661784172058,1.455843448638916,0.35504001726170403,False,False
157185208-157185238-001,normal_superficiel,baseline,20260804,111.31370830535889,106.62741661071777,107.49747371673584,-4.686291694641113,-3.816234588623047,8,-47,55,False,4.686291694641113,3.816234588623047,0.8700571060180664,0.1856600405418633,False,False
157185433-157185479-002,normal_columnar,baseline,20260804,134.56854140758514,132.81118202209473,133.39696836471558,-1.7573593854904175,-1.1715730428695679,3,-34,37,False,1.7573593854904175,1.1715730428695679,0.5857863426208496,0.33333326549900727,False,False
157185433-157185479-003,normal_columnar,baseline,20260804,118.91168713569641,118.91168713569641,118.91168713569641,0.0,0.0,0,0,0,False,0.0,0.0,0.0,0.0,False,True
157185433-157185479-004,normal_columnar,baseline,20260804,136.22539508342743,136.22539508342743,136.22539508342743,0.0,0.0,0,0,0,False,0.0,0.0,0.0,0.0,False,True
157185433-157185479-006,normal_columnar,baseline,20260804,165.63960897922516,165.63960897922516,165.63960897922516,0.0,0.0,1,0,1,False,0.0,0.0,0.0,0.0,False,True
157185433-157185508-001,normal_columnar,baseline,20260804,146.81118202209473,144.81118190288544,144.12488985061646,-2.0000001192092896,-2.6862921714782715,2,-60,62,False,2.0000001192092896,2.6862921714782715,0.6862920522689819,0.3431460056813952,False,False
157185730-157185758-001,normal_columnar,baseline,20260804,272.69343185424805,267.17871284484863,267.86500465869904,-5.514719009399414,-4.828427195549011,8,-167,175,False,5.514719009399414,4.828427195549011,0.6862918138504028,0.12444728601415073,False,False
157185781-157185793-003,normal_columnar,baseline,20260804,213.72286880016327,213.72286880016327,213.72286880016327,0.0,0.0,0,0,0,False,0.0,0.0,0.0,0.0,False,True
157222534-157222607-001,normal_superficiel,baseline,20260804,73.31370830535889,68.62741661071777,68.18376541137695,-4.686291694641113,-5.129942893981934,8,-31,39,False,4.686291694641113,5.129942893981934,0.4436511993408203,0.09466999244800448,False,True
157222647-157222687-001,normal_intermediate,baseline,20260804,160.62741661071777,151.25483322143555,155.88224959373474,-9.372583389282227,-4.745167016983032,16,-51,67,False,9.372583389282227,4.745167016983032,4.627416372299194,0.49371834638364015,False,False
157222801-157222811-001,normal_intermediate,baseline,20260804,121.11269783973694,111.15432810783386,116.46803605556488,-9.958369731903076,-4.644661784172058,25,-112,137,False,9.958369731903076,4.644661784172058,5.313707947731018,0.5335921532123664,False,False
157223549-157223570-001,normal_intermediate,baseline,20260804,138.28427076339722,126.56854128837585,127.63960909843445,-11.715729475021362,-10.644661664962769,20,-86,106,False,11.715729475021362,10.644661664962769,1.0710678100585938,0.0914213504453286,False,True
157224412-157224429-001,normal_superficiel,baseline,20260804,100.48528122901917,96.97056245803833,97.94112479686737,-3.514718770980835,-2.5441564321517944,10,-91,101,False,3.514718770980835,2.5441564321517944,0.9705623388290405,0.27614224695371303,False,False
157224458-157224464-001,normal_intermediate,baseline,20260804,155.79898953437805,147.5979790687561,151.78174459934235,-8.201010465621948,-4.017244935035706,24,-231,255,False,8.201010465621948,4.017244935035706,4.183765530586243,0.5101524437902244,False,False
157224458-157224483-001,normal_superficiel,baseline,20260804,81.89949476718903,77.79898953437805,78.7695517539978,-4.100505232810974,-3.129943013191223,7,-25,32,False,4.100505232810974,3.129943013191223,0.970562219619751,0.23669332545990002,False,False
157227058-157227087-001,normal_columnar,baseline,20260804,305.03657734394073,301.5218584537506,304.450790643692,-3.5147188901901245,-0.5857867002487183,6,-9,15,False,3.5147188901901245,0.5857867002487183,2.9289321899414062,0.83333327115187,False,False
157227461-157227503-003,normal_columnar,baseline,20260804,182.85281252861023,180.85281217098236,181.09545242786407,-2.0000003576278687,-1.7573601007461548,2,-52,54,False,2.0000003576278687,1.7573601007461548,0.24264025688171387,0.12132010674713134,False,False
157266930-157266947-001,normal_columnar,baseline,20260804,207.68123960494995,205.9238805770874,206.4091613292694,-1.7573590278625488,-1.272078275680542,4,-73,77,False,1.7573590278625488,1.272078275680542,0.48528075218200684,0.2761420657293046,False,False
157268504-157268544-001,normal_superficiel,baseline,20260804,109.89949476718903,105.79898953437805,107.35533821582794,-4.100505232810974,-2.544156551361084,7,-28,35,False,4.100505232810974,2.544156551361084,1.5563486814498901,0.37955046831704287,False,False
158986766-158986776-001,normal_columnar,baseline,20260804,186.36753058433533,185.7817438840866,185.7817441225052,-0.5857867002487183,-0.5857864618301392,1,-1,2,False,0.5857867002487183,0.5857864618301392,2.384185791015625e-07,4.070057906748868e-07,False,True
158986813-158986820-001,normal_columnar,baseline,20260804,137.39696860313416,136.81118214130402,136.81118214130402,-0.5857864618301392,-0.5857864618301392,1,-12,13,False,0.5857864618301392,0.5857864618301392,0.0,0.0,False,True
158986920-158986928-004,normal_columnar,baseline,20260804,26.485281229019165,25.313708305358887,25.313708305358887,-1.1715729236602783,-1.1715729236602783,2,-2,4,False,1.1715729236602783,1.1715729236602783,0.0,0.0,False,True
204870858-204870872-001,light_dysplastic,baseline,20260804,229.4385985136032,225.33809304237366,227.23758840560913,-4.100505471229553,-2.2010101079940796,7,-68,75,False,4.100505471229553,2.2010101079940796,1.8994953632354736,0.4632344418420937,False,False
204870951-204870961-002,light_dysplastic,baseline,20260804,415.9655101299286,386.4335459470749,409.68837881088257,-29.5319641828537,-6.2771313190460205,53,-261,314,False,29.5319641828537,6.2771313190460205,23.254832863807678,0.7874461962577304,False,False
204871030-204871038-001,light_dysplastic,baseline,20260804,372.8944424390793,355.3208484649658,366.47517585754395,-17.573593974113464,-6.419266581535339,30,-193,223,False,17.573593974113464,6.419266581535339,11.154327392578125,0.6347209005174952,False,False
204871030-204871038-002,light_dysplastic,baseline,20260804,454.6518018245697,419.5046133995056,446.31579554080963,-35.14718842506409,-8.33600628376007,60,-245,305,False,35.14718842506409,8.33600628376007,26.811182141304016,0.7628258003756706,False,False
209047342-209047443-001,normal_superficiel,baseline,20260804,164.76955199241638,149.53910398483276,150.8528118133545,-15.230448007583618,-13.91674017906189,26,-101,127,False,15.230448007583618,13.91674017906189,1.3137078285217285,0.08625536345796268,False,True
209047526-209047626-001,normal_intermediate,baseline,20260804,153.2132030725479,144.42640614509583,145.2964632511139,-8.786796927452087,-7.916739821434021,15,-71,86,False,8.786796927452087,7.916739821434021,0.8700571060180664,0.09901868828899377,False,True
209047526-209047798-001,normal_superficiel,baseline,20260804,98.72792184352875,93.4558436870575,95.49747359752655,-5.272078156471252,-3.2304482460021973,9,-61,70,False,5.272078156471252,3.2304482460021973,2.041629910469055,0.38725334675910317,False,False
209307421-209307504-001,normal_intermediate,baseline,20260804,173.01219260692596,158.95331752300262,169.33809316158295,-14.05887508392334,-3.6740994453430176,73,-514,587,False,14.05887508392334,3.6740994453430176,10.384775638580322,0.7386633408853288,False,False
209522474-209522522-001,normal_intermediate,baseline,20260804,184.18376553058624,167.53910398483276,172.40916061401367,-16.64466154575348,-11.77460491657257,28,-219,247,False,16.64466154575348,11.77460491657257,4.870056629180908,0.292589706062446,False,False
209522940-209522970-001,normal_intermediate,baseline,20260804,155.94112491607666,144.22539520263672,152.85281193256378,-11.715729713439941,-3.0883129835128784,20,-73,93,False,11.715729713439941,3.0883129835128784,8.627416729927063,0.7363960197912336,False,False
209565409-209565503-001,normal_intermediate,baseline,20260804,152.04163014888763,142.08326029777527,145.5391035079956,-9.958369851112366,-6.502526640892029,17,-70,87,False,9.958369851112366,6.502526640892029,3.455843210220337,0.347029007948958,False,False
209565409-209565600-001,normal_intermediate,baseline,20260804,166.3847759962082,158.76955199241638,163.63960921764374,-7.615224003791809,-2.745166778564453,17,-82,99,False,7.615224003791809,2.745166778564453,4.870057225227356,0.6395159515731164,False,False
209565864-209565890-001,normal_intermediate,baseline,20260804,176.18376553058624,160.3675308227539,169.58073377609253,-15.816234707832336,-6.603031754493713,27,-105,132,False,15.816234707832336,6.603031754493713,9.213202953338623,0.5825155685617238,False,False
209565864-209565911-001,normal_intermediate,baseline,20260804,161.4558436870575,150.911687374115,155.78174436092377,-10.544156312942505,-5.674099326133728,18,-64,82,False,10.544156312942505,5.674099326133728,4.870056986808777,0.4618726090802531,False,False
209566047-209566095-001,normal_intermediate,baseline,20260804,178.5269113779068,165.0538227558136,174.71067678928375,-13.4730886220932,-3.816234588623047,23,-33,56,False,13.4730886220932,3.816234588623047,9.656854033470154,0.7167513184493438,False,False
209566205-209566247-001,normal_intermediate,baseline,20260804,154.28427076339722,142.56854152679443,150.95331752300262,-11.715729236602783,-3.3309532403945923,20,-51,71,False,11.715729236602783,3.3309532403945923,8.384775996208191,0.7156853685225256,False,False
209566205-209566289-001,normal_intermediate,baseline,20260804,162.1421353816986,156.28427076339722,158.71067690849304,-5.857864618301392,-3.4314584732055664,10,-64,74,False,5.857864618301392,3.4314584732055664,2.426406145095825,0.4142134213063141,False,False
209566399-209566485-001,normal_intermediate,baseline,20260804,164.62741661071777,155.25483322143555,160.6101711988449,-9.372583389282227,-4.017245411872864,16,-78,94,False,9.372583389282227,4.017245411872864,5.355337977409363,0.5713833374407018,False,False
148495842-148495854-001,light_dysplastic,baseline,20260805,225.3797231912613,222.79393696784973,223.3797231912613,-2.58578622341156,-2.0,3,-4,7,False,2.58578622341156,2.0,0.5857862234115601,0.22654085558499973,False,False
148497551-148497588-001,light_dysplastic,baseline,20260805,198.16651952266693,198.16651952266693,198.16651952266693,0.0,0.0,0,0,0,False,0.0,0.0,0.0,0.0,False,True
148497788-148497816-002,light_dysplastic,baseline,20260805,185.9827550649643,173.6812380552292,183.23758792877197,-12.301517009735107,-2.7451671361923218,21,-100,121,False,12.301517009735107,2.7451671361923218,9.556349873542786,0.7768432028326371,False,False
148503209-148503222-001,light_dysplastic,baseline,20260805,395.722869515419,379.3208477497101,392.5340507030487,-16.402021765708923,-3.1888188123703003,28,-132,160,False,16.402021765708923,3.1888188123703003,13.213202953338623,0.8055837958319845,False,False
148503209-148503231-001,light_dysplastic,baseline,20260805,355.722869515419,331.46298253536224,348.47517573833466,-24.259886980056763,-7.247693777084351,39,-230,269,False,24.259886980056763,7.247693777084351,17.012193202972412,0.7012478342111637,False,False
148503400-148503432-001,light_dysplastic,baseline,20260805,314.2670258283615,289.4213536977768,307.8061298131943,-24.845672130584717,-6.460896015167236,47,-125,172,False,24.845672130584717,6.460896015167236,18.38477611541748,0.7399588958105121,False,False
148503568-148503580-002,light_dysplastic,baseline,20260805,271.279217839241,264.59292578697205,264.8355665206909,-6.686292052268982,-6.44365131855011,10,-81,91,False,6.686292052268982,6.44365131855011,0.24264073371887207,0.036289281386763884,False,True
148718455-148718461-001,light_dysplastic,baseline,20260805,382.46803629398346,353.5218585729599,377.0609623193741,-28.94617772102356,-5.407073974609375,72,-283,355,False,28.94617772102356,5.407073974609375,23.539103746414185,0.8132024881930361,False,False
148719308-148719348-004,light_dysplastic,baseline,20260805,191.33809351921082,190.75230753421783,190.5096663236618,-0.585785984992981,-0.8284271955490112,1,-5,6,False,0.585785984992981,0.8284271955490112,0.24264121055603027,0.414214775996967,False,False
148719308-148719357-001,light_dysplastic,baseline,20260805,212.85281205177307,205.82337403297424,210.40916085243225,-7.029438018798828,-2.4436511993408203,12,-31,43,False,7.029438018798828,2.4436511993408203,4.585786819458008,0.6523689101737915,False,False
148848523-148848559-002,moderate_dysplastic,baseline,20260805,261.9655097723007,261.37972354888916,261.37972342967987,-0.5857862234115601,-0.5857863426208496,1,-56,57,False,0.5857862234115601,0.5857863426208496,1.1920928955078125e-07,2.035030609912919e-07,False,True
148881870-148882178-002,light_dysplastic,baseline,20260805,207.23758709430695,203.1370828151703,205.1370825767517,-4.100504279136658,-2.100504517555237,7,-32,39,False,4.100504279136658,2.100504517555237,1.999999761581421,0.4877448297657945,False,False
148882307-148882323-001,light_dysplastic,baseline,20260805,347.1959581375122,316.7350616455078,336.81832206249237,-30.460896492004395,-10.377636075019836,52,-204,256,False,30.460896492004395,10.377636075019836,20.083260416984558,0.6593128479411682,False,False
148882535-148882616-001,light_dysplastic,baseline,20260805,666.7766922712326,603.8132693767548,653.8376543521881,-62.963422894477844,-12.939037919044495,103,-442,545,False,62.963422894477844,12.939037919044495,50.02438497543335,0.7944991341920945,False,False
148882671-148882687-001,light_dysplastic,baseline,20260805,478.634556889534,453.2030966281891,467.7716383934021,-25.43146026134491,-10.862918496131897,42,-298,340,False,25.43146026134491,10.862918496131897,14.568541765213013,0.5728551021254874,False,False
149011613-149011656-001,light_dysplastic,baseline,20260805,279.7401144504547,257.48022866249084,273.0782079696655,-22.259885787963867,-6.661906480789185,38,-98,136,False,22.259885787963867,6.661906480789185,15.597979307174683,0.7007214437555047,False,False
149013033-149013072-001,moderate_dysplastic,baseline,20260805,200.40916097164154,199.8233743906021,199.82337427139282,-0.5857865810394287,-0.5857867002487183,1,-2,3,False,0.5857865810394287,0.5857867002487183,1.1920928955078125e-07,2.0350293675088025e-07,False,True
149014929-149014984-001,moderate_dysplastic,baseline,20260805,291.6639940738678,288.7350617647171,288.00713992118835,-2.928932309150696,-3.6568541526794434,5,-5,10,False,2.928932309150696,3.6568541526794434,0.7279218435287476,0.24852805278378848,False,False
149014929-149015008-003,moderate_dysplastic,baseline,20260805,316.24978017807007,308.39191496372223,312.0487698316574,-7.857865214347839,-4.201010346412659,12,-178,190,False,7.857865214347839,4.201010346412659,3.6568548679351807,0.46537510738387994,False,False
149014929-149015022-001,light_dysplastic,baseline,20260805,348.93607234954834,337.2203427553177,342.5756812095642,-11.715729594230652,-6.360391139984131,30,-215,245,False,11.715729594230652,6.360391139984131,5.355338454246521,0.45710669669977094,False,False
149014929-149015022-002,light_dysplastic,baseline,20260805,321.5807341337204,307.86500430107117,316.0487701892853,-13.715729832649231,-5.53196394443512,22,-129,151,False,13.715729832649231,5.53196394443512,8.183765888214111,0.5966700998100218,False,False
149053341-149053350-001,moderate_dysplastic,baseline,20260805,249.1959581375122,242.7523069381714,246.55129647254944,-6.44365119934082,-2.6446616649627686,15,-82,97,False,6.44365119934082,2.6446616649627686,3.7989895343780518,0.5895709461689492,False,False
149053945-149053969-001,moderate_dysplastic,baseline,20260805,204.50966596603394,201.58073377609253,201.09545254707336,-2.9289321899414062,-3.4142134189605713,5,-3,8,False,2.9289321899414062,3.4142134189605713,0.48528122901916504,0.1656853752660191,False,False
149053945-149053976-001,moderate_dysplastic,baseline,20260805,231.7401144504547,217.6812388896942,220.55129647254944,-14.058875560760498,-11.188817977905273,41,-217,258,False,14.058875560760498,11.188817977905273,2.8700575828552246,0.2041455997281743,False,False
149054642-149054677-003,light_dysplastic,baseline,20260805,186.85281205177307,184.50966608524323,184.36753058433533,-2.343145966529846,-2.485281467437744,4,-31,35,False,2.343145966529846,2.485281467437744,0.14213550090789795,0.06066011376935167,False,True
149056321-149056343-001,severe_dysplastic,baseline,20260805,336.8944424390793,318.73506140708923,327.3624781370163,-18.15938103199005,-9.531964302062988,31,-192,223,False,18.15938103199005,9.531964302062988,8.627416729927063,0.47509420694068677,False,False
149056321-149056360-001,severe_dysplastic,baseline,20260805,212.9949471950531,212.40916073322296,212.40916097164154,-0.5857864618301392,-0.5857862234115601,6,-1,7,False,0.5857864618301392,0.5857862234115601,2.384185791015625e-07,4.070059563286679e-07,False,True
149056410-149056458-001,severe_dysplastic,baseline,20260805,140.7106772661209,140.12489068508148,140.12489080429077,-0.5857865810394287,-0.5857864618301392,1,-1,2,False,0.5857865810394287,0.5857864618301392,1.1920928955078125e-07,2.0350293675088025e-07,False,True
149056873-149056884-001,severe_dysplastic,baseline,20260805,167.1959581375122,164.85281240940094,164.85281229019165,-2.343145728111267,-2.3431458473205566,4,-73,77,False,2.343145728111267,2.3431458473205566,1.1920928955078125e-07,5.0875747129425e-08,False,True
149056873-149056884-002,severe_dysplastic,baseline,20260805,156.02438533306122,154.2670260667801,154.26702535152435,-1.757359266281128,-1.7573599815368652,3,-40,43,False,1.757359266281128,1.7573599815368652,7.152557373046875e-07,4.0700598393764454e-07,False,True
149056933-149056982-002,severe_dysplastic,baseline,20260805,136.225395321846,135.05382239818573,135.0538226366043,-1.1715729236602783,-1.1715726852416992,2,-15,17,False,1.1715729236602783,1.1715726852416992,2.384185791015625e-07,2.0350297816433394e-07,False,True
149057756-149057766-002,moderate_dysplastic,baseline,20260805,283.62236428260803,281.2792184352875,281.8650051355362,-2.3431458473205566,-1.7573591470718384,4,-80,84,False,2.3431458473205566,1.7573591470718384,0.5857867002487183,0.25000010175148907,False,False
