cell_id,class,model,seed,raw_perimeter,closing_perimeter,null_perimeter,delta_perimeter_closing,delta_perimeter_null,delta_area_closing,delta_area_null,abs_delta_area_closing_minus_null,closing_fallback_to_raw,null_target_reduction,null_achieved_reduction,null_matching_error_abs,null_matching_error_pct,null_raw_fallback,null_within_tolerance
149011613-149011656-001,light_dysplastic,baseline,20260803,271.9827550649643,247.9655101299286,259.17871248722076,-24.017244935035706,-12.80404257774353,44,-184,228,False,24.017244935035706,12.80404257774353,11.213202357292175,0.4668812924889091,False,False
149013033-149013072-001,moderate_dysplastic,baseline,20260803,196.16652023792267,193.58073365688324,193.2375876903534,-2.5857865810394287,-2.928932547569275,3,-74,77,False,2.5857865810394287,2.928932547569275,0.3431459665298462,0.1327046744870604,False,False
149014929-149014984-001,moderate_dysplastic,baseline,20260803,254.20815014839172,253.03657746315002,253.0365767478943,-1.1715726852416992,-1.1715734004974365,2,-76,78,False,1.1715726852416992,1.1715734004974365,7.152557373046875e-07,6.105090587334135e-07,False,True
149014929-149015008-003,moderate_dysplastic,baseline,20260803,268.9949473142624,264.0660148859024,266.69343161582947,-4.928932428359985,-2.3015156984329224,7,-109,116,False,4.928932428359985,2.3015156984329224,2.627416729927063,0.5330600019609701,False,False
149014929-149015022-001,light_dysplastic,baseline,20260803,519.1614681482315,507.1442220211029,508.1564155817032,-12.017246127128601,-11.00505256652832,55,-349,404,False,12.017246127128601,11.00505256652832,1.0121935606002808,0.08422841222460126,False,True
149014929-149015022-002,light_dysplastic,baseline,20260803,404.30865597724915,380.29141116142273,397.68837904930115,-24.017244815826416,-6.620276927947998,49,-250,299,False,24.017244815826416,6.620276927947998,17.396967887878418,0.7243531896054332,False,False
149053341-149053350-001,moderate_dysplastic,baseline,20260803,275.4385986328125,265.4802280664444,273.03657722473145,-9.958370566368103,-2.4020214080810547,17,-70,87,False,9.958370566368103,2.4020214080810547,7.556349158287048,0.75879373115585,False,False
149053945-149053969-001,moderate_dysplastic,baseline,20260803,226.89444208145142,220.5512956380844,226.0660148859024,-6.343146443367004,-0.8284271955490112,8,-16,24,False,6.343146443367004,0.8284271955490112,5.514719247817993,0.8693980656216296,False,False
149053945-149053976-001,moderate_dysplastic,baseline,20260803,21.41421353816986,20.82842707633972,20.82842707633972,-0.5857864618301392,-0.5857864618301392,1,-1,2,False,0.5857864618301392,0.5857864618301392,0.0,0.0,False,True
149054642-149054677-003,light_dysplastic,baseline,20260803,184.02438509464264,182.26702535152435,182.26702570915222,-1.7573597431182861,-1.7573593854904175,3,-41,44,False,1.7573597431182861,1.7573593854904175,3.5762786865234375e-07,2.0350293675088025e-07,False,True
149056321-149056343-001,severe_dysplastic,baseline,20260803,319.23758828639984,308.6934313774109,316.89444231987,-10.544156908988953,-2.343145966529846,18,-9,27,False,10.544156908988953,2.343145966529846,8.201010942459106,0.7777777790339689,False,False
149056321-149056360-001,severe_dysplastic,baseline,20260803,227.7228696346283,234.45079123973846,225.27921855449677,6.7279216051101685,-2.4436510801315308,7,-97,104,False,6.7279216051101685,2.4436510801315308,4.284270524978638,0.6367896025608467,False,False
149056410-149056458-001,severe_dysplastic,baseline,20260803,144.9533176422119,144.36753165721893,144.1248905658722,-0.585785984992981,-0.8284270763397217,1,-1,2,False,0.585785984992981,0.8284270763397217,0.24264109134674072,0.41421457249382315,False,False
149056873-149056884-001,severe_dysplastic,baseline,20260803,169.78174471855164,167.43859899044037,167.92387974262238,-2.343145728111267,-1.8578649759292603,4,-46,50,False,2.343145728111267,1.8578649759292603,0.48528075218200684,0.20710651768687718,False,False
149056873-149056884-002,severe_dysplastic,baseline,20260803,153.09545290470123,151.92388010025024,152.26702547073364,-1.1715728044509888,-0.8284274339675903,2,-50,52,False,1.1715728044509888,0.8284274339675903,0.34314537048339844,0.2928929121431766,False,False
149056933-149056982-002,severe_dysplastic,baseline,20260803,131.98275518417358,131.39696860313416,131.39696836471558,-0.5857865810394287,-0.5857868194580078,1,-14,15,False,0.5857865810394287,0.5857868194580078,2.384185791015625e-07,4.070058735017605e-07,False,True
149057756-149057766-002,moderate_dysplastic,baseline,20260803,287.27921891212463,284.9360727071762,286.0071396827698,-2.3431462049484253,-1.2720792293548584,4,-91,95,False,2.3431462049484253,1.2720792293548584,1.071066975593567,0.45710633563181435,False,False
149057756-149057788-002,moderate_dysplastic,baseline,20260803,400.83556735515594,381.0193325281143,393.4041086435318,-19.816234827041626,-7.4314587116241455,30,-207,237,False,19.816234827041626,7.4314587116241455,12.38477611541748,0.6249812955646332,False,False
149057812-149057825-003,moderate_dysplastic,baseline,20260803,299.23758828639984,286.93607199192047,295.60511815547943,-12.30151629447937,-3.63247013092041,21,-133,154,False,12.30151629447937,3.63247013092041,8.66904616355896,0.7047136268436618,False,False
149057812-149057825-005,moderate_dysplastic,baseline,20260803,178.6101713180542,177.43859839439392,177.4385986328125,-1.1715729236602783,-1.1715726852416992,2,-35,37,False,1.1715729236602783,1.1715726852416992,2.384185791015625e-07,2.0350297816433394e-07,False,True
149057812-149057847-004,moderate_dysplastic,baseline,20260803,225.2375875711441,225.2375875711441,225.2375875711441,0.0,0.0,0,0,0,False,0.0,0.0,0.0,0.0,False,True
149057812-149057847-005,moderate_dysplastic,baseline,20260803,271.37972378730774,268.45079135894775,269.42135417461395,-2.9289324283599854,-1.9583696126937866,5,-95,100,False,2.9289324283599854,1.9583696126937866,0.9705628156661987,0.33137084565984737,False,False
