cell_id,class,model,delta_closing_circularity_ae,delta_null_circularity_ae,delta_specific_circularity_ae,delta_closing_perimeter_ae,delta_null_perimeter_ae,delta_specific_perimeter_ae,delta_closing_nc_ae,delta_null_nc_ae,delta_specific_nc_ae,delta_closing_area_ae,delta_null_area_ae,delta_specific_area_ae,delta_closing_nucleus_dice,delta_null_nucleus_dice,delta_specific_nucleus_dice,delta_closing_foreground_dice,delta_null_foreground_dice,delta_specific_foreground_dice,closing_benefit_circularity_ae,null_benefit_circularity_ae,raw_circularity_signed_bias,roundness_group,raw_invalid_rate,closing_invalid_rate,null_invalid_rate
149097324-149097373-001,moderate_dysplastic,nc_aware_lambda_0p10,-0.01799695402260404,-0.0018375804495600612,-0.016159373573043978,7.615224480628967,2.9878077507019043,4.627416729927063,-0.001535324770351898,0.010191300560727312,-0.01172662533107921,-17.0,114.0,-131.0,0.0007749080537787778,-0.006718663774956557,0.007493571828735335,0.0004664905287972143,-0.004047244788837001,0.004513735317634215,0.01799695402260404,0.0018375804495600612,-0.010715406392646565,under_circular,0.0,0.0,0.0
149097594-149097637-001,moderate_dysplastic,nc_aware_lambda_0p10,-0.043878534129309976,-0.002691427295790527,-0.04118710683351945,-15.12994372844696,-24.159380793571472,9.029437065124512,0.005827481157301806,-0.041383265486974796,0.0472107466442766,25.0,-183.0,208.0,0.00010293094963320648,0.007182909988921349,-0.007079979039288142,-0.0004228107976297357,0.007594889743327338,-0.008017700540957073,0.043878534129309976,0.002691427295790527,-0.19357895256019353,under_circular,0.0,0.0,0.0
149097594-149097637-002,moderate_dysplastic,nc_aware_lambda_0p10,0.004362095306529645,0.0028213066562220446,0.0015407886503076007,0.5857863426208496,0.5857870578765869,-7.152557373046875e-07,0.0005143262365616685,-0.004105151019178077,0.004619477255739746,2.0,-26.0,28.0,-0.0001234926740230069,0.0002120920620274358,-0.0003355847360504427,-3.374608777717558e-05,0.0015713184323994378,-0.0016050645201766134,-0.004362095306529645,-0.0028213066562220446,0.06057559942617574,over_circular,0.0,0.0,0.0
149098972-149098988-002,severe_dysplastic,nc_aware_lambda_0p10,0.011437198302931995,-0.0013689935052542124,0.012806191808186207,1.7573590278625488,2.0000001192092896,-0.24264109134674072,-0.0005703108338042107,0.0014238104954285569,-0.0019941213292327675,-3.0,34.0,-37.0,0.00044054854083397377,-0.003093977742808063,0.0035345262836420366,0.0004688657098653737,-0.005774233439394982,0.006243099149260356,-0.011437198302931995,0.0013689935052542124,0.27777258702771995,over_circular,0.0,0.0,0.0
149099096-149099104-001,severe_dysplastic,nc_aware_lambda_0p10,0.00976289439976652,-0.006429560644539256,0.016192455044305776,-1.1715730428695679,-1.1715730428695679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00019177163344619164,0.000191802743604641,-0.00038357437705083264,-0.00976289439976652,0.006429560644539256,0.030172511411213687,over_circular,0.0,0.0,0.0
149099276-149099290-001,light_dysplastic,nc_aware_lambda_0p10,-0.11952625059748412,-0.0016357352370452993,-0.11789051536043882,19.622363686561584,5.7817442417144775,13.840619444847107,-0.0021117758681437893,0.007758008091607621,-0.00986978395975141,-44.0,163.0,-207.0,0.00478027771668621,-0.01807083752794214,0.02285111524462835,0.0027978135864012987,-0.010539217995448436,0.013337031581849734,0.11952625059748412,0.0016357352370452993,-0.1823058123279877,under_circular,0.0,0.0,0.0
149099276-149099290-002,light_dysplastic,nc_aware_lambda_0p10,-0.010917996895088766,-0.015316587236337331,0.004398590341248565,-5.005052208900452,-7.289323329925537,2.2842711210250854,9.592786652194707e-05,0.0010225178708494626,-0.0009265900043275155,-33.0,-54.0,21.0,0.0036638547523670795,0.005789250662948664,-0.0021253959105815845,0.001960870318387431,-0.005059015482707041,0.007019885801094472,0.010917996895088766,0.015316587236337331,-0.06599844464748084,under_circular,0.0,0.0,0.0
149099502-149099525-002,light_dysplastic,nc_aware_lambda_0p10,-0.04964033081269437,-0.010979579323676436,-0.03866075148901793,-12.904549241065979,-5.6324697732925415,-7.2720794677734375,-0.0012677567361805697,0.0046098385499915295,-0.005877595286172099,30.0,-101.0,131.0,-0.00264512588735788,0.006212096518886767,-0.008857222406244647,-0.0014767343286872237,-0.0018204675543984639,0.0003437332257112402,0.04964033081269437,0.010979579323676436,-0.08506499986302307,under_circular,0.0,0.0,0.0
149100006-149100028-002,severe_dysplastic,nc_aware_lambda_0p10,-0.007234950023840558,0.010499704485452122,-0.01773465450929268,3.514718770980835,3.6152241230010986,-0.10050535202026367,-0.0025731637071039204,0.014379792806481606,-0.016952956513585526,-12.0,68.0,-80.0,0.004288790756335037,-0.024857855696132747,0.029146646452467784,0.0026193794766686818,-0.015097968966715225,0.017717348443383907,0.007234950023840558,-0.010499704485452122,-0.04772185871874801,under_circular,0.0,0.0,0.0
149100064-149100072-001,moderate_dysplastic,nc_aware_lambda_0p10,-0.1239865116274953,-0.0019523237602230292,-0.12203418786727227,-31.875109791755676,-8.134995937347412,-23.740113854408264,0.003952812509569248,-0.017055277079453313,0.02100808958902256,55.0,-241.0,296.0,-0.0017455375487843705,0.008147521533748203,-0.009893059082532574,-0.0013401225650817583,0.006156033479500667,-0.007496156044582425,0.1239865116274953,0.0019523237602230292,-0.14374442462840242,under_circular,0.0,0.0,0.0
149101620-149101650-001,moderate_dysplastic,nc_aware_lambda_0p10,0.017806393939791776,0.008170584832110306,0.00963580910768147,6.443651437759399,6.402020692825317,0.04163074493408203,-0.001716029914666295,0.013429539549581648,-0.015145569464247943,-17.0,29.0,-46.0,0.0020017099661209237,-0.0034323604191821566,0.00543407038530308,0.0013789250852876966,-0.0023594808857312355,0.003738405971018932,-0.017806393939791776,-0.008170584832110306,-0.022679892962953252,under_circular,0.0,0.0,0.0
149102442-149102451-001,light_dysplastic,nc_aware_lambda_0p10,0.0016004107815638102,0.0,0.0016004107815638102,0.0,0.0,0.0,0.0002780599904671499,-0.011318707978015263,0.011596767968482413,1.0,-41.0,42.0,-0.00013752310036019288,-0.0005699775158416465,0.0004324544154814536,-0.0001174484621110361,-0.000110022701949819,-7.425760161217099e-06,-0.0016004107815638102,0.0,0.024705357738430078,over_circular,0.0,0.0,0.0
149102510-149102519-001,moderate_dysplastic,nc_aware_lambda_0p10,0.04162655527410708,-0.005129036538123799,0.04675559181223088,5.85786497592926,2.4436511993408203,3.41421377658844,-0.00184403290818419,-0.0008257626253306838,-0.0010182702828535062,14.0,32.0,-18.0,0.00018212874397915968,-0.0007261236094188162,0.0009082523533979758,0.0001309344865730866,-0.0006712471064829195,0.0008021815930560061,-0.04162655527410708,0.005129036538123799,0.020369911207536617,over_circular,0.0,0.0,0.0
