cell_id,class,model,delta_closing_circularity_ae,delta_null_circularity_ae,delta_specific_circularity_ae,delta_closing_perimeter_ae,delta_null_perimeter_ae,delta_specific_perimeter_ae,delta_closing_nc_ae,delta_null_nc_ae,delta_specific_nc_ae,delta_closing_area_ae,delta_null_area_ae,delta_specific_area_ae,delta_closing_nucleus_dice,delta_null_nucleus_dice,delta_specific_nucleus_dice,delta_closing_foreground_dice,delta_null_foreground_dice,delta_specific_foreground_dice,closing_benefit_circularity_ae,null_benefit_circularity_ae,raw_circularity_signed_bias,roundness_group,raw_invalid_rate,closing_invalid_rate,null_invalid_rate
149057812-149057847-005,moderate_dysplastic,baseline,0.023920688931095446,-0.002472963135045303,0.02639365206614075,3.5147173404693604,2.2010104656219482,1.313706874847412,0.0007091080250808401,0.011055664761779493,-0.010346556736698653,-6.0,97.0,-103.0,0.0006501666274746354,-0.006832804853628471,0.007482971481103107,0.0004618726411839136,-0.004735448753918736,0.00519732139510265,-0.023920688931095446,0.002472963135045303,0.0061783346747366075,over_circular,0.0,0.0,0.0
149058262-149058272-003,moderate_dysplastic,baseline,-0.026284067150528667,0.004081214885656936,-0.030365282036185604,2.343145251274109,2.544156551361084,-0.2010113000869751,-0.00195645080044321,0.01927896762428949,-0.0212354184247327,-12.0,94.0,-106.0,0.001342379033040686,-0.010628507996996883,0.01197088703003757,0.000919147749594007,-0.007246591645575617,0.008165739395169624,0.026284067150528667,-0.004081214885656936,-0.05505647061292129,under_circular,0.0,0.0,0.0
149061666-149061699-003,moderate_dysplastic,baseline,-0.02938153012517375,-0.011999788931795208,-0.01738174119337854,4.100505471229553,3.958370327949524,0.1421351432800293,0.0007455233970994346,-0.006179823573840226,0.006925346970939661,-7.0,104.0,-111.0,0.0011515626974564208,-0.014517861565746304,0.015669424263202725,0.000698360282453292,-0.008720124238826843,0.009418484521280135,0.02938153012517375,0.011999788931795208,-0.042077667773443905,under_circular,0.0,0.0,0.0
149095913-149095926-001,light_dysplastic,baseline,-0.07636613608439169,-0.0767676373825038,0.0004015012981121169,-39.77460515499115,-27.83347976207733,-11.941125392913818,-0.010803463815148878,0.0005634440087455006,-0.011366907823894379,-95.0,249.0,-344.0,0.011944864972862512,-0.03248929910868392,0.044434164081546434,0.007321294281588897,-0.01973302839758484,0.027054322679173737,0.07636613608439169,0.0767676373825038,-0.5807450759378812,under_circular,0.0,0.0,0.0
149097324-149097373-001,moderate_dysplastic,baseline,0.010948223254424128,-0.009153219566573445,0.020101442820997573,0.30151569843292236,-2.325900077819824,2.6274157762527466,0.0012294535848937915,-0.0005020765249027503,0.0017315301097965419,-12.0,30.0,-42.0,0.0008685971680939542,-0.0036771200851301034,0.0045457172532240575,0.0005428395240321127,-0.0026309924469201107,0.0031738319709522234,-0.010948223254424128,0.009153219566573445,-0.004038901242082504,under_circular,0.0,0.0,0.0
149097594-149097637-001,moderate_dysplastic,baseline,-0.05430075313503974,0.0001343909009527411,-0.05443514403599248,-15.816234946250916,-6.402020812034607,-9.414214134216309,0.00963072361282269,-0.051203711181099454,0.06083443479392214,42.0,-201.0,243.0,-0.003642158308870047,0.019534435614689483,-0.02317659392355953,-0.0030843637320941975,0.016074216617388504,-0.0191585803494827,0.05430075313503974,-0.0001343909009527411,-0.2197123027328502,under_circular,0.0,0.0,0.0
149097594-149097637-002,moderate_dysplastic,baseline,0.004255665264203068,0.002743395523222114,0.0015122697409809538,0.0,0.0,0.0,0.0,0.0,0.0,7.0,71.0,-64.0,0.0006990428927883263,-0.001975262678911127,0.0026743055716994535,0.0,0.0,0.0,-0.004255665264203068,-0.002743395523222114,0.06978109202247063,over_circular,0.0,0.0,0.0
149098972-149098988-002,severe_dysplastic,baseline,0.015907115124675908,-0.008766285382809436,0.024673400507485344,2.5857865810394287,1.5147188901901245,1.0710676908493042,-0.0005934739231504005,0.0035506676235024237,-0.004144141546652824,5.0,-22.0,27.0,-0.0008703649540017233,-0.0010966050324315857,0.00022624007842986238,0.00031797659079368934,-0.0019109179156129308,0.00222889450640662,-0.015907115124675908,0.008766285382809436,0.23306311004329044,over_circular,0.0,0.0,0.0
149099096-149099104-001,severe_dysplastic,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05346777391157764,over_circular,0.0,0.0,0.0
149099276-149099290-001,light_dysplastic,baseline,-0.10093655225190623,-0.017934331310892837,-0.0830022209410134,-6.661906480789185,-14.86291754245758,8.201011061668396,-0.0032028522916338065,0.010460495198035824,-0.01366334748966963,-56.0,185.0,-241.0,0.006519158623862875,-0.022069062907961845,0.02858822153182472,0.003781471451003382,-0.012749364843244737,0.01653083629424812,0.10093655225190623,0.017934331310892837,-0.25103803170396544,under_circular,0.0,0.0,0.0
