seed,cell_id,class,delta_nc_error,delta_foreground_dice,delta_nucleus_dice,delta_cytoplasm_dice,delta_circularity_error,delta_nucleus_area_error,delta_cytoplasm_area_error,baseline_nc_error,nc_aware_nc_error,baseline_foreground_dice,nc_aware_foreground_dice
20260803,149061666-149061726-001,light_dysplastic,-0.0786018293304844,0.04030080413345849,-0.0013303401056122821,0.08193194837252926,-0.014610658697371215,4.0,-2407.0,0.15804368493691637,0.07944185560643197,0.8553765501452752,0.8956773542787337
20260803,149062593-149062608-001,moderate_dysplastic,0.5350967875301227,0.04127018508752678,0.016631118876923145,0.06590925129813063,-0.00498350513591983,-213.0,1319.0,0.3095896447851755,0.8446864323152982,0.759640862652118,0.8009110477396448
20260803,149096927-149096943-002,severe_dysplastic,0.014913114931553562,-0.026340073176891687,-0.08237597389785689,0.029695827544073516,0.05996417937544585,334.0,-867.0,1.6088998526969542,1.6238129676285078,0.5554409347825234,0.5291008616056317
20260803,149099398-149099421-001,light_dysplastic,-0.063122867801854,-0.04173810722585025,0.013546493056584619,-0.09702270750828501,0.030304056429600323,-187.0,-8855.0,0.07891067223642517,0.015787804434571173,0.8606667457851067,0.8189286385592565
20260803,149099502-149099544-001,moderate_dysplastic,-0.026249215590666952,0.046714660024557375,0.05523907863114008,0.03819024141797456,0.05422120136538089,-915.0,1205.0,0.2129822310712794,0.18673301548061244,0.7973017669993512,0.8440164270239086
20260803,149101620-149101650-002,moderate_dysplastic,-0.058772488367609954,0.024180992542415125,-0.0036814074396069874,0.05204339252443724,0.0030997104436295553,93.0,-768.0,0.20855583289041113,0.14978334452280118,0.8763297991995391,0.9005107917419543
20260803,149102510-149102527-003,moderate_dysplastic,-0.0334684928783896,-0.030207419986266637,-0.014471064872131567,-0.045943775100401596,-0.07281268931413776,108.0,-727.0,0.10709199166714256,0.07362349878875296,0.8920268025188735,0.8618193825326068
20260803,149105131-149105155-002,severe_dysplastic,0.34193034327634586,-0.05270209866026487,-0.056090824683378226,-0.04931337263715141,-0.01842360097227702,436.0,593.0,0.009195006127450944,0.3511253494037968,0.9227267669792982,0.8700246683190334
20260803,149105131-149105155-003,severe_dysplastic,0.8723561199693277,-0.11534636736756576,-0.08599493800967362,-0.14469779672545802,0.0029761324830300806,333.0,520.0,0.5338627099196172,1.4062188298889449,0.7331417513428015,0.6177953839752357
20260803,149105131-149105205-002,moderate_dysplastic,0.0400203006028193,-0.0404585426722428,-0.07855456367920899,-0.002362521665276618,0.25865005019067017,489.0,-534.0,0.15492566855213213,0.19494596915495144,0.8693644479820951,0.8289059053098523
20260803,149143370-149143378-002,carcinoma_in_situ,0.09577211603813729,0.08021399144201735,0.029822354603589285,0.13060562828044534,-0.06364957105505448,-230.0,-377.0,0.0425043840940329,0.1382765001321702,0.5025643027601728,0.5827782942021902
20260803,149143469-149143479-002,severe_dysplastic,-0.277123570428288,0.17448927907485434,0.12039106980895875,0.22858748834074993,-0.06366855015214334,344.0,-4744.0,0.34028500767525155,0.06316143724696355,0.6887211361588814,0.8632104152337358
20260803,149146635-149146651-001,carcinoma_in_situ,-0.720928611760512,-0.007918661291295703,-0.030127019895922258,0.01428969731333074,0.00014790168760026035,167.0,-1519.0,0.7563289178837458,0.03540030612323375,0.777713645157198,0.7697949838659023
20260803,149146886-149146936-002,carcinoma_in_situ,-0.6065452475811042,-0.03533494414703042,-0.015362445799008917,-0.05530744249505182,-0.021752694360675395,117.0,-753.0,0.8422606959969898,0.23571544841588565,0.8256975343914691,0.7903625902444387
20260803,149147848-149147864-001,carcinoma_in_situ,-0.3147706665610175,0.19673497228197678,0.2309770162679815,0.16249292829597206,-0.10767972972264872,-1154.0,-2718.0,0.4274463555932234,0.11267568903220593,0.6597516615107203,0.8564866337926971
20260803,149148124-149148181-001,carcinoma_in_situ,-0.13576078552822013,-0.00727512650766271,0.0029654163406650502,-0.01751566935599047,-0.027392606347036996,-294.0,-969.0,0.14291904062551564,0.007158255097295507,0.8915952023139115,0.8843200758062488
20260803,149148124-149148181-004,carcinoma_in_situ,0.272380258679048,-0.02121612137900364,-0.004646967693925141,-0.037785275064082136,-0.03390023316965929,89.0,514.0,0.12725209415508443,0.39963235283413245,0.8778076240009866,0.8565915026219829
20260803,149181806-149181819-002,severe_dysplastic,-0.327034199982557,0.025315140566200878,0.001047409977042335,0.04958287115535953,0.006161328309715386,93.0,-3552.0,0.3669010704904856,0.03986687050792859,0.8780277562521142,0.903342896818315
20260803,149182550-149182571-003,carcinoma_in_situ,-0.02191905154685425,0.03349579242930889,0.0026872986223480666,0.06430428623626983,-0.00791550320917922,-61.0,-937.0,0.15273383733760582,0.13081478579075156,0.8871737694065824,0.9206695618358913
20260803,149182550-149182608-002,carcinoma_in_situ,-0.14260031603625745,-0.06714292876746364,-0.1244815821378511,-0.009804275397076179,-0.005576715070440219,704.0,-912.0,0.4769223474455029,0.33432203140924543,0.79516468772583,0.7280217589583664
20260803,149182550-149182608-005,carcinoma_in_situ,0.49337558537890525,-0.015120409328620465,-0.013056500101646051,-0.01718431855559477,-0.044735657974833476,220.0,177.0,0.059874012598740256,0.5532495979776455,0.8083895274914336,0.7932691181628131
20260803,149182657-149182667-002,carcinoma_in_situ,-0.13694547069991908,0.06872574861417546,0.0166197849452292,0.12083171228312184,0.003650500484611241,-124.0,-1169.0,0.353603108823176,0.21665763812325695,0.7992623066617619,0.8679880552759374
20260803,149185405-149185423-002,carcinoma_in_situ,0.08442540899356565,-0.025395313326045832,-0.022606156061700133,-0.028184470590391586,-0.024909784879819763,179.0,117.0,4.10044038957141,4.184865798564975,0.6397063398352069,0.614311026509161
20260803,149185604-149185629-001,carcinoma_in_situ,-0.32537012221465544,-0.002413907078846478,0.0007844877310593246,-0.00561230188875228,-0.020147026700973125,-6.0,-888.0,1.6012384155299788,1.2758682933153234,0.7401185627955661,0.7377046557167196
20260803,149185698-149185721-004,carcinoma_in_situ,-0.8473186495846394,0.03370956529180957,0.044394840242681255,0.023024290340938003,-0.018309542106774823,-248.0,-746.0,1.1194112490829102,0.2720925994982708,0.7660182298066118,0.7997277950984214
20260803,149185850-149185864-001,carcinoma_in_situ,-0.3924551919091215,0.05934485196684758,0.04657030571938048,0.07211939821431468,-0.003340108820091614,-575.0,-986.0,0.47071759667196544,0.07826240476284396,0.8328861315676837,0.8922309835345312
20260803,149187049-149187073-001,carcinoma_in_situ,-0.49218219733440915,0.013768749711673745,0.02045659938590938,0.007080900037438109,0.0026922355359684236,-115.0,-294.0,0.601366131439639,0.10918393410522986,0.8462767567943346,0.8600455065060083
20260803,149315229-149315291-003,severe_dysplastic,-0.5986679736060885,0.05249827590909395,-0.0009739986714428772,0.10597055048963067,-0.011263476364867131,-42.0,-1540.0,0.7999194415263264,0.20125146792023796,0.8078532883872149,0.8603515642963089
20260803,149315960-149315967-001,moderate_dysplastic,-0.016616054990340468,0.2382176768755595,0.12184563365720569,0.3545897200939133,-0.24387538730955205,-2321.0,-3773.0,0.18301890552230338,0.1664028505319629,0.6063936486567325,0.844611325532292
20260803,149316117-149316122-002,carcinoma_in_situ,0.21797108462887893,-0.0029272738584668057,-0.006991686201581415,0.001137138484647915,-0.01153852101422137,86.0,170.0,0.42468135463436707,0.642652439263246,0.7610735423025053,0.7581462684440385
20260803,149316426-149316462-001,carcinoma_in_situ,-0.16825827674942384,0.02724561000500003,0.014576656938861676,0.0399145630711385,-0.004912645140305316,2.0,-243.0,0.263514443732346,0.09525616698292216,0.8397192878043942,0.8669648978093942
20260803,149317002-149317010-001,severe_dysplastic,0.28692821415058045,-0.07009920396528724,-0.05076684263074105,-0.08943156529983332,0.13004332468448976,184.0,181.0,0.050919044675218794,0.33784725882579925,0.9100633247224008,0.8399641207571136
20260803,149317114-149317152-004,carcinoma_in_situ,-0.08756180136104452,-0.008857212302024964,0.018593130779392286,-0.0363075553834421,-0.001502468833591064,-49.0,7.0,0.17163788719385265,0.08407608583280812,0.9103310114286625,0.9014737991266375
20260803,149317204-149317230-001,severe_dysplastic,-0.06111425576096696,0.0018032176734531502,0.0293986267502776,-0.02579219140337141,0.002520183664809439,-122.0,100.0,0.3121787346285092,0.25106447886754224,0.8597560097232331,0.8615592273966862
20260803,149788716-149788727-003,light_dysplastic,0.0692769048819879,0.010733526326730858,0.055733259135176794,-0.03426620648171497,0.008465027400150316,-329.0,637.0,0.0031671842904740233,0.07244408917246192,0.8884807718008083,0.8992142981275392
20260803,153276386-153276405-004,moderate_dysplastic,-0.06521333721483724,0.012221485681896849,0.006465467829026905,0.017977503534766792,-0.005331071259569997,-27.0,-2124.0,0.11673438622892085,0.05152104901408361,0.867245271111116,0.8794667567930129
20260803,153314759-153314767-002,light_dysplastic,-0.09738824213336489,0.022992943892233053,-0.017730537945850555,0.06371642573031677,0.006351352031288782,122.0,-1758.0,0.2298761259821432,0.1324878838487783,0.8639795015146903,0.8869724454069233
20260803,153314857-153314882-002,light_dysplastic,-0.04844372765424998,0.08195408134096116,0.09845417975024551,0.06545398293167692,-0.10106865823446054,-1395.0,-930.0,0.07680915622139395,0.02836542856714397,0.8131891411129486,0.8951432224539098
20260803,153314956-153314985-001,severe_dysplastic,-0.3376179434454798,0.03192660307451611,0.029792664346358966,0.03406054180267326,0.03442856682998152,-234.0,-472.0,0.3408177170563593,0.0031997736108795305,0.8339812794677989,0.865907882542315
20260803,153315615-153315624-002,severe_dysplastic,-0.19433657135459292,0.09112678461331736,0.0001291694922680442,0.18212439973436678,-0.01595166620793076,-8.0,-2948.0,0.6279508154240876,0.43361424406949467,0.7751888868513486,0.8663156714646659
20260803,153354589-153354597-001,light_dysplastic,0.13140599903241412,0.00021851636532910224,-0.020391003054993084,0.0208280357856514,-0.04430664967303749,1153.0,1220.0,0.10049288203103296,0.23189888106344708,0.8105684699263092,0.8107869862916383
20260803,153654325-153654351-002,severe_dysplastic,-0.06394590867833844,0.024129839187332136,0.0021672118110488414,0.04609246656361532,-0.054876384271675294,122.0,-784.0,0.1753228332408921,0.11137692456255366,0.8646912428419053,0.8888210820292375
20260803,153654325-153654360-003,severe_dysplastic,-0.15469465985910352,0.16519932335135767,0.1826985973903712,0.14770004931234404,0.15380579157500085,-506.0,-3811.0,0.27566551898558445,0.12097085912648092,0.654856743572709,0.8200560669240666
20260803,153657257-153657289-002,light_dysplastic,-0.3346844931272275,0.12756542953376315,0.14724185174701399,0.10788900732051221,-0.17973243678224515,-1751.0,-699.0,0.41955878940383406,0.08487429627660659,0.8167327051030553,0.9442981346368184
20260803,153657698-153657708-001,light_dysplastic,0.013791900272284385,0.031064342642704634,0.023251050883711377,0.03887763440169778,-0.3317491764090599,-498.0,-3338.0,0.001645320439757736,0.015437220712042121,0.8789673951417738,0.9100317377844784
20260803,153659229-153659243-003,severe_dysplastic,-0.07356335589610441,-0.004708176959062338,0.004539756101139325,-0.013956110019264,-0.00020373832699382977,-19.0,116.0,0.14329519954508485,0.06973184364898044,0.8741254812231798,0.8694173042641175
20260803,153697342-153697366-001,moderate_dysplastic,-0.13316797007336445,-0.014990799606578786,0.02814787927940443,-0.058129478492562225,-0.007148615104834,-208.0,-593.0,0.19506223002616907,0.06189425995280462,0.9109373985290428,0.895946598922464
20260803,153701139-153701148-001,light_dysplastic,-0.02039504129958497,0.0121261033203931,-0.009784443406502752,0.03403665004728884,0.007443510802467412,60.0,-1981.0,0.035759749971479904,0.015364708671894933,0.9466075695401971,0.9587336728605902
20260803,153826963-153826976-001,severe_dysplastic,0.10983213980911988,-0.2101909190509439,-0.2143875667880717,-0.2059942713138163,0.4563921231107572,1201.0,465.0,0.034276574401544746,0.14410871421066462,0.9139314638983262,0.7037405448473824
20260803,153827595-153827664-001,carcinoma_in_situ,0.06785044101791904,0.03202843263119348,0.010752659520217756,0.053304205742168986,-0.02444661998905706,27.0,-139.0,0.40589471798080545,0.4737451589987245,0.8288921238530247,0.8609205564842182
20260803,153828877-153828897-001,severe_dysplastic,-0.1085623848656691,0.006071216496046361,0.007643060570263205,0.004499372421829406,0.024231143313378944,-7.0,-620.0,0.20723079450242704,0.09866840963675794,0.8241875766103699,0.8302587931064163
20260803,153829063-153829073-001,severe_dysplastic,0.15323649397169992,0.01697174208338914,0.012840927920463874,0.021102556246314297,0.011211336437967345,-35.0,157.0,0.4792820294928577,0.6325185234645576,0.8496895989328498,0.8666613410162389
20260803,153829063-153829073-002,severe_dysplastic,0.06997194583005428,-0.21628287137533742,-0.11785033874789363,-0.31471540400278114,-0.05151826866776099,455.0,208.0,0.158318956652576,0.2282909024826303,0.8825410158806495,0.6662581445053121
20260803,153829664-153829678-001,moderate_dysplastic,-0.18279169352410074,0.032135949352926185,0.034739261372181196,0.029532637333671174,-0.012355781932640864,-439.0,-1581.0,0.4322071345338131,0.24941544100971236,0.8136101547408893,0.8457461040938155
20260803,153831426-153831438-001,carcinoma_in_situ,-0.9794079543982379,0.06361550474537592,0.03035994884897586,0.09687106064177586,0.10924115156753944,-273.0,-491.0,4.731976618315652,3.7525686639174145,0.6726215194934162,0.7362370242387921
20260803,153831471-153831479-001,carcinoma_in_situ,0.803472626338201,-0.02578258923103005,0.04466713978514636,-0.09623231824720635,-0.039154895612722895,-258.0,218.0,0.047280602489561785,0.8507532288277628,0.8631968862812588,0.8374142970502287
20260803,153915316-153915330-003,severe_dysplastic,0.14743784078594246,-0.05925577219185496,-0.04094978527524773,-0.07756175910846208,-0.048839085939618165,283.0,1156.0,0.15548457395729282,0.3029224147432353,0.8824280784020602,0.8231723062102052
20260803,153956040-153956058-006,normal_columnar,-0.07902961558691685,0.005509484862664893,-0.025649400009292167,0.03666836973462195,-0.037447014310717286,79.0,-1049.0,0.0893300117049074,0.010300396117990551,0.7779145424878045,0.7834240273504693
20260803,153956444-153956458-001,normal_columnar,-0.10906448201606811,-0.04772850255741601,-0.11288368016349848,0.01742667504866635,0.01117864084737008,-101.0,-2017.0,0.2634681493557483,0.1544036673396802,0.7441919283565168,0.6964634257991008
20260803,153956444-153956458-003,normal_columnar,-0.3604158018514303,0.11289641015505336,0.1502724198151706,0.07552040049493625,-0.009339060136074884,-183.0,-1295.0,0.4580890742907263,0.09767327243929602,0.6840489817681461,0.7969453919231995
20260803,153958345-153958364-001,normal_columnar,0.22088884091115057,-0.04143900938304279,-0.03386758526773326,-0.04901043349835221,0.036489080153361386,25.0,139.0,0.02156264316705747,0.24245148407820805,0.8511742007299206,0.8097351913468778
20260803,153958547-153958572-003,normal_columnar,0.16186299081035926,-0.014723970067427206,-0.011878160820447348,-0.017569779314407175,0.005410525517792197,23.0,228.0,0.19626760270842847,0.35813059351878773,0.8354110742276779,0.8206871041602507
20260803,153958547-153958572-004,normal_columnar,-0.3035054726418025,0.031303526099578316,0.021104913337688935,0.041502138861467586,0.02255946652822227,-100.0,-303.0,0.4499029228105158,0.1463974501687133,0.8551382167473236,0.8864417428469019
20260803,157181146-157181197-003,normal_columnar,-0.13767442432675503,-0.017019877929146388,0.005746424612930845,-0.03978618047122362,-0.09430620049546745,-22.0,211.0,0.14142580003586513,0.003751375709110105,0.8472262798775122,0.8302064019483658
20260803,157181387-157181418-001,normal_superficiel,-0.0004275431332082195,0.08503539918944514,0.14689331397505323,0.023177484403837156,0.047801808228951304,-216.0,-13906.0,0.002452892556047701,0.0020253494228394814,0.7932411826889535,0.8782765818783986
20260803,157183412-157183656-001,normal_intermediate,0.023986730609369178,-0.11181918896807042,-0.22295099753908276,-0.0006873803970581793,0.03374316943857736,717.0,266.0,0.0022086323568287665,0.026195362966197944,0.9504532745354002,0.8386340855673298
20260803,157183828-157183887-001,normal_intermediate,-0.0018678195859955574,0.022229082153473856,0.0070310308366241525,0.03742713347032356,0.007449657414830502,-26.0,-5442.0,0.0028461772328339935,0.0009783576468384361,0.8607543454511417,0.8829834276046156
20260803,157184850-157184920-001,normal_columnar,0.019999803760118617,0.05586908790987888,0.032006496496883585,0.07973167932287417,0.031202631253220536,-73.0,-2921.0,0.05243272642502689,0.0724325301851455,0.7817714445944448,0.8376405325043237
20260803,157185164-157185177-001,normal_superficiel,-0.00016042657332871607,0.02527659952458694,0.014363972518317336,0.036189226530856544,-0.036845946719423095,-37.0,-8648.0,0.00020134617486755168,4.091960153883561e-05,0.9247286762674414,0.9500052757920283
20260803,157222647-157222660-001,normal_intermediate,-0.0047646651306900295,0.06039867937559573,0.07410335552870218,0.04669400322248918,-0.028560734649374586,-359.0,-2982.0,0.030605233621815196,0.025840568491125166,0.7526189208280607,0.8130176002036564
20260803,157223394-157223428-001,normal_intermediate,-0.0018149484484713454,0.04860140154175174,0.08105949239974186,0.016143310683761847,-0.005152206028837036,5.0,-2855.0,0.0023194783204925403,0.0005045298720211949,0.8973974124921249,0.9459988140338766
20260803,157223735-157223751-001,normal_superficiel,-0.0011353406952599645,0.029468846833544782,0.06060457933632346,-0.0016668856692340084,-0.017466185972590087,-81.0,-3012.0,0.001452024723451904,0.00031668402819193947,0.9168223717010504,0.9462912185345952
20260803,157224172-157224207-003,normal_columnar,-0.032065973633081724,-0.0315840928903558,-0.023775180921529637,-0.039393004859181846,-0.06332305549292438,149.0,-125.0,0.06584230579084965,0.03377633215776793,0.7722671430826084,0.7406830501922526
20260803,157224297-157224320-001,normal_superficiel,0.00030355208079021166,0.04225727564466042,0.058868585184374655,0.025645966104946183,0.024141096718004906,-39.0,-6002.0,0.0014802261438525213,0.001783778224642733,0.8537465329734077,0.8960038086180682
20260803,157224352-157224395-001,normal_superficiel,0.001224457821941592,0.0169715185646232,0.016030388245167226,0.017912648884079174,0.029530466439478043,-37.0,-4280.0,0.0011165489267540695,0.0023410067486956615,0.8602657208146685,0.8772372393792917
20260803,157227461-157227503-001,normal_columnar,0.13907104879532822,-0.02222689641317621,0.026348218789785882,-0.07080201161613842,0.015456015342030227,178.0,764.0,0.0034733060339043886,0.1425443548292326,0.8771957140332778,0.8549688176201016
20260803,157227461-157227503-002,normal_columnar,-0.21815390474429386,0.07428566705379858,0.1181901045645708,0.030381229543026467,0.03062563173918298,-594.0,82.0,0.22127036455866833,0.0031164598143744726,0.7765766716762061,0.8508623387300047
20260803,157267059-157267072-004,normal_columnar,-0.18567121796432517,-0.05162237174694173,-0.03927219423334183,-0.06397254926054163,0.0024387442281520455,146.0,-240.0,0.19227297040444347,0.006601752440118291,0.8620094707489792,0.8103870990020374
20260803,157267647-157267732-001,normal_superficiel,-0.00990486782269168,0.11427312287636315,0.1693101312194003,0.059236114533326,-0.01647968287095991,-526.0,-2081.0,0.014563104770440455,0.004658236947748775,0.7751921379776285,0.8894652608539917
20260803,158986813-158986820-002,normal_columnar,-0.0255905505176785,0.022304200600925972,0.007639429584181179,0.036968971617670654,0.002352511251268785,-12.0,-760.0,0.048358554253220415,0.022768003735541914,0.8673628311475381,0.8896670317484641
20260803,158987453-158987462-001,normal_superficiel,-0.015219670583703852,0.14056969450683998,0.2930100353428571,-0.011870646329177004,0.039830335732715105,-1253.0,7266.0,0.022802190616860486,0.007582520033156634,0.645055347080673,0.785625041587513
20260803,158987493-158987499-001,normal_superficiel,-0.0007682407373349465,0.000875579289551176,0.02865205693371664,-0.02690089835461429,-0.04518899833478296,-53.0,7660.0,0.003318968291366676,0.0025507275540317294,0.9130700639837966,0.9139456432733478
20260803,158987493-158987505-001,normal_superficiel,0.0022555923524681058,-0.01828779287085247,0.07243711201139502,-0.10901269775310007,0.021061766860243303,-173.0,8505.0,0.01344341440219776,0.015699006754665866,0.6916368521692464,0.673349059298394
20260803,204870926-204870933-002,light_dysplastic,-0.02019466301454309,-0.030036032872638452,-0.014087828039531458,-0.045984237705745334,0.006184416411339266,-59.0,-1242.0,0.09948779096460147,0.07929312795005838,0.8163281731103512,0.7862921402377128
20260803,209522940-209522991-001,normal_intermediate,0.016900735675058468,-0.04785670574701317,-0.10648411368263144,0.010770702188605208,-0.02473367973640106,671.0,-1750.0,0.0104139694806865,0.027314705155744967,0.8897072810630546,0.8418505753160415
20260803,209565409-209565466-001,normal_intermediate,-0.008308229120342361,0.07201720737112827,0.09149010840689886,0.05254430633535767,0.004691832612383817,-377.0,-4472.0,0.011592225212802117,0.003283996092459756,0.866696778552859,0.9387139859239872
20260803,209565698-209565729-001,normal_intermediate,0.05086072324044409,-0.2014949253574907,-0.42698372449125405,0.02399387377627271,0.2752641489416556,3583.0,-2536.0,0.0030217363312213946,0.053882459571665486,0.8905778007131059,0.6890828753556152
20260804,148497676-148497704-001,light_dysplastic,0.026773804526411482,-0.011108227872305476,-0.020733250269222347,-0.0014832054753887158,-0.018907946502825346,122.0,162.0,0.03992558764951826,0.06669939217592974,0.9502874782129833,0.9391792503406778
20260804,148499274-148499302-001,light_dysplastic,0.02347860597555107,0.019063163950179485,0.020107059655000925,0.018019268245357933,0.040601999653352205,-224.0,249.0,0.0036568833193361405,0.02713548929488721,0.894131063314384,0.9131942272645635
20260804,148499383-148499424-002,light_dysplastic,0.043884296186741084,-0.0028432748499193083,-0.00018046916738145846,-0.005506080532457158,0.01076808397510054,171.0,163.0,0.2344708947685555,0.2783551909552966,0.8017208883713748,0.7988776135214555
20260804,148500154-148500165-001,light_dysplastic,0.02511129690561187,0.018356771419244078,0.01979988964893087,0.016913653189557287,-0.06945754541292709,312.0,39.0,0.22197854459468194,0.2470898415002938,0.7531062585887147,0.7714630300079588
20260804,148503400-148503424-001,light_dysplastic,-0.014024586008707124,0.01956581431250104,0.009174282586819738,0.02995734603818223,0.06491775780435216,14.0,-1522.0,0.021334414855814,0.007309828847106875,0.8896557450406166,0.9092215593531177
20260804,148503900-148503914-001,light_dysplastic,-0.18377042563697488,0.046873133909279274,0.0036659719531245694,0.09008029586543409,-0.011252099365372303,-16.0,-754.0,0.4032514982977553,0.21948107266078043,0.7920630890994176,0.8389362230086969
20260804,148719308-148719348-002,light_dysplastic,-0.0956876238139922,0.03499797288383366,-0.012468815515345066,0.08246476128301217,0.05190765423521082,-19.0,-720.0,0.153350643533944,0.0576630197199518,0.9046574474221314,0.939655420305965
