seed,model,epoch,segmentation_loss,raw_nc_loss,lambda_nc,weighted_nc_loss,total_loss,weighted_nc_fraction
20260804,nc_aware_lambda_0p10,1,1.128427798097784,0.6166156698356975,0.1,0.061661566983569754,1.1900893650813538,0.05181255189130659
20260804,nc_aware_lambda_0p10,2,0.9029326731508428,0.5298754716461355,0.1,0.05298754716461355,0.9559202203154563,0.055430930362711135
20260804,nc_aware_lambda_0p10,3,0.8153190645304593,0.47478260174393655,0.1,0.04747826017439366,0.862797324704853,0.05502828858519594
20260804,nc_aware_lambda_0p10,4,0.7896326964551752,0.43122147314927795,0.1,0.0431221473149278,0.832754843770103,0.05178252355723607
20260804,nc_aware_lambda_0p10,5,0.7421236872673035,0.39989056864922695,0.1,0.0399890568649227,0.7821127441322262,0.05112952980876378
20260804,nc_aware_lambda_0p10,6,0.7055791172114285,0.36894402585246344,0.1,0.036894402585246344,0.7424735197966749,0.04969120325712063
20260804,nc_aware_lambda_0p10,7,0.7070984217253599,0.35921456901864574,0.1,0.035921456901864574,0.7430198786272244,0.04834521650784324
20260804,nc_aware_lambda_0p10,8,0.6353488418188962,0.2571168558841402,0.1,0.02571168558841402,0.6610605274073101,0.03889460120884189
20260804,nc_aware_lambda_0p10,9,0.666766573082317,0.2979884550568055,0.1,0.02979884550568055,0.6965654185879976,0.04277967971204422
20260804,nc_aware_lambda_0p10,10,0.6198598737066442,0.2520448056303642,0.1,0.02520448056303642,0.6450643542696806,0.03907281559771204
20260804,nc_aware_lambda_0p10,11,0.5978092296556993,0.2208051657812162,0.1,0.02208051657812162,0.6198897462338209,0.03562007068559077
20260804,nc_aware_lambda_0p10,12,0.6077674621885473,0.2551942491395907,0.1,0.025519424913959074,0.6332868871025064,0.0402967840226706
20260804,nc_aware_lambda_0p10,13,0.5904429126869548,0.24169836382974277,0.1,0.024169836382974277,0.6146127490699291,0.039325309179722684
20260804,nc_aware_lambda_0p10,14,0.5735339506105943,0.21271482458846136,0.1,0.021271482458846136,0.5948054330694404,0.035762085004968004
20260804,nc_aware_lambda_0p10,15,0.5728201600638303,0.19561355489898813,0.1,0.019561355489898815,0.5923815155537291,0.03302154941754694
20260804,nc_aware_lambda_0p10,16,0.5549631151286039,0.19996739487079057,0.1,0.019996739487079057,0.5749598546156829,0.034779366466282005
20260804,nc_aware_lambda_0p10,17,0.5443086488680406,0.1724998523227193,0.1,0.01724998523227193,0.5615586341003126,0.030718048276309688
20260804,nc_aware_lambda_0p10,18,0.529323119466955,0.1767411837523634,0.1,0.01767411837523634,0.5469972378421913,0.032311165674177175
20260804,nc_aware_lambda_0p10,19,0.5206700146198273,0.1805427821861072,0.1,0.01805427821861072,0.538724292838438,0.03351302040508715
20260804,nc_aware_lambda_0p10,20,0.5096248231150887,0.1689494798975912,0.1,0.016894947989759122,0.5265197711048478,0.03208796500520162
20260804,nc_aware_lambda_0p10,21,0.488532846624201,0.14110215477306734,0.1,0.014110215477306735,0.5026430621015078,0.02807203867156373
20260804,nc_aware_lambda_0p10,22,0.5014481371099299,0.16111350293186577,0.1,0.01611135029318658,0.5175594874031164,0.031129465665920217
20260804,nc_aware_lambda_0p10,23,0.503688971562819,0.15864702561362223,0.1,0.015864702561362225,0.5195536741241812,0.030535252374272157
20260804,nc_aware_lambda_0p10,24,0.47156420891935175,0.12453680759803816,0.1,0.012453680759803817,0.48401788967915554,0.0257297943430543
20260804,nc_aware_lambda_0p10,25,0.4495667733929374,0.09294114492156288,0.1,0.009294114492156289,0.45886088788509366,0.02025475419139164
20260805,nc_aware_lambda_0p10,1,1.0991438204591923,0.6102370802651752,0.1,0.06102370802651752,1.1601675284857098,0.05259904843757155
20260805,nc_aware_lambda_0p10,2,0.8460961948741567,0.49330247234214436,0.1,0.04933024723421444,0.8954264421083711,0.05509134521207732
20260805,nc_aware_lambda_0p10,3,0.7839562795378945,0.4387147894637151,0.1,0.043871478946371514,0.827827758484266,0.05299590222330694
20260805,nc_aware_lambda_0p10,4,0.7490188707004893,0.41024306294592944,0.1,0.041024306294592944,0.7900431769950823,0.05192666361682698
20260805,nc_aware_lambda_0p10,5,0.710033410245722,0.36114405129443516,0.1,0.03611440512944352,0.7461478153751655,0.04840114034413554
20260805,nc_aware_lambda_0p10,6,0.7065617680549622,0.35866453010927546,0.1,0.03586645301092755,0.7424282210658897,0.04830965740962107
20260805,nc_aware_lambda_0p10,7,0.643712594834241,0.24495965181426568,0.1,0.02449596518142657,0.6682085600156676,0.036659160997357186
20260805,nc_aware_lambda_0p10,8,0.6854610719464042,0.322820942747322,0.1,0.0322820942747322,0.7177431662211363,0.04497722276436987
20260805,nc_aware_lambda_0p10,9,0.6179305179552599,0.25833243375474757,0.1,0.025833243375474758,0.6437637613307347,0.04012845227894536
20260805,nc_aware_lambda_0p10,10,0.6041014145721089,0.23742726038802753,0.1,0.023742726038802755,0.6278441406109116,0.03781627398115136
20260805,nc_aware_lambda_0p10,11,0.597614895213734,0.25394890491258015,0.1,0.025394890491258017,0.623009785704992,0.04076162377212326
20260805,nc_aware_lambda_0p10,12,0.594513067332181,0.2426437486301769,0.1,0.02426437486301769,0.6187774421951987,0.03921341213884019
20260805,nc_aware_lambda_0p10,13,0.5724879015575756,0.21655595597218383,0.1,0.021655595597218386,0.594143497154794,0.036448426518040956
20260805,nc_aware_lambda_0p10,14,0.5644119154323232,0.21479104166342453,0.1,0.021479104166342453,0.5858910195986656,0.03666057926789116
20260805,nc_aware_lambda_0p10,15,0.5585796003991907,0.2097053063525395,0.1,0.02097053063525395,0.5795501310344447,0.03618415303922621
20260805,nc_aware_lambda_0p10,16,0.522310809655623,0.17200738807970828,0.1,0.01720073880797083,0.5395115484635938,0.031882058608299714
20260805,nc_aware_lambda_0p10,17,0.5179394516077909,0.1724969027394598,0.1,0.017249690273945982,0.5351891418817368,0.03223101689487887
20260805,nc_aware_lambda_0p10,18,0.5152682412754406,0.192531895366582,0.1,0.0192531895366582,0.5345214308120988,0.03601949038302696
20260805,nc_aware_lambda_0p10,19,0.5148851795630022,0.1708286403593692,0.1,0.01708286403593692,0.5319680435989391,0.032112575635870375
20260805,nc_aware_lambda_0p10,20,0.48785690069198606,0.16349654231559146,0.1,0.01634965423155915,0.5042065549235452,0.032426500750348856
20260805,nc_aware_lambda_0p10,21,0.4822557346387343,0.14476221759210933,0.1,0.014476221759210935,0.4967319563979452,0.029142924212457247
20260805,nc_aware_lambda_0p10,22,0.4884213068268516,0.1549827984280207,0.1,0.015498279842802071,0.5039195866696536,0.030755462285616667
20260805,nc_aware_lambda_0p10,23,0.4696005501530387,0.11911852999844334,0.1,0.011911852999844335,0.481512403152883,0.024738413635551255
20260805,nc_aware_lambda_0p10,24,0.4398548023267226,0.10880809908902103,0.1,0.010880809908902105,0.4507356122356247,0.02414011587620926
20260805,nc_aware_lambda_0p10,25,0.4557438725774938,0.1298609644174576,0.1,0.01298609644174576,0.4687299690192396,0.02770485631400439
