seed,model,first_logged_epoch_fraction,median_epoch_fraction,last_logged_epoch_fraction,minimum_fraction,maximum_fraction,mean_fraction,missing_epoch_count
20260803,baseline,0.0,0.0,0.0,0.0,0.0,0.0,5
20260804,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0
20260805,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0
20260803,nc_aware_lambda_0p10,0.0502311158911811,0.03653785927752212,0.022213603460922812,0.022213603460922812,0.05512503929832837,0.03800915834776845,0
20260804,nc_aware_lambda_0p10,0.05181255189130659,0.035762085004968004,0.02025475419139164,0.02025475419139164,0.055430930362711135,0.03868496039490137,0
20260805,nc_aware_lambda_0p10,0.05259904843757155,0.036659160997357186,0.02770485631400439,0.02414011587620926,0.05509134521207732,0.03837305906390995,0
