case_type,rank,seed,cell_id,class,delta_nc_error,delta_foreground_dice,delta_nucleus_dice,delta_cytoplasm_dice,delta_circularity_error,delta_nucleus_area_error,delta_cytoplasm_area_error,baseline_nc_error,nc_aware_nc_error,baseline_foreground_dice,nc_aware_foreground_dice,model,nucleus_dice,cytoplasm_dice,foreground_dice,gt_nucleus_area,pred_nucleus_area,gt_cytoplasm_area,pred_cytoplasm_area,gt_nc,gt_circularity,nucleus_area_absolute_error,cytoplasm_area_absolute_error,pred_nc,nc_absolute_error,nc_relative_error,invalid_nc,pred_circularity,circularity_absolute_error,invalid_circularity,best_epoch,high_dice,high_nc_error,high_circularity_error
top_circularity_worsened,14,20260805,149014929-149015008-002,moderate_dysplastic,-0.16633797821533902,0.12569549198968477,0.0923554110658743,0.15903557291349518,0.1686764595904367,-1210.0,285.0,0.6625843991802615,0.49624642096492244,0.4974941423582514,0.6231896343479362,,,,,,,,,,,,,,,,,,,,,,,
top_circularity_worsened,15,20260804,149316117-149316122-002,carcinoma_in_situ,0.4649835208494426,-0.09972854651815755,-0.06075238721087772,-0.13870470582543726,0.1584145882644955,147.0,390.0,0.2720389677654027,0.7370224886148453,0.8348722326290913,0.7351436861109337,,,,,,,,,,,,,,,,,,,,,,,
top_circularity_worsened,16,20260803,153654325-153654360-003,severe_dysplastic,-0.15469465985910352,0.16519932335135767,0.1826985973903712,0.14770004931234404,0.15380579157500085,-506.0,-3811.0,0.27566551898558445,0.12097085912648092,0.654856743572709,0.8200560669240666,,,,,,,,,,,,,,,,,,,,,,,
top_circularity_worsened,17,20260803,148500154-148500165-001,light_dysplastic,0.12032262328398793,-0.0506632845540389,-0.0790714363400481,-0.022255132768029595,0.14609652949861507,1100.0,1036.0,0.21571661340742063,0.33603923669140856,0.7804345047464043,0.7297712201923654,,,,,,,,,,,,,,,,,,,,,,,
top_circularity_worsened,18,20260805,149099502-149099544-001,moderate_dysplastic,-0.033924452216382406,0.011040505675572354,0.005862395872630044,0.016218615478514775,0.13594675127916378,-205.0,-338.0,0.03996367245153509,0.006039220235152687,0.9233913250799034,0.9344318307554758,,,,,,,,,,,,,,,,,,,,,,,
top_circularity_worsened,19,20260805,157181146-157181197-003,normal_columnar,0.02037867376833913,-0.045951548764263106,-0.01980914481748819,-0.07209395271103791,0.1353745411701106,35.0,155.0,0.0277225513169449,0.04810122508528403,0.7907088295954898,0.7447572808312267,,,,,,,,,,,,,,,,,,,,,,,
top_circularity_worsened,20,20260803,149317002-149317010-001,severe_dysplastic,0.28692821415058045,-0.07009920396528724,-0.05076684263074105,-0.08943156529983332,0.13004332468448976,184.0,181.0,0.050919044675218794,0.33784725882579925,0.9100633247224008,0.8399641207571136,,,,,,,,,,,,,,,,,,,,,,,
high_dice_high_nc_error,1,20260805,153829063-153829073-001,severe_dysplastic,,,,,,,,,,,,baseline,0.959880139836857,0.8413449564134495,0.9006125481251532,2896,3111,2217,1798,1.3062697338746054,0.8313936688676801,215.0,419.0,1.7302558398220245,0.42398610594741903,0.32457751287882664,False,0.800439151141127,0.03095451772655311,False,22,True,True,False
high_dice_high_nc_error,2,20260804,149105131-149105155-002,severe_dysplastic,,,,,,,,,,,,nc_aware_lambda_0p10,0.9483546617915904,0.8329588014981273,0.8906567316448588,2083,2293,3072,2268,0.6780598958333334,0.7474148451163989,210.0,804.0,1.0110229276895943,0.33296303185626097,0.4910518124586009,False,0.811524514611061,0.06410966949466212,False,24,True,True,False
high_dice_high_nc_error,3,20260805,149181806-149181819-002,severe_dysplastic,,,,,,,,,,,,baseline,0.954238850875916,0.8499542983595516,0.9020965746177338,10775,9832,9466,11321,1.138284386224382,0.8329012682232401,943.0,1855.0,0.8684745163854783,0.26980986983890376,0.23703183147580012,False,0.7702063978868245,0.06269487033641552,False,22,True,True,False
high_dice_high_circularity_error,1,20260805,153657257-153657289-002,light_dysplastic,,,,,,,,,,,,baseline,0.9320099255583126,0.906781317178034,0.9193956213681733,4695,5380,8051,7300,0.5831573717550614,0.8646746649337484,685.0,751.0,0.736986301369863,0.15382892961480155,0.26378585486450473,False,0.6263700020134111,0.23830466292033736,False,22,True,False,True
high_dice_high_circularity_error,2,20260805,153314857-153314882-002,light_dysplastic,,,,,,,,,,,,baseline,0.9108103096606712,0.8779723451631526,0.894391327411912,7387,8792,18219,18158,0.405455842801471,0.7925504056156489,1405.0,61.0,0.48419429452582885,0.07873845172435784,0.19419687476556302,False,0.5996558785272669,0.19289452708838206,False,22,True,False,True
