seed,model,degradation,severity,target,nominal_coverage,empirical_coverage,coverage_gap,conditional_coverage,failure_aware_coverage,interval_mean_width,interval_median_width,invalid_rate,failure_rate,calibration_sample_size,test_sample_size,frozen_quantile,calibration_source
20260804,baseline,clean,clean,nc,0.9,0.8804347826086957,-0.019565217391304346,0.8804347826086957,0.8804347826086957,1.252666483819339,1.2526664838193389,0.0,0.0,183,184,0.6263332419096694,clean
20260804,baseline,gaussian_blur,1,nc,0.9,0.8967391304347826,-0.003260869565217428,0.8967391304347826,0.8967391304347826,1.252666483819339,1.2526664838193389,0.0,0.0,183,184,0.6263332419096694,clean
20260804,baseline,gaussian_blur,2,nc,0.9,0.8913043478260869,-0.008695652173913104,0.8913043478260869,0.8913043478260869,1.252666483819339,1.2526664838193389,0.0,0.0,183,184,0.6263332419096694,clean
20260804,baseline,gaussian_blur,3,nc,0.9,0.8858695652173914,-0.01413043478260867,0.8858695652173914,0.8858695652173914,1.252666483819339,1.2526664838193389,0.0,0.0,183,184,0.6263332419096694,clean
20260804,baseline,gaussian_noise,10,nc,0.9,0.8858695652173914,-0.01413043478260867,0.8858695652173914,0.8858695652173914,1.252666483819339,1.2526664838193389,0.0,0.0,183,184,0.6263332419096694,clean
20260804,baseline,gaussian_noise,20,nc,0.9,0.8858695652173914,-0.01413043478260867,0.8858695652173914,0.8858695652173914,1.252666483819339,1.2526664838193389,0.0,0.0,183,184,0.6263332419096694,clean
20260804,baseline,gaussian_noise,30,nc,0.9,0.8586956521739131,-0.04130434782608694,0.8586956521739131,0.8586956521739131,1.252666483819339,1.2526664838193389,0.0,0.0,183,184,0.6263332419096694,clean
20260804,baseline,clean,clean,circularity,0.9,0.907608695652174,0.007608695652173925,0.907608695652174,0.907608695652174,0.49922193700783263,0.4992219370078328,0.0,0.0,183,184,0.2496109685039164,clean
20260804,baseline,gaussian_blur,1,circularity,0.9,0.9021739130434783,0.0021739130434782483,0.9021739130434783,0.9021739130434783,0.49922193700783263,0.4992219370078328,0.0,0.0,183,184,0.2496109685039164,clean
20260804,baseline,gaussian_blur,2,circularity,0.9,0.8967391304347826,-0.003260869565217428,0.8967391304347826,0.8967391304347826,0.49922193700783263,0.4992219370078328,0.0,0.0,183,184,0.2496109685039164,clean
20260804,baseline,gaussian_blur,3,circularity,0.9,0.8852459016393442,-0.014754098360655776,0.8852459016393442,0.8804347826086957,0.49922193700783263,0.4992219370078328,0.005434782608695652,0.005434782608695652,183,184,0.2496109685039164,clean
20260804,baseline,gaussian_noise,10,circularity,0.9,0.8804347826086957,-0.019565217391304346,0.8804347826086957,0.8804347826086957,0.49922193700783263,0.4992219370078328,0.0,0.0,183,184,0.2496109685039164,clean
20260804,baseline,gaussian_noise,20,circularity,0.9,0.8206521739130435,-0.07934782608695656,0.8206521739130435,0.8206521739130435,0.49922193700783263,0.4992219370078328,0.0,0.0,183,184,0.2496109685039164,clean
20260804,baseline,gaussian_noise,30,circularity,0.9,0.5869565217391305,-0.31304347826086953,0.5869565217391305,0.5869565217391305,0.49922193700783263,0.4992219370078328,0.0,0.0,183,184,0.2496109685039164,clean
20260804,nc_aware_lambda_0p10,clean,clean,nc,0.9,0.8532608695652174,-0.046739130434782616,0.8532608695652174,0.8532608695652174,1.239758488833635,1.239758488833635,0.0,0.0,183,184,0.6198792444168175,clean
20260804,nc_aware_lambda_0p10,gaussian_blur,1,nc,0.9,0.8478260869565217,-0.05217391304347829,0.8478260869565217,0.8478260869565217,1.239758488833635,1.239758488833635,0.0,0.0,183,184,0.6198792444168175,clean
20260804,nc_aware_lambda_0p10,gaussian_blur,2,nc,0.9,0.8478260869565217,-0.05217391304347829,0.8478260869565217,0.8478260869565217,1.239758488833635,1.239758488833635,0.0,0.0,183,184,0.6198792444168175,clean
20260804,nc_aware_lambda_0p10,gaussian_blur,3,nc,0.9,0.8532608695652174,-0.046739130434782616,0.8532608695652174,0.8532608695652174,1.239758488833635,1.239758488833635,0.0,0.0,183,184,0.6198792444168175,clean
20260804,nc_aware_lambda_0p10,gaussian_noise,10,nc,0.9,0.8586956521739131,-0.04130434782608694,0.8586956521739131,0.8586956521739131,1.239758488833635,1.239758488833635,0.0,0.0,183,184,0.6198792444168175,clean
20260804,nc_aware_lambda_0p10,gaussian_noise,20,nc,0.9,0.8695652173913043,-0.0304347826086957,0.8695652173913043,0.8695652173913043,1.239758488833635,1.239758488833635,0.0,0.0,183,184,0.6198792444168175,clean
20260804,nc_aware_lambda_0p10,gaussian_noise,30,nc,0.9,0.8804347826086957,-0.019565217391304346,0.8804347826086957,0.8804347826086957,1.239758488833635,1.239758488833635,0.0,0.0,183,184,0.6198792444168175,clean
20260804,nc_aware_lambda_0p10,clean,clean,circularity,0.9,0.8351648351648352,-0.06483516483516483,0.8351648351648352,0.8260869565217391,0.4710448643315505,0.4710448643315506,0.010869565217391304,0.010869565217391304,183,184,0.2355224321657753,clean
20260804,nc_aware_lambda_0p10,gaussian_blur,1,circularity,0.9,0.8571428571428571,-0.04285714285714293,0.8571428571428571,0.8478260869565217,0.4710448643315505,0.4710448643315506,0.010869565217391304,0.010869565217391304,183,184,0.2355224321657753,clean
20260804,nc_aware_lambda_0p10,gaussian_blur,2,circularity,0.9,0.8415300546448088,-0.05846994535519123,0.8415300546448088,0.8369565217391305,0.4710448643315505,0.4710448643315506,0.005434782608695652,0.005434782608695652,183,184,0.2355224321657753,clean
20260804,nc_aware_lambda_0p10,gaussian_blur,3,circularity,0.9,0.8633879781420765,-0.03661202185792356,0.8633879781420765,0.8586956521739131,0.4710448643315505,0.4710448643315506,0.005434782608695652,0.005434782608695652,183,184,0.2355224321657753,clean
20260804,nc_aware_lambda_0p10,gaussian_noise,10,circularity,0.9,0.8296703296703297,-0.0703296703296703,0.8296703296703297,0.8206521739130435,0.4710448643315505,0.4710448643315506,0.010869565217391304,0.010869565217391304,183,184,0.2355224321657753,clean
20260804,nc_aware_lambda_0p10,gaussian_noise,20,circularity,0.9,0.7377049180327869,-0.1622950819672131,0.7377049180327869,0.7336956521739131,0.4710448643315505,0.4710448643315506,0.005434782608695652,0.005434782608695652,183,184,0.2355224321657753,clean
20260804,nc_aware_lambda_0p10,gaussian_noise,30,circularity,0.9,0.5573770491803278,-0.3426229508196722,0.5573770491803278,0.5543478260869565,0.4710448643315505,0.4710448643315506,0.005434782608695652,0.005434782608695652,183,184,0.2355224321657753,clean
20260805,baseline,clean,clean,nc,0.9,0.8858695652173914,-0.01413043478260867,0.8858695652173914,0.8858695652173914,1.2352720876348808,1.2352720876348806,0.0,0.0,183,184,0.6176360438174403,clean
20260805,baseline,gaussian_blur,1,nc,0.9,0.8858695652173914,-0.01413043478260867,0.8858695652173914,0.8858695652173914,1.2352720876348808,1.2352720876348806,0.0,0.0,183,184,0.6176360438174403,clean
20260805,baseline,gaussian_blur,2,nc,0.9,0.8913043478260869,-0.008695652173913104,0.8913043478260869,0.8913043478260869,1.2352720876348808,1.2352720876348806,0.0,0.0,183,184,0.6176360438174403,clean
20260805,baseline,gaussian_blur,3,nc,0.9,0.8858695652173914,-0.01413043478260867,0.8858695652173914,0.8858695652173914,1.2352720876348808,1.2352720876348806,0.0,0.0,183,184,0.6176360438174403,clean
20260805,baseline,gaussian_noise,10,nc,0.9,0.8913043478260869,-0.008695652173913104,0.8913043478260869,0.8913043478260869,1.2352720876348808,1.2352720876348806,0.0,0.0,183,184,0.6176360438174403,clean
20260805,baseline,gaussian_noise,20,nc,0.9,0.8858695652173914,-0.01413043478260867,0.8858695652173914,0.8858695652173914,1.2352720876348808,1.2352720876348806,0.0,0.0,183,184,0.6176360438174403,clean
20260805,baseline,gaussian_noise,30,nc,0.9,0.8641304347826086,-0.035869565217391375,0.8641304347826086,0.8641304347826086,1.2352720876348808,1.2352720876348806,0.0,0.0,183,184,0.6176360438174403,clean
20260805,baseline,clean,clean,circularity,0.9,0.8913043478260869,-0.008695652173913104,0.8913043478260869,0.8913043478260869,0.4978673697968553,0.4978673697968553,0.0,0.0,183,184,0.24893368489842765,clean
20260805,baseline,gaussian_blur,1,circularity,0.9,0.9021739130434783,0.0021739130434782483,0.9021739130434783,0.9021739130434783,0.4978673697968553,0.4978673697968553,0.0,0.0,183,184,0.24893368489842765,clean
20260805,baseline,gaussian_blur,2,circularity,0.9,0.8913043478260869,-0.008695652173913104,0.8913043478260869,0.8913043478260869,0.4978673697968553,0.4978673697968553,0.0,0.0,183,184,0.24893368489842765,clean
20260805,baseline,gaussian_blur,3,circularity,0.9,0.907608695652174,0.007608695652173925,0.907608695652174,0.907608695652174,0.4978673697968553,0.4978673697968553,0.0,0.0,183,184,0.24893368489842765,clean
20260805,baseline,gaussian_noise,10,circularity,0.9,0.875,-0.025000000000000022,0.875,0.875,0.4978673697968553,0.4978673697968553,0.0,0.0,183,184,0.24893368489842765,clean
20260805,baseline,gaussian_noise,20,circularity,0.9,0.842391304347826,-0.05760869565217397,0.842391304347826,0.842391304347826,0.4978673697968553,0.4978673697968553,0.0,0.0,183,184,0.24893368489842765,clean
20260805,baseline,gaussian_noise,30,circularity,0.9,0.6467391304347826,-0.25326086956521743,0.6467391304347826,0.6467391304347826,0.4978673697968553,0.4978673697968553,0.0,0.0,183,184,0.24893368489842765,clean
20260805,nc_aware_lambda_0p10,clean,clean,nc,0.9,0.8858695652173914,-0.01413043478260867,0.8858695652173914,0.8858695652173914,1.4385442742519134,1.4385442742519132,0.0,0.0,183,184,0.7192721371259566,clean
20260805,nc_aware_lambda_0p10,gaussian_blur,1,nc,0.9,0.875,-0.025000000000000022,0.875,0.875,1.4385442742519134,1.4385442742519132,0.0,0.0,183,184,0.7192721371259566,clean
20260805,nc_aware_lambda_0p10,gaussian_blur,2,nc,0.9,0.875,-0.025000000000000022,0.875,0.875,1.4385442742519134,1.4385442742519132,0.0,0.0,183,184,0.7192721371259566,clean
20260805,nc_aware_lambda_0p10,gaussian_blur,3,nc,0.9,0.8695652173913043,-0.0304347826086957,0.8695652173913043,0.8695652173913043,1.4385442742519134,1.4385442742519132,0.0,0.0,183,184,0.7192721371259566,clean
20260805,nc_aware_lambda_0p10,gaussian_noise,10,nc,0.9,0.875,-0.025000000000000022,0.875,0.875,1.4385442742519134,1.4385442742519132,0.0,0.0,183,184,0.7192721371259566,clean
20260805,nc_aware_lambda_0p10,gaussian_noise,20,nc,0.9,0.8478260869565217,-0.05217391304347829,0.8478260869565217,0.8478260869565217,1.4385442742519134,1.4385442742519132,0.0,0.0,183,184,0.7192721371259566,clean
20260805,nc_aware_lambda_0p10,gaussian_noise,30,nc,0.9,0.7445652173913043,-0.1554347826086957,0.7445652173913043,0.7445652173913043,1.4385442742519134,1.4385442742519132,0.0,0.0,183,184,0.7192721371259566,clean
20260805,nc_aware_lambda_0p10,clean,clean,circularity,0.9,0.8633879781420765,-0.03661202185792356,0.8633879781420765,0.8586956521739131,0.5477515554336341,0.5477515554336339,0.005434782608695652,0.005434782608695652,183,184,0.2738757777168169,clean
20260805,nc_aware_lambda_0p10,gaussian_blur,1,circularity,0.9,0.9016393442622951,0.0016393442622950616,0.9016393442622951,0.8967391304347826,0.5477515554336341,0.5477515554336339,0.005434782608695652,0.005434782608695652,183,184,0.2738757777168169,clean
20260805,nc_aware_lambda_0p10,gaussian_blur,2,circularity,0.9,0.907103825136612,0.0071038251366120075,0.907103825136612,0.9021739130434783,0.5477515554336341,0.5477515554336339,0.005434782608695652,0.005434782608695652,183,184,0.2738757777168169,clean
20260805,nc_aware_lambda_0p10,gaussian_blur,3,circularity,0.9,0.8961748633879781,-0.0038251366120218844,0.8961748633879781,0.8913043478260869,0.5477515554336341,0.5477515554336339,0.005434782608695652,0.005434782608695652,183,184,0.2738757777168169,clean
20260805,nc_aware_lambda_0p10,gaussian_noise,10,circularity,0.9,0.825136612021858,-0.07486338797814207,0.825136612021858,0.8206521739130435,0.5477515554336341,0.5477515554336339,0.005434782608695652,0.005434782608695652,183,184,0.2738757777168169,clean
20260805,nc_aware_lambda_0p10,gaussian_noise,20,circularity,0.9,0.6939890710382514,-0.20601092896174866,0.6939890710382514,0.6902173913043478,0.5477515554336341,0.5477515554336339,0.005434782608695652,0.005434782608695652,183,184,0.2738757777168169,clean
20260805,nc_aware_lambda_0p10,gaussian_noise,30,circularity,0.9,0.47305389221556887,-0.42694610778443115,0.47305389221556887,0.42934782608695654,0.5477515554336341,0.5477515554336339,0.09239130434782608,0.09239130434782608,183,184,0.2738757777168169,clean
