split,cell_id,class,seed,model,degradation,severity,clean_foreground_dice,degraded_foreground_dice,delta_foreground_dice,clean_nucleus_dice,degraded_nucleus_dice,delta_nucleus_dice,clean_cytoplasm_dice,degraded_cytoplasm_dice,delta_cytoplasm_dice,clean_nc_absolute_error,degraded_nc_absolute_error,delta_nc_absolute_error,clean_circularity_absolute_error,degraded_circularity_absolute_error,delta_circularity_absolute_error,clean_nucleus_area_absolute_error,degraded_nucleus_area_absolute_error,delta_nucleus_area_absolute_error,clean_cytoplasm_area_absolute_error,degraded_cytoplasm_area_absolute_error,delta_cytoplasm_area_absolute_error
test,149097324-149097373-001,moderate_dysplastic,20260803,baseline,gaussian_noise,20.0,0.8879198313699257,0.8860290372562731,-0.0018907941136525608,0.907239263803681,0.8874780494394164,-0.01976121436426459,0.8686003989361702,0.8845800250731299,0.01597962613695969,0.04766334933395844,0.10322258415338947,0.055559234819431036,0.04349750743181846,0.22687916499964028,0.18338165756782182,40.0,787.0,747.0,1568.0,1434.0,-134.0
test,149097594-149097637-002,moderate_dysplastic,20260803,baseline,gaussian_blur,3.0,0.8608648892456712,0.8539580522630349,-0.006906836982636277,0.9460923394377095,0.9315815567674764,-0.014510782670233091,0.7756374390536328,0.7763345477585933,0.0006971087049605362,0.050763646492269277,0.08907533031087045,0.03831168381860117,0.07067190620635122,0.10182721250558868,0.031155306299237462,178.0,492.0,314.0,225.0,110.0,-115.0
test,149098972-149098988-002,severe_dysplastic,20260803,baseline,gaussian_noise,20.0,0.8069230094573452,0.8099234583393631,0.003000448882017892,0.9389497123770644,0.8802891771209866,-0.05866053525607773,0.6748963065376259,0.7395577395577395,0.06466143302011362,0.2650580539995672,0.35329436429542216,0.08823631029585494,0.23306311004329044,0.11720590454906504,-0.1158572054942254,141.0,545.0,404.0,2618.0,2260.0,-358.0
test,149181904-149181927-001,carcinoma_in_situ,20260803,baseline,gaussian_blur,2.0,0.9379855789219332,0.9327858234798615,-0.005199755442071741,0.9850162866449511,0.9810002183882944,-0.00401606825665668,0.8909548711989154,0.8845714285714286,-0.006383442627486802,0.08903004862465758,0.12481435975389399,0.03578431112923641,0.0027633869971107616,0.0005312446247223157,-0.002232142372388446,9.0,35.0,26.0,247.0,334.0,87.0
test,149181904-149181927-001,carcinoma_in_situ,20260803,baseline,gaussian_blur,3.0,0.9379855789219332,0.9287366957446217,-0.00924888317731154,0.9850162866449511,0.9753412593571114,-0.009675027287839755,0.8909548711989154,0.8821321321321322,-0.008822739066783214,0.08903004862465758,0.15982229681648197,0.07079224819182439,0.0027633869971107616,0.011649685966144352,0.00888629896903359,9.0,72.0,63.0,247.0,412.0,165.0
test,149181904-149181951-001,carcinoma_in_situ,20260803,baseline,gaussian_blur,3.0,0.9207136362892689,0.9191839329957441,-0.0015297032935248644,0.9821573398215734,0.9774344378938808,-0.0047229019276925355,0.8592699327569645,0.8609334280976072,0.0016634953406426956,0.2472233384680642,0.27909282700421945,0.03186948853615523,0.02109938582460069,0.010880835681708279,-0.010218550142892413,70.0,83.0,13.0,372.0,429.0,57.0
test,149182657-149182667-001,carcinoma_in_situ,20260803,baseline,gaussian_noise,20.0,0.7892192226144297,0.7968720551820065,0.007652832567576873,0.8966491723859508,0.8669927789424645,-0.02965639344348625,0.6817892728429086,0.7267513314215486,0.044962058578639996,0.10252121358575672,0.23515781159326843,0.1326365980075117,0.07005865507070785,0.33835623450196767,0.2682975794312598,184.0,477.0,293.0,55.0,110.0,55.0
test,149182657-149182681-002,carcinoma_in_situ,20260803,baseline,gaussian_blur,2.0,0.7581414619217475,0.7569644329289836,-0.00117702899276384,0.8965231788079471,0.9010717230008244,0.004548544192877313,0.619759745035548,0.6128571428571429,-0.006902602178405104,1.0226592365473592,1.051516274279542,0.028857037732182844,0.051910126304579696,0.06828571594084942,0.016375589636269727,500.0,480.0,-20.0,1189.0,1310.0,121.0
test,149182657-149182681-002,carcinoma_in_situ,20260803,baseline,gaussian_blur,3.0,0.7581414619217475,0.7542389985596476,-0.0039024633620998728,0.8965231788079471,0.9033449620357069,0.006821783227759837,0.619759745035548,0.6051330350835884,-0.014626709951959582,1.0226592365473592,1.0573310215886331,0.034671785041273884,0.051910126304579696,0.0708911777154484,0.0189810514108687,500.0,459.0,-41.0,1189.0,1357.0,168.0
test,149185604-149185616-001,carcinoma_in_situ,20260803,baseline,gaussian_noise,20.0,0.7448385753950608,0.7429408064300395,-0.0018977689650213625,0.8740187878007979,0.8502208539686789,-0.023797933832119034,0.6156583629893239,0.6356607588914001,0.020002395902076198,0.624105420770594,0.6793620754198203,0.055256654649226244,0.04878292120595662,0.30574623427079994,0.2569633130648433,737.0,1037.0,300.0,1908.0,1885.0,-23.0
test,149185604-149185645-003,carcinoma_in_situ,20260803,baseline,gaussian_blur,1.0,0.8445432885929749,0.8400950790331425,-0.004448209559832383,0.9620371451933185,0.9599719101123596,-0.002065235080958905,0.7270494319926313,0.7202182479539254,-0.006831184038705862,1.2337479119875376,1.2875295931246744,0.05378168113713677,0.09780300908370254,0.08769119007299375,-0.010111819010708789,321.0,338.0,17.0,615.0,657.0,42.0
test,149185604-149185645-003,carcinoma_in_situ,20260803,baseline,gaussian_blur,2.0,0.8445432885929749,0.835283179354465,-0.00926010923850984,0.9620371451933185,0.9551817433243148,-0.0068554018690036855,0.7270494319926313,0.7153846153846154,-0.011664816608015882,1.2337479119875376,1.3900160996257638,0.15626818763822614,0.09780300908370254,0.0827979196844767,-0.015005089399225846,321.0,381.0,60.0,615.0,738.0,123.0
test,149185604-149185657-001,carcinoma_in_situ,20260803,baseline,gaussian_blur,2.0,0.7954526654791907,0.7864083714351173,-0.009044294044073364,0.9422566823097327,0.9405537459283387,-0.0017029363813939602,0.6486486486486487,0.632262996941896,-0.016385651706752657,1.0287442393320483,1.080689913151977,0.05194567381992865,0.09936787183404105,0.11360154934180577,0.01423367750776472,91.0,80.0,-11.0,599.0,662.0,63.0
test,149185698-149185709-002,carcinoma_in_situ,20260803,baseline,gaussian_blur,2.0,0.791691338404164,0.7862009550959125,-0.0054903833082514675,0.9144799456152277,0.9115201090661214,-0.002959836549106365,0.6689027311931002,0.6608818011257036,-0.00802093006739657,1.1393045494059693,1.1918402000298551,0.05253565062388588,0.02562780171403367,0.045475475109069685,0.019847673395036014,629.0,649.0,20.0,926.0,1016.0,90.0
test,149314453-149314507-001,carcinoma_in_situ,20260803,baseline,gaussian_blur,1.0,0.8470118831388183,0.8384891215200452,-0.008522761618773078,0.9528936742934051,0.9491220171094101,-0.0037716571839949697,0.7411300919842313,0.7278562259306803,-0.013273866053550964,0.764616723068603,0.8166391326524396,0.05202240958383664,0.003659876360769143,0.021113885815924438,0.017454009455155295,81.0,89.0,8.0,324.0,360.0,36.0
test,149314679-149314698-001,carcinoma_in_situ,20260803,baseline,gaussian_blur,2.0,0.6772437970228606,0.6704123612987258,-0.0068314357241348045,0.908638700049743,0.907189108417732,-0.0014495916320109714,0.44584889399597816,0.4336356141797197,-0.012213279816258471,2.860229562173014,2.9218293499732937,0.06159978780027986,0.05980165497500256,0.08005612079269198,0.020254465817689415,551.0,559.0,8.0,1793.0,1951.0,158.0
test,149315229-149315310-001,severe_dysplastic,20260803,baseline,gaussian_blur,3.0,0.6460527030330467,0.6430166007689365,-0.0030361022641102187,0.9296805016422813,0.9360812425328554,0.006400740890574075,0.36242490442381214,0.34995195900501763,-0.012472945418794512,2.518921184702937,2.545744957876862,0.026823773173924703,0.039422997146269845,0.05761586634951066,0.018192869203240813,320.0,324.0,4.0,5159.0,5371.0,212.0
test,149315671-149315731-001,carcinoma_in_situ,20260803,baseline,gaussian_blur,1.0,0.7231321517975426,0.7240543071467926,0.0009221553492499979,0.905707584050039,0.906733322918294,0.0010257388682549662,0.5405567195450464,0.5413752913752914,0.0008185718302450296,1.9420094433553994,1.9892174858716218,0.04720804251622246,0.014784388326169906,0.01244990007854152,-0.0023344882476283857,599.0,593.0,-6.0,1173.0,1264.0,91.0
test,149315671-149315731-001,carcinoma_in_situ,20260803,baseline,gaussian_blur,2.0,0.7231321517975426,0.7168012870191185,-0.00633086477842415,0.905707584050039,0.9003447195236602,-0.005362864526378797,0.5405567195450464,0.5332578545145769,-0.0072988650304695035,1.9420094433553994,2.047982910413016,0.10597346705761646,0.014784388326169906,0.035743165791145115,0.02095877746497521,599.0,612.0,13.0,1173.0,1365.0,192.0
test,149315671-149315740-001,carcinoma_in_situ,20260803,baseline,gaussian_blur,2.0,0.7540786375396871,0.7477775088028714,-0.006301128736815653,0.9654503105590062,0.9634098871156092,-0.0020404234433970547,0.5427069645203679,0.5321451304901337,-0.010561834030234252,1.3631051050607779,1.4264883998014386,0.06338329474066073,0.05877962056646302,0.06252842301568229,0.0037488024492192684,16.0,30.0,14.0,1066.0,1164.0,98.0
test,149315671-149315740-001,carcinoma_in_situ,20260803,baseline,gaussian_noise,10.0,0.7540786375396871,0.7558650484137786,0.001786410874091482,0.9654503105590062,0.9593240322263706,-0.006126278332635571,0.5427069645203679,0.5524060646011866,0.009699100080818646,1.3631051050607779,1.387801266251505,0.02469616119072704,0.05877962056646302,0.03194608433426971,-0.02683353623219331,16.0,79.0,63.0,1066.0,1056.0,-10.0
test,149315671-149315740-001,carcinoma_in_situ,20260803,baseline,gaussian_noise,20.0,0.7540786375396871,0.7481219050359126,-0.005956732503774487,0.9654503105590062,0.9328160098019196,-0.03263430075708662,0.5427069645203679,0.5634278002699056,0.020720835749537647,1.3631051050607779,1.4416009010507993,0.07849579599002143,0.05877962056646302,0.0865699162034782,0.027790295637015183,16.0,271.0,255.0,1066.0,986.0,-80.0
test,149316426-149316462-004,carcinoma_in_situ,20260803,baseline,gaussian_blur,2.0,0.8979184574153213,0.8982713698269132,0.00035291241159196574,0.9564381806534273,0.9524421593830334,-0.00399602127039389,0.8393987341772152,0.844100580270793,0.004701846093577822,0.12600177396657042,0.18216334745126317,0.05616157348469275,0.13937677831501616,0.1652026208154206,0.025825842500404428,38.0,48.0,10.0,98.0,155.0,57.0
test,149316426-149316462-004,carcinoma_in_situ,20260803,baseline,gaussian_blur,3.0,0.8979184574153213,0.8980463010957067,0.00012784368038543104,0.9564381806534273,0.9496449322143318,-0.006793248439095567,0.8393987341772152,0.8464476699770818,0.00704893579986654,0.12600177396657042,0.21844430951899074,0.09244253555242032,0.13937677831501616,0.17701827459773678,0.03764149628272062,38.0,62.0,24.0,98.0,188.0,90.0
test,149317002-149317010-002,severe_dysplastic,20260803,baseline,gaussian_blur,1.0,0.8546742920049772,0.8514107117297458,-0.003263580275231437,0.9490698383653553,0.9490387549588037,-3.10834065515575e-05,0.7602787456445993,0.7537826685006878,-0.006496077143911538,0.2281918764570201,0.2533724750122317,0.025180598555211597,0.12084255883103268,0.11336002156353941,-0.007482537267493261,89.0,87.0,-2.0,360.0,398.0,38.0
test,149317204-149317230-002,severe_dysplastic,20260803,baseline,gaussian_blur,2.0,0.8319500546497081,0.8388027601350883,0.006852705485380195,0.9185425852866094,0.9182070240295749,-0.000335561257034489,0.7453575240128069,0.7593984962406015,0.014040972227794657,0.17506463777597747,0.20102206031167769,0.025957422535700214,0.25481613300822936,0.2716123706913275,0.016796237683098125,139.0,120.0,-19.0,293.0,396.0,103.0
test,149317204-149317230-002,severe_dysplastic,20260803,baseline,gaussian_blur,3.0,0.8319500546497081,0.8391831460452526,0.007233091395544511,0.9185425852866094,0.9177389705882353,-0.0008036146983740888,0.7453575240128069,0.7606273215022699,0.015269797489463,0.17506463777597747,0.20973158744887788,0.034666949672900405,0.25481613300822936,0.26428083641677835,0.009464703408548991,139.0,96.0,-43.0,293.0,454.0,161.0
test,149317204-149317230-002,severe_dysplastic,20260803,baseline,gaussian_noise,10.0,0.8319500546497081,0.8233035803973574,-0.008646474252350655,0.9185425852866094,0.9140142517814727,-0.004528333505136706,0.7453575240128069,0.7325929090132423,-0.012764614999564605,0.17506463777597747,0.2138767626944037,0.03881212491842623,0.25481613300822936,0.24060596403254186,-0.014210168975687498,139.0,238.0,99.0,293.0,290.0,-3.0
test,153276386-153276405-001,moderate_dysplastic,20260803,baseline,gaussian_noise,10.0,0.8317230058588405,0.8271503415586352,-0.004572664300205309,0.9639408385282973,0.950864878415643,-0.013075960112654217,0.6995051731893838,0.7034358047016275,0.00393063151224371,0.5495834741270029,0.5804276204332518,0.030844146306248876,0.1526256112020581,0.12349508456764424,-0.029130526634413845,149.0,352.0,203.0,2314.0,2270.0,-44.0
test,153276386-153276414-001,moderate_dysplastic,20260803,baseline,gaussian_noise,30.0,0.8562009028602382,0.8542302732719981,-0.001970629588240125,0.9255047574843351,0.8926267863918047,-0.032877971092530434,0.7868970482361412,0.8158337601521914,0.028936711916050295,0.1469640034931916,0.22397565391483382,0.07701165042164221,0.22702230351865393,0.4038972599693718,0.17687495645071788,112.0,599.0,487.0,1798.0,1575.0,-223.0
test,153697342-153697375-001,moderate_dysplastic,20260803,baseline,gaussian_noise,10.0,0.8606466311473293,0.8654690253297028,0.004822394182373513,0.9751263116984066,0.9723320158102767,-0.0027942958881298496,0.7461669505962522,0.7586060348491288,0.012439084252876653,0.47397270181453355,0.5074612110414792,0.033488509226945684,0.03678109562976972,0.007086700065386808,-0.029694395564382914,12.0,98.0,86.0,962.0,972.0,10.0
test,153697342-153697384-001,moderate_dysplastic,20260803,baseline,gaussian_noise,10.0,0.8816414189195751,0.889040771563297,0.007399352643721824,0.9701582215101141,0.9709408656777078,0.0007826441675936602,0.7931246163290362,0.8071406774488862,0.014016061119849987,0.04691901176857982,0.07644884918653527,0.02952983741795545,0.037885458983718756,0.01888102251003765,-0.019004436473681108,1.0,73.0,72.0,198.0,236.0,38.0
test,153697342-153697384-001,moderate_dysplastic,20260803,baseline,gaussian_noise,20.0,0.8816414189195751,0.8729905255270675,-0.008650893392507686,0.9701582215101141,0.9385072094995759,-0.031651012010538215,0.7931246163290362,0.807473841554559,0.014349225225522844,0.04691901176857982,0.16200614123770918,0.11508712946912936,0.037885458983718756,0.17727879652942702,0.13939333754570826,1.0,278.0,277.0,198.0,372.0,174.0
test,153701622-153701650-001,moderate_dysplastic,20260803,baseline,gaussian_blur,3.0,0.8399285294143259,0.8344647496578981,-0.005463779756427867,0.9732403297400127,0.9723030226381687,-0.0009373071018440315,0.7066167290886392,0.6966264766776276,-0.009990252411011591,0.3927382438618393,0.42155532815855545,0.028817084296716144,0.09598891057150716,0.13093299119844792,0.034944080626940766,67.0,89.0,22.0,1602.0,1803.0,201.0
test,153701622-153701650-001,moderate_dysplastic,20260803,baseline,gaussian_noise,10.0,0.8399285294143259,0.8405483027463105,0.0006197733319845966,0.9732403297400127,0.9695629552549427,-0.003677374485069995,0.7066167290886392,0.7115336502376782,0.004916921149039077,0.3927382438618393,0.43110217134635975,0.038363927484520444,0.09598891057150716,0.09342955564681188,-0.0025593549246952785,67.0,130.0,63.0,1602.0,1586.0,-16.0
test,153826963-153826970-001,severe_dysplastic,20260803,baseline,gaussian_blur,3.0,0.6357139967969436,0.6306149240949581,-0.0050990727019855075,0.7696538337107732,0.7592169657422512,-0.010436867968522057,0.5017741598831141,0.5020128824476651,0.00023872256455093055,1.8239503357683085,1.8756823494322714,0.05173201366396296,0.07124942488970804,0.22642119139041827,0.15517176650071024,1424.0,1476.0,52.0,1803.0,1980.0,177.0
test,153827595-153827657-002,carcinoma_in_situ,20260803,baseline,gaussian_noise,30.0,0.8502101745540616,0.8440267915365484,-0.0061833830175132,0.9526327384886539,0.9198416625432954,-0.03279107594535857,0.7477876106194691,0.7682119205298014,0.020424309910332283,0.19765957400042644,0.43289851785060685,0.2352389438501804,0.08841057587411427,0.14610504104101685,0.057694465166902575,207.0,290.0,83.0,642.0,803.0,161.0
test,153828877-153828902-002,severe_dysplastic,20260803,baseline,gaussian_blur,2.0,0.9023894214960309,0.897304845061899,-0.005084576434131849,0.963069669984285,0.954443417403935,-0.008626252580349991,0.8417091730077766,0.8401662727198631,-0.0015429002879134845,0.11030170150693452,0.14744964201831734,0.037147940511382815,0.036644319965115635,0.07705885448791183,0.0404145345227962,278.0,341.0,63.0,595.0,905.0,310.0
test,153828952-153828970-001,severe_dysplastic,20260803,baseline,gaussian_noise,10.0,0.7883611823933867,0.779268310383546,-0.009092872009840658,0.9070422535211268,0.8846309539873162,-0.022411299533810602,0.6696801112656467,0.673905666779776,0.004225555514129287,0.5762408736598137,0.9320087151637346,0.35576784150392093,0.05898919661910251,0.028475987668343472,-0.03051320895075904,276.0,675.0,399.0,202.0,273.0,71.0
test,153828952-153829005-001,severe_dysplastic,20260803,baseline,gaussian_blur,1.0,0.7622102388848497,0.7716280785276943,0.009417839642844594,0.9162717219589257,0.9161102343086075,-0.0001614876503182039,0.6081487558107739,0.6271459227467812,0.01899716693600728,0.9470327397516629,1.0045446443175647,0.05751190456590183,0.06588386139640212,0.09782779164334376,0.03194393024694164,681.0,673.0,-8.0,455.0,526.0,71.0
test,153828952-153829005-002,severe_dysplastic,20260803,baseline,gaussian_blur,1.0,0.8297013601821681,0.8304895252034213,0.0007881650212532287,0.8771010023130301,0.8764460897732531,-0.0006549125397770084,0.7823017180513062,0.7845329606335896,0.002231242582283355,0.48132804566360354,0.5076133963067557,0.026285350643152183,0.02840842344609351,0.017244178484191797,-0.011164244961901715,797.0,799.0,2.0,147.0,191.0,44.0
test,153828952-153829005-002,severe_dysplastic,20260803,baseline,gaussian_blur,2.0,0.8297013601821681,0.8237704334076199,-0.005930926774548206,0.8771010023130301,0.8747103352386838,-0.00239066707434632,0.7823017180513062,0.7728305315765561,-0.009471186474750093,0.48132804566360354,0.570637804467574,0.08930975880397041,0.02840842344609351,0.0036401724902394017,-0.02476825095585411,797.0,809.0,12.0,147.0,300.0,153.0
test,153829745-153829768-003,severe_dysplastic,20260803,baseline,gaussian_blur,2.0,0.8357529292988748,0.8355586883017441,-0.00019424099713072351,0.9193903782592728,0.9218792929755472,0.0024889147162743264,0.7521154803384769,0.749238083627941,-0.0028773967105358844,0.5617098372984093,0.5955143735334196,0.03380453623501034,0.043888791740677946,0.008317546407475063,-0.03557124533320288,878.0,851.0,-27.0,992.0,1159.0,167.0
test,153829745-153829768-003,severe_dysplastic,20260803,baseline,gaussian_blur,3.0,0.8357529292988748,0.830550752335549,-0.005202176963325811,0.9193903782592728,0.9203961848862803,0.001005806627007444,0.7521154803384769,0.7407053197848177,-0.011410160553659177,0.5617098372984093,0.6345844995669239,0.07287466226851458,0.043888791740677946,0.013853870603424912,-0.030034921137253034,878.0,866.0,-12.0,992.0,1321.0,329.0
test,153830680-153830827-002,severe_dysplastic,20260803,baseline,gaussian_blur,1.0,0.8560802808032654,0.8598228584501748,0.0037425776469094396,0.9794127573405332,0.977710233029382,-0.0017025243111512545,0.7327478042659975,0.7419354838709677,0.009187679604970245,0.05612295592423333,0.227765455298941,0.17164249937470766,0.007782766686184606,0.016230962722005193,0.008448196035820588,20.0,24.0,4.0,19.0,108.0,89.0
test,153830680-153830827-002,severe_dysplastic,20260803,baseline,gaussian_blur,3.0,0.8560802808032654,0.8652592129672136,0.009178932163948272,0.9794127573405332,0.9725933538883179,-0.006819403452215322,0.7327478042659975,0.7579250720461095,0.025177267780111978,0.05612295592423333,0.7048585701104075,0.6487356141861742,0.007782766686184606,0.003021689265941485,-0.0047610774202431205,20.0,108.0,88.0,19.0,404.0,385.0
test,153830680-153830827-002,severe_dysplastic,20260803,baseline,gaussian_noise,10.0,0.8560802808032654,0.8468206836285109,-0.009259597174754441,0.9794127573405332,0.9770861833105335,-0.002326574029999695,0.7327478042659975,0.7165551839464883,-0.016192620319509188,0.05612295592423333,0.12283159805245836,0.06670864212822503,0.007782766686184606,0.0100285817996143,0.0022458151134296944,20.0,98.0,78.0,19.0,20.0,1.0
test,153831352-153831372-004,severe_dysplastic,20260803,baseline,gaussian_blur,2.0,0.7109988916628569,0.7013779016888351,-0.009620989974021832,0.8547753107404653,0.8528285835814547,-0.001946727159010564,0.5672224725852486,0.5499272197962154,-0.01729525278903321,1.8918847053818335,1.9309116809116809,0.03902697552984735,0.2203334022000084,0.055667850806368935,-0.16466555139363948,1345.0,1354.0,9.0,2745.0,2958.0,213.0
test,153915726-153915736-001,severe_dysplastic,20260803,baseline,gaussian_blur,1.0,0.770777316157376,0.7650693538826319,-0.005707962274744127,0.845707656612529,0.8358095238095238,-0.009898132803005222,0.695846975702223,0.69432918395574,-0.0015177917464830326,0.4765982687352871,0.5158063225290116,0.039208053793724496,0.06491797020340973,0.07409712485630071,0.009179154652890986,772.0,850.0,78.0,665.0,684.0,19.0
test,153916114-153916150-001,carcinoma_in_situ,20260803,baseline,gaussian_blur,2.0,0.8941640905464698,0.8912617318411067,-0.0029023587053631505,0.9581651376146789,0.9602914389799636,0.0021263013652846885,0.8301630434782609,0.8222320247022497,-0.007931018776011212,0.057239206419534394,0.10141987276818742,0.04418066634865303,0.13580669194488104,0.17747006281282962,0.04166337086794858,156.0,116.0,-40.0,24.0,94.0,70.0
test,153916114-153916167-001,carcinoma_in_situ,20260803,baseline,gaussian_blur,1.0,0.6936785969354031,0.686763801761707,-0.006914795173696087,0.8629389703375383,0.85410693202901,-0.0088320383085283,0.5244182235332678,0.5194206714944042,-0.004997552038863651,2.435398913433165,2.5570879082453315,0.12168899481216666,0.39059099915206225,0.405490513281018,0.014899514128955738,790.0,853.0,63.0,1215.0,1228.0,13.0
test,153956040-153956058-001,normal_columnar,20260803,baseline,gaussian_blur,3.0,0.9529897218752967,0.9457800712838698,-0.007209650591426975,0.9856481481481482,0.9763705103969754,-0.00927763775117274,0.9203312956024453,0.9151896321707642,-0.005141663431681098,0.009978321473556429,0.03463519511244956,0.02465687363889313,0.04336551477204398,0.033612004797487494,-0.009753509974556485,8.0,80.0,72.0,100.0,252.0,152.0
test,153958547-153958572-006,normal_columnar,20260803,baseline,gaussian_blur,1.0,0.7626001315217683,0.7534368582887496,-0.009163273233018687,0.8271334792122538,0.8178277801817395,-0.009305699030514258,0.698066783831283,0.6890459363957597,-0.009020847435523227,0.680895368896658,0.7218590456693047,0.04096367677264667,0.010382913008442962,0.02839632943785486,0.0180134164294119,395.0,421.0,26.0,651.0,666.0,15.0
test,153958547-153958590-002,normal_columnar,20260803,baseline,gaussian_noise,30.0,0.34600306770539574,0.3540505433696517,0.008047475664255954,0.16398771898139786,0.15942640236187264,-0.004561316619525219,0.5280184164293936,0.5486746843774307,0.0206562679480371,0.1962887616981639,0.23151106982944802,0.03522230813128413,0.738929214116638,0.5163334715459165,-0.22259574257072157,335.0,1130.0,795.0,13898.0,14310.0,412.0
test,157181481-157181497-004,normal_columnar,20260803,baseline,gaussian_noise,10.0,0.8907863500565965,0.8948248619216678,0.004038511865071315,0.9266473269788645,0.9338009644892591,0.00715363751039455,0.8549253731343284,0.8558487593540764,0.0009233862197480791,0.010109787212928878,0.06786119264647361,0.057751405433544734,0.21131387867601625,0.090739941417323,-0.12057393725869325,125.0,7.0,-118.0,313.0,366.0,53.0
