split,cell_id,class,seed,model,degradation,severity,clean_foreground_dice,degraded_foreground_dice,delta_foreground_dice,clean_nucleus_dice,degraded_nucleus_dice,delta_nucleus_dice,clean_cytoplasm_dice,degraded_cytoplasm_dice,delta_cytoplasm_dice,clean_nc_absolute_error,degraded_nc_absolute_error,delta_nc_absolute_error,clean_circularity_absolute_error,degraded_circularity_absolute_error,delta_circularity_absolute_error,clean_nucleus_area_absolute_error,degraded_nucleus_area_absolute_error,delta_nucleus_area_absolute_error,clean_cytoplasm_area_absolute_error,degraded_cytoplasm_area_absolute_error,delta_cytoplasm_area_absolute_error
calibration,157184013-157184023-001,normal_intermediate,20260803,baseline,gaussian_noise,30,0.8265572890549318,0.8234262845170603,-0.003131004537871407,0.7687713310580204,0.7417721518987341,-0.02699917915928629,0.8843432470518431,0.9050804171353866,0.020737170083543477,0.009848066186959152,0.010718802550430923,0.0008707363634717705,0.05924210658962192,0.02330096459487163,-0.03594114199475029,466,298,-168,3887,2254,-1633
calibration,157184067-157184080-001,normal_intermediate,20260803,baseline,gaussian_blur,1,0.8210287211248404,0.7830843199758424,-0.037944401148998,0.7976961843052556,0.729153199741435,-0.06854298456382057,0.8443612579444251,0.8370154402102497,-0.007345817734175419,0.0016948869756737948,0.007274518028397674,0.005579631052723879,0.09091650343231217,0.11127189067128318,0.020355387238971012,239,397,158,6953,7038,85
calibration,157184067-157184080-001,normal_intermediate,20260803,baseline,gaussian_blur,2,0.8210287211248404,0.7048928351908395,-0.11613588593400093,0.7976961843052556,0.5890834191555098,-0.2086127651497458,0.8443612579444251,0.8207022512261692,-0.023659006718255826,0.0016948869756737948,0.02140299974653337,0.019708112770859574,0.09091650343231217,0.09814553630137635,0.007229032869064178,239,792,553,6953,7063,110
calibration,157184067-157184080-001,normal_intermediate,20260803,baseline,gaussian_blur,3,0.8210287211248404,0.6353785215100858,-0.1856501996147546,0.7976961843052556,0.46900489396411094,-0.32869129034114464,0.8443612579444251,0.8017521490560605,-0.042609108888364555,0.0016948869756737948,0.03993454921796217,0.03823966224228838,0.09091650343231217,0.6309605884140878,0.5400440849817756,239,1302,1063,6953,6960,7
calibration,157184067-157184080-001,normal_intermediate,20260803,baseline,gaussian_noise,10,0.8210287211248404,0.8440535677110923,0.023024846586251924,0.7976961843052556,0.8388625592417062,0.04116637493645059,0.8443612579444251,0.8492445761804783,0.004883318236053258,0.0016948869756737948,0.0026986433440652456,0.0010037563683914508,0.09091650343231217,0.06558716544419685,-0.02532933798811532,239,116,-123,6953,6916,-37
calibration,157184067-157184080-001,normal_intermediate,20260803,baseline,gaussian_noise,20,0.8210287211248404,0.8632929784225124,0.042264257297672025,0.7976961843052556,0.8663829787234043,0.06868679441814873,0.8443612579444251,0.8602029781216205,0.01584172017719543,0.0016948869756737948,0.005582900966355282,0.0038880139906814874,0.09091650343231217,0.09132648473507465,0.00040998130276248546,239,25,-214,6953,6418,-535
calibration,157184067-157184080-001,normal_intermediate,20260803,baseline,gaussian_noise,30,0.8210287211248404,0.8362708953618941,0.015242174237053763,0.7976961843052556,0.786235662148071,-0.011460522157184627,0.8443612579444251,0.8863061285757173,0.041944870631292264,0.0016948869756737948,0.012717297542882155,0.01102241056720836,0.09091650343231217,0.2570280478878585,0.16611154445554632,239,191,-48,6953,4968,-1985
calibration,157184850-157184891-001,normal_superficiel,20260803,baseline,gaussian_blur,1,0.9120373933467993,0.9048790048814979,-0.0071583884653014795,0.9203007518796993,0.9062957540263543,-0.01400499785334497,0.9037740348138995,0.9034622557366415,-0.0003117790772579898,0.0008319334102268022,0.0005021418881050793,-0.0003297915221217229,0.18320004848709592,0.203717243436647,0.020517194949551065,20,56,36,13368,13839,471
calibration,157184850-157184891-001,normal_superficiel,20260803,baseline,gaussian_blur,2,0.9120373933467993,0.9014002855274307,-0.010637107819368663,0.9203007518796993,0.9015691868758916,-0.018731565003807682,0.9037740348138995,0.9012313841789698,-0.002542650634929755,0.0008319334102268022,0.00022499206321538717,-0.000606941347011415,0.18320004848709592,0.17380079421940564,-0.009399254267690282,20,92,72,13368,14976,1608
calibration,157184850-157184891-001,normal_superficiel,20260803,baseline,gaussian_blur,3,0.9120373933467993,0.8827664926885136,-0.029270900658285748,0.9203007518796993,0.8683853459972863,-0.051915405882412946,0.9037740348138995,0.8971476393797408,-0.006626395434158661,0.0008319334102268022,0.000373922724465881,-0.00045801068576092115,0.18320004848709592,0.12034601557021529,-0.06285403291688063,20,164,144,13368,16443,3075
