sample_id,parent_source_id,diagnostic_class,model,seed_aggregation,n_seed_rows,nucleus_dice,cytoplasm_dice,foreground_dice,cell_dice,area_ae,perimeter_ae,circularity_ae,nc_ae,invalid_prediction,invalid_circularity,invalid_nc
Dyskeratotic__007_01,Dyskeratotic__007,Dyskeratotic,baseline,median_across_20260803_20260804_20260805,3,0.7466390899689762,0.1526902569074164,0.44966467343819627,0.26684022128213475,245.0,21.020815074443817,0.03262288498948673,0.050522070324601,0.0,0.0,0.0
Dyskeratotic__007_02,Dyskeratotic__007,Dyskeratotic,baseline,median_across_20260803_20260804_20260805,3,0.9105960264900662,0.70050560126896,0.8055508138795131,0.7420982735723771,106.0,6.000000298023224,0.00672112314470269,0.0642850198755617,0.0,0.0,0.0
Dyskeratotic__007_03,Dyskeratotic__007,Dyskeratotic,baseline,median_across_20260803_20260804_20260805,3,0.9190751445086706,0.6110138159174937,0.7650444802130821,0.7293638084146163,130.0,13.849242210388184,0.07856116033689425,0.16568225728079872,0.0,0.0,0.0
Dyskeratotic__007_04,Dyskeratotic__007,Dyskeratotic,baseline,median_across_20260803_20260804_20260805,3,0.6746589499793303,0.6574559313959029,0.6725012692027985,0.8132299967252483,668.0,49.43502867221832,0.2014800419475425,0.11986992736641211,0.0,0.0,0.0
Dyskeratotic__008_01,Dyskeratotic__008,Dyskeratotic,baseline,median_across_20260803_20260804_20260805,3,0.8810126582278481,0.22889782102813624,0.5549552396279922,0.40730717185385656,131.0,10.485281109809875,0.026273031498773525,0.015962963963720544,0.0,0.0,0.0
Dyskeratotic__008_02,Dyskeratotic__008,Dyskeratotic,baseline,median_across_20260803_20260804_20260805,3,0.8469217970049917,0.17361894024802707,0.5102703686265094,0.33166914046687357,184.0,16.14213526248932,0.03285535152760766,0.13266055410018257,0.0,0.0,0.0
Dyskeratotic__008_03,Dyskeratotic__008,Dyskeratotic,baseline,median_across_20260803_20260804_20260805,3,0.9053254437869822,0.3196291817815397,0.612477312784261,0.5165363800360794,152.0,12.727922320365906,0.04171729882223063,0.1127323458634138,0.0,0.0,0.0
Dyskeratotic__008_04,Dyskeratotic__008,Dyskeratotic,baseline,median_across_20260803_20260804_20260805,3,0.7904290429042904,0.2840563691627521,0.5372427060335212,0.41680473372781063,242.0,19.455843687057495,0.023157555139633468,0.013475312806467216,0.0,0.0,0.0
Dyskeratotic__008_05,Dyskeratotic__008,Dyskeratotic,baseline,median_across_20260803_20260804_20260805,3,0.7882534775888718,0.21266853218010684,0.5004610048844893,0.4600956937799043,274.0,22.72792160511017,0.03208835324673531,0.05587774047501748,0.0,0.0,0.0
Dyskeratotic__008_06,Dyskeratotic__008,Dyskeratotic,baseline,median_across_20260803_20260804_20260805,3,0.8597842835130971,0.2546068364045576,0.5571955599588274,0.3913405495420483,182.0,17.213201999664307,0.04850392503891954,0.03808524989839024,0.0,0.0,0.0
Dyskeratotic__008_07,Dyskeratotic__008,Dyskeratotic,baseline,median_across_20260803_20260804_20260805,3,0.84321608040201,0.1853184248906174,0.5142672526463137,0.34183299389002036,308.0,20.485281467437744,0.023944975732803964,0.2829531609482089,0.0,0.0,0.0
