accepted_edit_count,area_matching_error_abs,area_matching_error_norm,closing_area_ae,closing_benefit,closing_circularity_ae,closing_fallback_to_raw,closing_foreground_dice,closing_nc_ae,closing_nucleus_dice,closing_perimeter_ae,closing_specific_residual,diagnostic_class,fallback_to_raw,invalid_proposal_count,joint_matching_error,model,null_area_ae,null_benefit,null_circularity_ae,null_dA,null_dP,null_foreground_dice,null_nc_ae,null_nucleus_dice,null_perimeter_ae,parent_source_id,perimeter_matching_error_abs,perimeter_matching_error_norm,raw_area_ae,raw_circularity_ae,raw_foreground_dice,raw_nc_ae,raw_nucleus_dice,raw_perimeter_ae,sample_id,seed,sum_matching_error,target_dA,target_dP,valid_proposal_count
14,0.0,0.0,180,0.04034773523946511,0.0019736858644743283,False,0.4123458706876837,0.1901050138569071,0.6792452830188679,22.3847758769989,0.008459186220094006,Dyskeratotic,False,0,3.813601819348298e-08,baseline,180,0.031888549019371104,0.010432872084568334,6.0,-1.7573597431182861,0.40897659845048695,0.1901050138569071,0.6725067385444744,22.38477623462677,Dyskeratotic__002,3.5762786865234375e-07,3.813601819348298e-08,186,0.04232142110393944,0.4109697348720599,0.1863670704235449,0.6765899864682002,20.627416491508484,Dyskeratotic__002_04,20260805,3.813601819348298e-08,6.0,-1.7573593854904175,2048
0,0.0,0.0,984,0.0,0.2693640640368956,False,0.04418585040897209,0.1267475170610837,0.07344632768361582,98.32590126991272,0.0,Dyskeratotic,False,0,0.0,baseline,984,0.0,0.2693640640368956,0.0,0.0,0.04418585040897209,0.1267475170610837,0.07344632768361582,98.32590126991272,Dyskeratotic__002,0.0,0.0,984,0.2693640640368956,0.04418585040897209,0.1267475170610837,0.07344632768361582,98.32590126991272,Dyskeratotic__002_05,20260803,0.0,0.0,0.0,2048
3,0.0,0.0,314,0.011344757545607043,0.0002702777983039084,False,0.4759468357404032,0.3260900349033937,0.8187066974595842,20.97056269645691,0.0,Dyskeratotic,False,0,0.0,baseline,314,0.011344757545607043,0.0002702777983039084,1.0,-0.5857864618301392,0.4759468357404032,0.3260900349033937,0.8187066974595842,20.97056269645691,Dyskeratotic__002,0.0,0.0,315,0.011615035343910951,0.47559343773369694,0.32483317227924957,0.8180242634315424,20.38477623462677,Dyskeratotic__002_05,20260804,0.0,1.0,-0.5857864618301392,2048
0,0.0,0.0,284,0.0,0.047667055279969395,False,0.5606609835308894,0.14262188434883707,0.8388195232690124,21.556349515914917,0.0,Dyskeratotic,False,0,0.0,baseline,284,0.0,0.047667055279969395,0.0,0.0,0.5606609835308894,0.14262188434883707,0.8388195232690124,21.556349515914917,Dyskeratotic__002,0.0,0.0,284,0.047667055279969395,0.5606609835308894,0.14262188434883707,0.8388195232690124,21.556349515914917,Dyskeratotic__002_05,20260805,0.0,0.0,0.0,2048
0,0.0,0.0,2059,nan,nan,True,0.018215962441314553,0.5360583181463161,0.0,nan,nan,Dyskeratotic,True,2048,0.0,baseline,2059,nan,nan,0.0,nan,0.018215962441314553,0.5360583181463161,0.0,nan,Dyskeratotic__002,nan,nan,2059,nan,0.018215962441314553,0.5360583181463161,0.0,nan,Dyskeratotic__002_06,20260803,nan,0.0,nan,0
0,0.0,0.0,430,0.0,0.011909526369668577,False,0.6932159055332794,0.12260654149656991,0.8736442516268981,18.97056257724762,0.0,Dyskeratotic,False,0,0.0,baseline,430,0.0,0.011909526369668577,0.0,0.0,0.6932159055332794,0.12260654149656991,0.8736442516268981,18.97056257724762,Dyskeratotic__002,0.0,0.0,430,0.011909526369668577,0.6932159055332794,0.12260654149656991,0.8736442516268981,18.97056257724762,Dyskeratotic__002_06,20260804,0.0,0.0,0.0,2048
3,0.0,0.0,930,0.005670157583498425,0.17021837733947365,False,0.6419569501084923,0.34395350276431846,0.7082810539523212,30.627416729927063,9.856969684918226e-10,Dyskeratotic,False,0,9.783485774831877e-09,baseline,930,0.005670156597801457,0.17021837832517062,1.0,-0.5857864618301392,0.6419569501084923,0.34395350276431846,0.7082810539523212,30.627416610717773,Dyskeratotic__002,1.1920928955078125e-07,9.783485774831877e-09,931,0.17588853492297207,0.6417246819499928,0.3441563106607768,0.7078757452149357,30.041630148887634,Dyskeratotic__002_06,20260805,9.783485774831877e-09,1.0,-0.5857865810394287,2048
0,0.0,0.0,715,nan,nan,True,0.051452784503631964,0.2680914885639295,0.0,nan,nan,Dyskeratotic,True,2048,0.0,baseline,715,nan,nan,0.0,nan,0.051452784503631964,0.2680914885639295,0.0,nan,Dyskeratotic__002,nan,nan,715,nan,0.051452784503631964,0.2680914885639295,0.0,nan,Dyskeratotic__002_07,20260803,nan,0.0,nan,0
0,0.0,0.0,432,0.0,0.0061657936878315445,False,0.4019405641173768,0.1286826215688556,0.5671342685370742,39.698484897613525,0.0,Dyskeratotic,False,0,0.0,baseline,432,0.0,0.0061657936878315445,0.0,0.0,0.4019405641173768,0.1286826215688556,0.5671342685370742,39.698484897613525,Dyskeratotic__002,0.0,0.0,432,0.0061657936878315445,0.4019405641173768,0.1286826215688556,0.5671342685370742,39.698484897613525,Dyskeratotic__002_07,20260804,0.0,0.0,0.0,2048
0,0.0,0.0,264,0.0,0.05791586785049252,False,0.6296131835013867,0.1279423275943832,0.7735849056603774,24.62741708755493,0.0,Dyskeratotic,False,0,0.0,baseline,264,0.0,0.05791586785049252,0.0,0.0,0.6296131835013867,0.1279423275943832,0.7735849056603774,24.62741708755493,Dyskeratotic__002,0.0,0.0,264,0.05791586785049252,0.6296131835013867,0.1279423275943832,0.7735849056603774,24.62741708755493,Dyskeratotic__002_07,20260805,0.0,0.0,0.0,2048
