sample_id,parent_source_id,diagnostic_class,model,seed_aggregation,n_seed_rows,raw_circularity_ae,closing_circularity_ae,null_circularity_ae,closing_benefit,null_benefit,closing_specific_residual,raw_nucleus_dice,closing_nucleus_dice,null_nucleus_dice,raw_foreground_dice,closing_foreground_dice,null_foreground_dice,raw_area_ae,closing_area_ae,null_area_ae,raw_perimeter_ae,closing_perimeter_ae,null_perimeter_ae,raw_nc_ae,closing_nc_ae,null_nc_ae
Dyskeratotic__173_03,Dyskeratotic__173,Dyskeratotic,baseline,median_across_20260803_20260804_20260805,3,0.2232290893878629,0.41794666416527293,0.425653629497392,0.007599814395231275,-0.00010715093688778987,0.0077069653321190645,0.43281707827542903,0.4357262103505843,0.43823038397328884,0.35436972116254406,0.35581828724812126,0.35724544408748476,714.0,706.0,706.0,39.69848430156708,2.1005051136016846,2.1005051136016846,0.42979992096439756,0.4277332906474985,0.4277332906474985
Dyskeratotic__173_04,Dyskeratotic__173,Dyskeratotic,baseline,median_across_20260803_20260804_20260805,3,0.09677051780735835,0.04455622067864862,0.04455621321924397,0.05221429712870973,0.05221430458811438,-7.459404649523549e-09,0.0,0.0,0.0,0.1663057107032942,0.1663057107032942,0.1663057107032942,1449.0,1449.0,1449.0,103.63960874080658,104.81118178367615,104.81118202209473,0.2917841320982682,0.2917841320982682,0.2917841320982682
Dyskeratotic__173_05,Dyskeratotic__173,Dyskeratotic,baseline,median_across_20260803_20260804_20260805,3,0.08225122977208521,0.0736637560048925,0.0736637560048925,0.014521126713225141,0.015051806246436483,-0.0005306795332113423,0.8801711840228246,0.8803418803418803,0.8774928774928775,0.6915086463321845,0.690990719685789,0.690990719685789,42.0,44.0,44.0,9.1715726852417,8.58578622341156,8.58578622341156,0.22866299042972144,0.22814818054371094,0.22814818054371094
Dyskeratotic__173_06,Dyskeratotic__173,Dyskeratotic,baseline,median_across_20260803_20260804_20260805,3,0.169790776879716,0.12992673318158088,0.12930673950076121,0.0,0.0,-0.0006199936808196638,0.8366425992779783,0.8379888268156425,0.835195530726257,0.6150455296550119,0.6168265819631331,0.6174548483185514,262.0,260.0,260.0,21.899495244026184,23.071067929267883,23.071068048477173,0.21519290083570258,0.2145497801913628,0.2145497801913628
Dyskeratotic__173_07,Dyskeratotic__173,Dyskeratotic,baseline,median_across_20260803_20260804_20260805,3,0.15010731816286704,0.06866729988687181,0.0727166260089177,0.08119386741411283,0.07739069215394934,0.004049326122045893,0.8573806881243063,0.8564342794158171,0.8525764673463764,0.7463914934874405,0.7453881923394875,0.7431303389363461,390.0,405.0,405.0,32.30151581764221,24.786796927452087,24.78679609298706,0.0059175630884955865,0.006673337510612554,0.006673337510612554
Dyskeratotic__174_01,Dyskeratotic__174,Dyskeratotic,baseline,median_across_20260803_20260804_20260805,3,0.4081505917456527,0.3946793636691031,0.3945806077096802,0.011551879362047823,0.01179662159040451,-9.875595942293591e-05,0.6558768904218626,0.6541413072241333,0.6541413072241333,0.545084878252233,0.5429904279774693,0.543460500055188,979.0,989.0,989.0,132.46803617477417,129.53910374641418,129.29646265506744,0.2179829518499785,0.222512003281652,0.222512003281652
Dyskeratotic__174_02,Dyskeratotic__174,Dyskeratotic,baseline,median_across_20260803_20260804_20260805,3,0.004892834297617887,0.004892834297617887,0.004892834297617887,0.0,0.0,0.0,0.9119326720769462,0.9119326720769462,0.9119326720769462,0.8417974934394035,0.8417974934394035,0.8417974934394035,145.0,145.0,145.0,6.727921485900879,6.727921485900879,6.727921485900879,0.12035224266810268,0.12035224266810268,0.12035224266810268
Dyskeratotic__174_03,Dyskeratotic__174,Dyskeratotic,baseline,median_across_20260803_20260804_20260805,3,0.0003355580489262655,0.0003355580489262655,0.0003355580489262655,0.0,0.0,0.0,0.0,0.0,0.0,0.2090054954795249,0.2090054954795249,0.2090054954795249,920.0,920.0,920.0,21.899495005607605,21.899495005607605,21.899495005607605,0.2777777777777778,0.2777777777777778,0.2777777777777778
Dyskeratotic__175_01,Dyskeratotic__175,Dyskeratotic,baseline,median_across_20260803_20260804_20260805,3,0.316848330717407,0.27533213643775967,0.27421658138270055,0.04564548717029543,0.04663818626268601,-0.000992699092390581,0.7322889876081365,0.7323549965059399,0.7318891218262288,0.6002252548213465,0.6001487436386315,0.5999158062987759,637.0,650.0,650.0,91.79898941516876,82.42640542984009,82.18376517295837,0.023664354806923055,0.02166343904605525,0.02166343904605525
Dyskeratotic__176_01,Dyskeratotic__176,Dyskeratotic,baseline,median_across_20260803_20260804_20260805,3,0.11251004710454582,0.11251004710454582,0.11251004710454582,0.005907172987337783,0.005907180473205043,-7.4858672594047e-09,0.7134047387211944,0.7124797406807132,0.7144246353322529,0.5717661726596945,0.5709778049537453,0.5725729819110668,727.0,731.0,731.0,64.18376553058624,63.01219189167023,62.769551157951355,0.16555854498134698,0.16519273353640407,0.16519273353640407
Dyskeratotic__177_01,Dyskeratotic__177,Dyskeratotic,baseline,median_across_20260803_20260804_20260805,3,0.07943427237217582,0.07943427237217582,0.07943427237217582,0.0,0.0,0.0,0.9240162822252375,0.9240162822252375,0.9240162822252375,0.8093238826958762,0.8093238826958762,0.8093238826958762,142.0,143.0,143.0,14.485282063484192,14.485282063484192,14.485282063484192,0.09975339505235856,0.09955496428999325,0.09955496428999325
Dyskeratotic__178_01,Dyskeratotic__178,Dyskeratotic,baseline,median_across_20260803_20260804_20260805,3,0.0667151088583019,0.0667151088583019,0.0667151088583019,0.0,0.0,0.0,0.44025974025974024,0.44025974025974024,0.44025974025974024,0.4744215831099862,0.4744215831099862,0.4744215831099862,862.0,862.0,862.0,70.81118261814117,70.81118261814117,70.81118261814117,0.17883279745852787,0.17883279745852787,0.17883279745852787
Dyskeratotic__179_01,Dyskeratotic__179,Dyskeratotic,baseline,median_across_20260803_20260804_20260805,3,0.02609070388436563,0.03321924091340389,0.03321923836957752,-0.007128537029038262,-0.00712853448521189,0.0005784083601986234,0.9083880943177426,0.9080370942812983,0.9088098918083463,0.8435198898555005,0.8433062679721617,0.843755092604966,54.0,58.0,58.0,4.301514267921448,2.6274179220199585,2.6274176836013794,0.05478100102864969,0.05433760849702751,0.05433760849702751
Dyskeratotic__180_01,Dyskeratotic__180,Dyskeratotic,baseline,median_across_20260803_20260804_20260805,3,0.6536155106655916,0.6444701993268227,0.6470336096542919,0.009145311338768947,0.00658190101129974,0.0025634103274692066,0.6837370242214533,0.6882535308301757,0.6806751636238374,0.680685992830521,0.683357270396194,0.678022226263997,354.0,376.0,376.0,71.7989889383316,69.45584297180176,69.7989889383316,0.056734495916387684,0.05083383564396221,0.05083383564396221
